DiseaseID	DiseaseName	SourceName	SourceID
UMLS:C4310689	Short stature-brachydactyly-obesity-global developmental delay syndrome	MONDO	MONDO:0014944
UMLS:C4310690	Mitochondrial DNA depletion syndrome 15 (hepatocerebral type);	MONDO	MONDO:0014943
UMLS:C4310691	Developmental and epileptic encephalopathy, 45	MONDO	MONDO:0014942
UMLS:C4310692	Arthrogryposis, distal, with impaired proprioception and touch	MONDO	MONDO:0014941
UMLS:C4310693	Neurodegeneration with ataxia, dystonia, and gaze palsy, childhood-onset	MONDO	MONDO:0014940
UMLS:C4310694	Congenital myasthenic syndrome 20	MONDO	MONDO:0014939
UMLS:C4310695	Aniridia 3	MONDO	MONDO:0014938
UMLS:C4310696	ZTTK syndrome	MONDO	MONDO:0014936
UMLS:C4310697	Frontometaphyseal dysplasia 2	MONDO	MONDO:0014935
UMLS:C4310699	Spinocerebellar ataxia, autosomal recessive 24	MONDO	MONDO:0014934
UMLS:C4310700	Developmental and epileptic encephalopathy, 44	MONDO	MONDO:0014933
UMLS:C4310701	Orofaciodigital syndrome XV	MONDO	MONDO:0014932
UMLS:C4310702	Alazami-Yuan syndrome	MONDO	MONDO:0014931
UMLS:C4310703	Intellectual disability, autosomal recessive 56	MONDO	MONDO:0014930
UMLS:C4310704	Retinitis pigmentosa 76	MONDO	MONDO:0014929
UMLS:C4310705	Joubert syndrome 28	MONDO	MONDO:0014928
UMLS:C4310706	Joubert syndrome 27	MONDO	MONDO:0014927
UMLS:C4310707	Bardet-Biedl syndrome 20	MONDO	MONDO:0014926
UMLS:C4310708	Epilepsy, familial focal, with variable foci 3	MONDO	MONDO:0014925
UMLS:C4310709	Epilepsy, familial focal, with variable foci 2	MONDO	MONDO:0014924
UMLS:C4310710	Peeling skin syndrome 5	MONDO	MONDO:0014923
UMLS:C4310711	Myofibrillar myopathy 7	MONDO	MONDO:0014922
UMLS:C4310712	Developmental and epileptic encephalopathy, 43	MONDO	MONDO:0014921
UMLS:C4310713	Patterned macular dystrophy 3	MONDO	MONDO:0014920
UMLS:C4310714	Sessile serrated polyposis cancer syndrome	MONDO	MONDO:0014919
UMLS:C4310715	Tall stature-intellectual disability-renal anomalies syndrome	MONDO	MONDO:0014918
UMLS:C4310716	Developmental and epileptic encephalopathy, 42	MONDO	MONDO:0014917
UMLS:C4310717	Developmental and epileptic encephalopathy, 41	MONDO	MONDO:0014916
UMLS:C4310718	Short-rib thoracic dysplasia 16 with or without polydactyly	MONDO	MONDO:0014915
UMLS:C4310719	Familial adenomatous polyposis 4	MONDO	MONDO:0044300
UMLS:C4310720	Growth retardation, intellectual developmental disorder, hypotonia, and hepatopathy	MONDO	MONDO:0014911
UMLS:C4310721	Primary ciliary dyskinesia 35	MONDO	MONDO:0014910
UMLS:C4310722	Primary ciliary dyskinesia 34	MONDO	MONDO:0014909
UMLS:C4310723	Microcephaly 17, primary, autosomal recessive	MONDO	MONDO:0014908
UMLS:C4310724	Short-rib thoracic dysplasia 15 with polydactyly	MONDO	MONDO:0014907
UMLS:C4310725	Charcot-Marie-Tooth disease, axonal, autosomal recessive, type 2a2b;	MONDO	MONDO:0014906
UMLS:C4310726	Encephalopathy due to defective mitochondrial and peroxisomal fission 2	MONDO	MONDO:0014905
UMLS:C4310727	Congenital disorder of glycosylation, type IAA	MONDO	MONDO:0014904
UMLS:C4310728	Seizures, benign familial infantile, 5	MONDO	MONDO:0014903
UMLS:C4310729	Nasopharyngeal carcinoma, susceptibility to, 3	MONDO	MONDO:0014902
UMLS:C4310730	Tooth agenesis, selective, 8	MONDO	MONDO:0014901
UMLS:C4310733	Adult-onset multiple mitochondrial DNA deletion syndrome due to DGUOK deficiency	MONDO	MONDO:0014899
UMLS:C4310734	Progressive external ophthalmoplegia with mitochondrial DNA deletions, autosomal recessive 3	MONDO	MONDO:0014898
UMLS:C4310735	Portal hypertension, noncirrhotic	MONDO	MONDO:0024193
UMLS:C4310736	Congenital muscular dystrophy-respiratory failure-skin abnormalities-joint hyperlaxity syndrome	MONDO	MONDO:0014896
UMLS:C4310737	Developmental and epileptic encephalopathy, 40	MONDO	MONDO:0014895
UMLS:C4310738	Meier-Gorlin syndrome 7	MONDO	MONDO:0014894
UMLS:C4310739	Okur-Chung neurodevelopmental syndrome	MONDO	MONDO:0014893
UMLS:C4310740	Micrognathia-recurrent infections-behavioral abnormalities-mild intellectual disability syndrome	MONDO	MONDO:0014892
UMLS:C4310741	Hyperuricemic nephropathy, familial juvenile type 4	MONDO	MONDO:0014891
UMLS:C4310742	PERCHING syndrome	MONDO	MONDO:0014890
UMLS:C4310743	Striatonigral degeneration, childhood-onset	MONDO	MONDO:0014889
UMLS:C4310744	Bone marrow failure syndrome 3	MONDO	MONDO:0014887
UMLS:C4310745	Severe growth deficiency-strabismus-extensive dermal melanocytosis-intellectual disability syndrome	MONDO	MONDO:0014886
UMLS:C4310746	Hermansky-Pudlak syndrome 10	MONDO	MONDO:0014885
UMLS:C4310747	Cholestasis, progressive familial intrahepatic, 5	MONDO	MONDO:0014884
UMLS:C4310749	Hypertrophic cardiomyopathy 26	MONDO	MONDO:0014883
UMLS:C4310750	Hereditary spastic paraplegia 77	MONDO	MONDO:0014882
UMLS:C4310752	Duane retraction syndrome 3 with or without deafness	MONDO	MONDO:0014880
UMLS:C4310753	Patent ductus arteriosus 3	MONDO	MONDO:0024266
UMLS:C4310754	Myopathy, distal, 5	MONDO	MONDO:0014877
UMLS:C4310755	Intellectual disability, autosomal recessive 54	MONDO	MONDO:0014876
UMLS:C4310756	Hyperaldosteronism, familial, type IV	MONDO	MONDO:0014875
UMLS:C4310757	Pontocerebellar hypoplasia, type 2F	MONDO	MONDO:0014874
UMLS:C4310758	Congenital stationary night blindness 1H	MONDO	MONDO:0014872
UMLS:C4310759	Retinitis pigmentosa 75	MONDO	MONDO:0014871
UMLS:C4310760	NEK9-related lethal skeletal dysplasia	MONDO	MONDO:0014870
UMLS:C4310761	Hydrops-lactic acidosis-sideroblastic anemia-multisystemic failure syndrome	MONDO	MONDO:0014869
UMLS:C4310762	Developmental and epileptic encephalopathy, 38	MONDO	MONDO:0014868
UMLS:C4310763	Spinocerebellar ataxia 43	MONDO	MONDO:0014867
UMLS:C4310764	Autosomal recessive severe congenital neutropenia due to CSF3R deficiency	MONDO	MONDO:0014865
UMLS:C4310765	Hypermanganesemia with dystonia 2	MONDO	MONDO:0014864
UMLS:C4310766	Macrocephaly, dysmorphic facies, and psychomotor retardation	MONDO	MONDO:0014863
UMLS:C4310767	Cerebral palsy, spastic quadriplegic, 3	MONDO	MONDO:0014862
UMLS:C4310768	Autoimmune disease, multisystem, infantile-onset, 2	MONDO	MONDO:0014861
UMLS:C4310769	Polycystic liver disease 2	MONDO	MONDO:0014860
UMLS:C4310770	Developmental and epileptic encephalopathy, 37	MONDO	MONDO:0014859
UMLS:C4310771	Intellectual disability, autosomal dominant 43	MONDO	MONDO:0014858
UMLS:C4310772	Neurodevelopmental disorder with or without anomalies of the brain, eye, or heart	MONDO	MONDO:0014857
UMLS:C4310773	Combined oxidative phosphorylation defect type 30	MONDO	MONDO:0014856
UMLS:C4310774	Intellectual disability, autosomal dominant 42	MONDO	MONDO:0014855
UMLS:C4310775	Autosomal dominant nonsyndromic hearing loss 70	MONDO	MONDO:0014853
UMLS:C4310776	Retinitis pigmentosa and erythrocytic microcytosis	MONDO	MONDO:0014850
UMLS:C4310778	TELO2-related intellectual disability-neurodevelopmental disorder	MONDO	MONDO:0014848
UMLS:C4310779	Spermatogenic failure 15	MONDO	MONDO:0014847
UMLS:C4310780	Autosomal recessive cerebellar ataxia - epilepsy - intellectual disability syndrome due to TUD deficiency	MONDO	MONDO:0014846
UMLS:C4310781	Spinocerebellar ataxia, autosomal recessive 22	MONDO	MONDO:0014845
UMLS:C4310782	Premature ovarian failure 12	MONDO	MONDO:0014844
UMLS:C4310783	Premature ovarian failure 11	MONDO	MONDO:0014843
UMLS:C4310784	Intellectual disability, autosomal dominant 41	MONDO	MONDO:0014842
UMLS:C4310785	Trichothiodystrophy 6, nonphotosensitive	MONDO	MONDO:0014841
UMLS:C4310786	Agammaglobulinemia 8, autosomal dominant	MONDO	MONDO:0014840
UMLS:C4310787	Chorea, childhood-onset, with psychomotor retardation	MONDO	MONDO:0014839
UMLS:C4310788	Coffin-Siris syndrome 5	MONDO	MONDO:0014838
UMLS:C4310789	Thrombocytopenia 6	MONDO	MONDO:0014837
UMLS:C4310790	Charcot-Marie-Tooth disease axonal type 2CC	MONDO	MONDO:0014836
UMLS:C4310791	Striatal degeneration, autosomal dominant 2	MONDO	MONDO:0014835
UMLS:C4310792	Dyskinesia, limb and orofacial, infantile-onset	MONDO	MONDO:0014834
UMLS:C4310793	Heart and brain malformation syndrome	MONDO	MONDO:0014833
UMLS:C4310794	Intellectual disability, autosomal recessive 53	MONDO	MONDO:0014832
UMLS:C4310796	Progeroid and marfanoid aspect-lipodystrophy syndrome	MONDO	MONDO:0014831
UMLS:C4310797	Platelet-type bleeding disorder 20	MONDO	MONDO:0014830
UMLS:C4310798	Immunodeficiency-centromeric instability-facial anomalies syndrome 4	MONDO	MONDO:0014829
UMLS:C4310799	Immunodeficiency-centromeric instability-facial anomalies syndrome 3	MONDO	MONDO:0014828
UMLS:C4310800	Autosomal recessive spastic paraplegia type 76	MONDO	MONDO:0014827
UMLS:C4310801	Craniofacial dysplasia-short stature-ectodermal anomalies-intellectual disability syndrome	MONDO	MONDO:0014824
UMLS:C4310803	Immunodeficiency 51	MONDO	MONDO:0013500
UMLS:C4310804	SIN3A-related intellectual disability syndrome due to a point mutation	MONDO	MONDO:0044700
UMLS:C4310805	Bartter disease type 4B	MONDO	MONDO:0000909
UMLS:C4310806	Juvenile cataract-microcornea-renal glucosuria syndrome	MONDO	MONDO:0012786
UMLS:C4310808	Autosomal dominant striatal neurodegeneration type 1	MONDO	MONDO:0012205
UMLS:C4310810	Midface hypoplasia, hearing impairment, elliptocytosis, and nephrocalcinosis	MONDO	MONDO:0010516
UMLS:C4310811	Meester-Loeys syndrome	MONDO	MONDO:0010515
UMLS:C4310812	Combined immunodeficiency due to moesin deficiency	MONDO	MONDO:0010514
UMLS:C4310814	Intellectual disability, X-linked, syndromic, Bain type	MONDO	MONDO:0010512
UMLS:C4310815	Vas deferens, congenital bilateral aplasia of, X-linked	MONDO	MONDO:0010511
UMLS:C4310816	Intellectual disability, X-linked 105	MONDO	MONDO:0010510
UMLS:C4310817	Intellectual disability, X-linked 104	MONDO	MONDO:0010509
UMLS:C4310818	Intellectual disability, X-linked 103	MONDO	MONDO:0010508
UMLS:C4310819	Immunodeficiency 47	MONDO	MONDO:0010504
UMLS:C4310820	Bartter disease type 5	MONDO	MONDO:0010503
UMLS:C4310821	Thyroxine-binding globulin quantitative trait locus		
UMLS:C4310822	Myopathy with abnormal lipid metabolism	MONDO	MONDO:0009703
UMLS:C4310833	Dias-Logan syndrome	MONDO	MONDO:0014914
UMLS:C4310836	Alacrima, congenital, autosomal dominant	MONDO	MONDO:0007075
UMLS:C4310884	ANTERIOR SEGMENT DYSGENESIS 5, MULTIPLE SUBTYPES		
UMLS:C4310906	SICK SINUS SYNDROME 2 WITH CARDIAC NONCOMPACTION AND ASCENDING AORTA DILATION		
UMLS:C4310917	ANTERIOR SEGMENT DYSGENESIS 1, MULTIPLE SUBTYPES		
UMLS:C4310943	Atypical glycine encephalopathy	MONDO	MONDO:0015010
UMLS:C4311046	Chromosome 19q13.11 deletion syndrome, proximal	MONDO	MONDO:0014972
UMLS:C4311047	Chromosome 11p13 deletion syndrome, distal	MONDO	MONDO:0014825
UMLS:C4311048	Chromosome 19q13.11 deletion syndrome, distal	MONDO	MONDO:0700107
UMLS:C4311049	Xq25 microduplication syndrome	MONDO	MONDO:0010507
UMLS:C4313432	Increased urinary sedoheptulose	Human Phenotype Ontology	HP:0025157
UMLS:C4313589	Palatal abnormalities		
UMLS:C4313718	Sleep-related hypermotor epilepsy	MONDO	MONDO:0000030
UMLS:C4314654	Autistic traits		
UMLS:C4314979	Motor delay, mild		
UMLS:C4315108	Jaw contracture	Human Phenotype Ontology	HP:0033333
UMLS:C4315130	Hippocampal atrophy		
UMLS:C4315392	Brachydactyly type E	MONDO	MONDO:0019677
UMLS:C4315525	Childhood epilepsy		
UMLS:C4315867	Moderate myopia	Human Phenotype Ontology	HP:0031624
UMLS:C4315963	Alveolar bone loss around teeth	Human Phenotype Ontology	HP:0410027
UMLS:C4316787	Autosomal dominant Kenny-Caffey syndrome	MONDO	MONDO:0007478
UMLS:C4316788	Abnormal intestine morphology	Human Phenotype Ontology	HP:0002242
UMLS:C4316789	Partial lipodystrophy	MONDO	MONDO:0027767
UMLS:C4316799	Multiple biliary hamartomas	Human Phenotype Ontology	HP:0025519
UMLS:C4316811	Abnormality of the nasal septum	Human Phenotype Ontology	HP:0000419
UMLS:C4316870	Abnormality of the eye	Human Phenotype Ontology	HP:0000478
UMLS:C4316878	Loss of eyelashes	Human Phenotype Ontology	HP:0011457
UMLS:C4316879	Preretinal hemorrhage	Human Phenotype Ontology	HP:0025240
UMLS:C4316895	Anaphylactic shock	Human Phenotype Ontology	HP:0100845
UMLS:C4316899	Cystinosis	MONDO	MONDO:0016239
UMLS:C4316903	Generalized non-motor (absence) seizure	Human Phenotype Ontology	HP:0002121
UMLS:C4316906	Factor XIII deficiency	MONDO	MONDO:0002241
UMLS:C4316985	Cerebellar edema	Human Phenotype Ontology	HP:0030915
UMLS:C4316995	Primary hypothyroidism	Human Phenotype Ontology	HP:0000832
UMLS:C4317043	Simpson-Golabi-Behmel syndrome	MONDO	MONDO:0010731
UMLS:C4317045	Gluten intolerance	Human Phenotype Ontology	HP:0012538
UMLS:C4317093	Reduced factor XI activity	Human Phenotype Ontology	HP:0001929
UMLS:C4317107	Abnormality of the thyroid gland	Human Phenotype Ontology	HP:0000820
UMLS:C4317112	Generalized lipodystrophy	MONDO	MONDO:0027766
UMLS:C4317123	Myoclonic seizure	Human Phenotype Ontology	HP:0032794
UMLS:C4317126	Vitamin B3 deficiency	Human Phenotype Ontology	HP:0100497
UMLS:C4317146	Gastroesophageal reflux	Human Phenotype Ontology	HP:0002020
UMLS:C4317151	Hypotrichosis-lymphedema-telangiectasia-renal defect syndrome	MONDO	MONDO:0019073
UMLS:C4317152	Dimple chin	Human Phenotype Ontology	HP:0010751
UMLS:C4317153	Simple partial occipital seizures	Human Phenotype Ontology	HP:0025121
UMLS:C4317154	Cole-Carpenter syndrome 1	MONDO	MONDO:0007204
UMLS:C4317224	SRD5A3-CDG	MONDO	MONDO:0012885
UMLS:C4317320	Reduced coagulation factor V activity	Human Phenotype Ontology	HP:0003225
UMLS:C4317339	Juvenile absence epilepsy	Orphanet	ORPHA1941
UMLS:C4318479	Growth hormone insensitivity syndrome	MONDO	MONDO:0015892
UMLS:C4318747	Ependymal tumor of spinal cord	MONDO	MONDO:0021546
UMLS:C4319565	Microcephalic osteodysplastic primordial dwarfism types I and III	MONDO	MONDO:0016994
UMLS:C4319572	Laryngeal abductor paralysis with intellectual disability syndrome		
UMLS:C4319932	Bardet-biedl syndrome 21	MONDO	MONDO:0044308
UMLS:C4321245	Cleft lip	MONDO	MONDO:0004747
UMLS:C4321247	Mitochondrial DNA depletion syndrome 12	NCBI curation	
UMLS:C4321325	Lupus anticoagulant	Human Phenotype Ontology	HP:0025343
UMLS:C4321352	Frequency	Human Phenotype Ontology	HP:0040279
UMLS:C4321359	Reduced insulin like growth factor binding protein acid labile subunit concentration	Human Phenotype Ontology	HP:0045046
UMLS:C4321502	Factor XI deficiency	MONDO	MONDO:0020587
UMLS:C4324277	Eyelid myokymia	Human Phenotype Ontology	HP:0031166
UMLS:C4324389	Cardiovascular Risk		
UMLS:C4324557	Increased circulating trypsinogen	Human Phenotype Ontology	HP:0032493
UMLS:C4324606	Focal stiff limb syndrome	MONDO	MONDO:0018629
UMLS:C4324623	Misophonia	Human Phenotype Ontology	HP:0025113
UMLS:C4324662	Visual snow syndrome	MONDO	MONDO:0018486
UMLS:C4324689	Pauci-immune glomerulonephritis	MONDO	MONDO:0019641
UMLS:C4329256	Acquired factor V deficiency	MONDO	MONDO:0035737
UMLS:C4329257	Acquired factor XI deficiency	MONDO	MONDO:0035740
UMLS:C4329268	Acute myeloid leukemia with BCR-ABL1	MONDO	MONDO:0035112
UMLS:C4329304	Anemia due to erythrocyte enzyme disorder	MONDO	MONDO:0020585
UMLS:C4329374	Autosomal recessive infantile hypercalcemia	Orphanet	ORPHA300547
UMLS:C4329384	B-Lymphoblastic Leukemia/Lymphoma with Intrachromosomal Amplification of Chromosome 21		
UMLS:C4329632	Central nervous system Ewing sarcoma/peripheral primitive neuroectodermal tumor	MONDO	MONDO:0016713
UMLS:C4329660	Childhood malignant melanoma	MONDO	MONDO:0042494
UMLS:C4329664	Chromosome 17 disorder	MONDO	MONDO:0020583
UMLS:C4329672	Classic congenital adrenal hyperplasia	MONDO	MONDO:0060783
UMLS:C4329712	Deleterious RAD51D Gene Mutation		
UMLS:C4329736	Distal chromosome 18q deletion syndrome	MONDO	MONDO:0700119
UMLS:C4329780	Early T cell progenitor acute lymphoblastic leukemia	MONDO	MONDO:0100291
UMLS:C4329999	Localized lipodystrophy	MONDO	MONDO:0019194
UMLS:C4330009	Frontal lobe ependymal tumor	MONDO	MONDO:0021131
UMLS:C4330050	Grade II glioma	MONDO	MONDO:0021639
UMLS:C4330489	Infratentorial ependymal tumor	MONDO	MONDO:0020685
UMLS:C4330531	Anaplastic/large cell medulloblastoma	MONDO	MONDO:0016709
UMLS:C4330920	POLE Exonuclease Domain Mutation		
UMLS:C4330935	Parietal lobe ependymal tumor	MONDO	MONDO:0000520
UMLS:C4331262	Rosette-forming glioneuronal tumor	Human Phenotype Ontology	HP:0025171
UMLS:C4331360	Supratentorial ependymal tumor	MONDO	MONDO:0020687
UMLS:C4331989	Acquired factor VII deficiency	MONDO	MONDO:0035738
UMLS:C4476532	Dilatation of an abdominal artery	Human Phenotype Ontology	HP:0002636
UMLS:C4476534	Subperiosteal bone resorption	Human Phenotype Ontology	HP:0003106
UMLS:C4476537	Reduced intrathoracic adipose tissue	Human Phenotype Ontology	HP:0003809
UMLS:C4476539	Glomerular subendothelial electron-dense deposits	Human Phenotype Ontology	HP:0004746
UMLS:C4476540	Dilatation of the cerebral artery	Human Phenotype Ontology	HP:0004944
UMLS:C4476543	Complete heart block with broad QRS complexes	Human Phenotype Ontology	HP:0005170
UMLS:C4476545	Dilatation of the ventricular cavity	Human Phenotype Ontology	HP:0006698
UMLS:C4476547	Saccular conjunctival dilatations	Human Phenotype Ontology	HP:0007721
UMLS:C4476551	Dilatation of the sinus of Valsalva	Human Phenotype Ontology	HP:0011645
UMLS:C4476552	Dilatation of mesenteric artery	Human Phenotype Ontology	HP:0011934
UMLS:C4476553	Atrial septal dilatation	Human Phenotype Ontology	HP:0011995
UMLS:C4476554	Carotid artery dilatation	Human Phenotype Ontology	HP:0012163
UMLS:C4476555	Glomerular C3 deposition	Human Phenotype Ontology	HP:0012576
UMLS:C4476558	Hypothalamic gliosis	Human Phenotype Ontology	HP:0025037
UMLS:C4476559	Basal ganglia edema	Human Phenotype Ontology	HP:0025039
UMLS:C4476560	Thalamic edema	Human Phenotype Ontology	HP:0025040
UMLS:C4476561	Thalamic calcification	Human Phenotype Ontology	HP:0025041
UMLS:C4476562	Abnormality of mesenteric lymph nodes	Human Phenotype Ontology	HP:0025042
UMLS:C4476563	Enlarged mesenteric lymph node	Human Phenotype Ontology	HP:0025043
UMLS:C4476564	Abnormal brain lactate level by MRS	Human Phenotype Ontology	HP:0025045
UMLS:C4476565	Reduced brain lactate level by MRS	Human Phenotype Ontology	HP:0025046
UMLS:C4476566	Abnormal brain choline level by MRS	Human Phenotype Ontology	HP:0025047
UMLS:C4476567	Reduced brain choline level by MRS	Human Phenotype Ontology	HP:0025048
UMLS:C4476568	Abnormal brain creatine level by MRS	Human Phenotype Ontology	HP:0025049
UMLS:C4476569	Elevated brain creatine level by MRS	Human Phenotype Ontology	HP:0025050
UMLS:C4476570	Reduced brain creatine level by MRS	Human Phenotype Ontology	HP:0025051
UMLS:C4476571	Abnormal brain N-acetyl aspartate level by MRS	Human Phenotype Ontology	HP:0025052
UMLS:C4476572	Elevated brain N-acetyl aspartate level by MRS	Human Phenotype Ontology	HP:0025053
UMLS:C4476573	Abnormality of olfactory lobe morphology	Human Phenotype Ontology	HP:0025057
UMLS:C4476574	Hypothalamic atrophy	Human Phenotype Ontology	HP:0025058
UMLS:C4476575	Multifocal splenic abscess	Human Phenotype Ontology	HP:0025060
UMLS:C4476576	Unifocal splenic abscess	Human Phenotype Ontology	HP:0025061
UMLS:C4476577	Incomitant strabismus	Human Phenotype Ontology	HP:0025068
UMLS:C4476578	U wave inversion	Human Phenotype Ontology	HP:0025071
UMLS:C4476579	Exercise-induced U wave inversion	Human Phenotype Ontology	HP:0025073
UMLS:C4476580	Abnormal QRS complex	Human Phenotype Ontology	HP:0025074
UMLS:C4476581	Abnormal QRS voltage	Human Phenotype Ontology	HP:0025076
UMLS:C4476582	Abnormal cutaneous elastic fiber morphology	Human Phenotype Ontology	HP:0025082
UMLS:C4476583	Bloody mucoid diarrhea	Human Phenotype Ontology	HP:0025086
UMLS:C4476584	Delayed recoil upon stretching of skin	Human Phenotype Ontology	HP:0025087
UMLS:C4476585	Abnormal large intestinal mucosa morphology	Human Phenotype Ontology	HP:0025090
UMLS:C4476586	Peripapillary exudate	Human Phenotype Ontology	HP:0025093
UMLS:C4476587	Disciform macular scar	Human Phenotype Ontology	HP:0025094
UMLS:C4476588	Dysgenesis of the hypothalamus	Human Phenotype Ontology	HP:0025098
UMLS:C4476589	Dysgenesis of the thalamus	Human Phenotype Ontology	HP:0025099
UMLS:C4476590	Abnormal hippocampus morphology	Human Phenotype Ontology	HP:0025100
UMLS:C4476591	Dysgenesis of the hippocampus	Human Phenotype Ontology	HP:0025101
UMLS:C4476592	Dysgenesis of the basal ganglia	Human Phenotype Ontology	HP:0025102
UMLS:C4476593	Umbilicated nodule	Human Phenotype Ontology	HP:0025103
UMLS:C4476594	Nevus roseus	Human Phenotype Ontology	HP:0025106
UMLS:C4476595	Reduced red cell pyruvate kinase level	Human Phenotype Ontology	HP:0025109
UMLS:C4476596	Placoid macular lesion	Human Phenotype Ontology	HP:0025110
UMLS:C4476597	Rete ridge flattening	Human Phenotype Ontology	HP:0025117
UMLS:C4476598	Violet lip discoloration	Human Phenotype Ontology	HP:0025119
UMLS:C4476599	Sawtooth acanthosis	Human Phenotype Ontology	HP:0025122
UMLS:C4476600	White streaks/specks on enamel.	Human Phenotype Ontology	HP:0025123
UMLS:C4476601	White lesion of the oral mucosa	Human Phenotype Ontology	HP:0025125
UMLS:C4476602	Reduced intraabdominal adipose tissue	Human Phenotype Ontology	HP:0025128
UMLS:C4476603	Abnormal small intestinal mucosa morphology	Human Phenotype Ontology	HP:0025129
UMLS:C4476604	Decreased small intestinal mucosa lactase level	Human Phenotype Ontology	HP:0025130
UMLS:C4476605	Abnormal circulating estrogen level	Human Phenotype Ontology	HP:0025132
UMLS:C4476606	Abnormal serum estriol	Human Phenotype Ontology	HP:0025135
UMLS:C4476607	Increased serum estriol	Human Phenotype Ontology	HP:0025136
UMLS:C4476608	Decreased serum estriol	Human Phenotype Ontology	HP:0025137
UMLS:C4476609	Abnormal serum estrone	Human Phenotype Ontology	HP:0025138
UMLS:C4476610	Increased serum estrone	Human Phenotype Ontology	HP:0025139
UMLS:C4476611	Decreased serum estrone	Human Phenotype Ontology	HP:0025140
UMLS:C4476612	Gingival calcification	Human Phenotype Ontology	HP:0025141
UMLS:C4476613	Foveal degeneration	Human Phenotype Ontology	HP:0025146
UMLS:C4476614	Beaten bronze macular sheen	Human Phenotype Ontology	HP:0025147
UMLS:C4476615	Dark choroid	Human Phenotype Ontology	HP:0025148
UMLS:C4476616	Atrophic muscularis propria	Human Phenotype Ontology	HP:0025149
UMLS:C4476619	Poor visual behavior for age	Human Phenotype Ontology	HP:0025152
UMLS:C4476620	Portosystemic collateral veins	Human Phenotype Ontology	HP:0025154
UMLS:C4476621	Abnormality of hepatobiliary system physiology	Human Phenotype Ontology	HP:0025155
UMLS:C4476622	Dependency on intravenous nutrition	Human Phenotype Ontology	HP:0025156
UMLS:C4476623	Hyperautofluorescent retinal lesion	Human Phenotype Ontology	HP:0025158
UMLS:C4476624	Hypoautofluorescent retinal lesion	Human Phenotype Ontology	HP:0025159
UMLS:C4476625	Abnormal temper tantrums	Human Phenotype Ontology	HP:0025160
UMLS:C4476626	Frequent temper tantrums	Human Phenotype Ontology	HP:0025161
UMLS:C4476627	Severe temper tantrums	Human Phenotype Ontology	HP:0025162
UMLS:C4476628	Abnormality of optic chiasm morphology	Human Phenotype Ontology	HP:0025163
UMLS:C4476629	Increased number of elastic fibers in the dermis	Human Phenotype Ontology	HP:0025164
UMLS:C4476630	Clumping of elastic fibers in the dermis	Human Phenotype Ontology	HP:0025165
UMLS:C4476631	Thickened elastic fibers in the dermis	Human Phenotype Ontology	HP:0025166
UMLS:C4476632	Fragmented elastic fibers in the dermis	Human Phenotype Ontology	HP:0025167
UMLS:C4476633	Smooth septal thickening on pulmonary HRCT	Human Phenotype Ontology	HP:0025172
UMLS:C4476634	Nodular septal thickening on pulmonary HRCT	Human Phenotype Ontology	HP:0025173
UMLS:C4476635	Irregular septal thickening on pulmonary HRCT	Human Phenotype Ontology	HP:0025174
UMLS:C4476636	Intralobular interstitial thickening	Human Phenotype Ontology	HP:0025176
UMLS:C4476637	Peribronchovascular interstitial thickening	Human Phenotype Ontology	HP:0025177
UMLS:C4476638	Subpleural interstitial thickening	Human Phenotype Ontology	HP:0025178
UMLS:C4476640	Centrilobular ground-glass opacification on pulmonary HRCT	Human Phenotype Ontology	HP:0025180
UMLS:C4476641	Abdominal aseptic abscess	Human Phenotype Ontology	HP:0025181
UMLS:C4476642	Localized area of pendulous skin	Human Phenotype Ontology	HP:0025182
UMLS:C4476643	Bilateral tonic-clonic seizure with generalized onset	Human Phenotype Ontology	HP:0025190
UMLS:C4476645	Subtentorial periventricular white matter hyperdensity	Human Phenotype Ontology	HP:0025192
UMLS:C4476646	Central diaphragmatic hernia	Human Phenotype Ontology	HP:0025195
UMLS:C4476647	Inflammatory cap polyp	Human Phenotype Ontology	HP:0025198
UMLS:C4476648	Muscle fiber actin filament accumulation	Human Phenotype Ontology	HP:0025200
UMLS:C4476649	Abnormal circulating apolipoprotein concentration	Human Phenotype Ontology	HP:0025201
UMLS:C4476650	Elevated circulating apolipoprotein A-IV concentration	Human Phenotype Ontology	HP:0025202
UMLS:C4476651	Triggered by breast feeding	Human Phenotype Ontology	HP:0025205
UMLS:C4476652	Triggered by cold	Human Phenotype Ontology	HP:0025206
UMLS:C4476653	Triggered by dehydration	Human Phenotype Ontology	HP:0025207
UMLS:C4476654	Triggered by carbohydrate ingestion	Human Phenotype Ontology	HP:0025208
UMLS:C4476655	Triggered by fructose ingestion	Human Phenotype Ontology	HP:0025209
UMLS:C4476656	Triggered by glucose ingestion	Human Phenotype Ontology	HP:0025210
UMLS:C4476657	Triggered by ethanol ingestion	Human Phenotype Ontology	HP:0025211
UMLS:C4476659	Triggered by fasting	Human Phenotype Ontology	HP:0025212
UMLS:C4476660	Triggered by galactose ingestion	Human Phenotype Ontology	HP:0025213
UMLS:C4476661	Triggered by heat	Human Phenotype Ontology	HP:0025214
UMLS:C4476662	Triggered by febrile illness	Human Phenotype Ontology	HP:0025215
UMLS:C4476663	Triggered by heavy meal	Human Phenotype Ontology	HP:0025216
UMLS:C4476664	Triggered by high-fat diet	Human Phenotype Ontology	HP:0025217
