DiseaseID	GeneID  AssociatedGenes	RelatedGenes	ConceptID	DiseaseName	SourceName	DiseaseMIM	LastUpdated
MONDO:0032888	DHX37		C5231481	Neurodevelopmental disorder with brain anomalies and with or without vertebral or cardiac anomalies	MONDO	618731.0	Jan 22 2021
MONDO:0032889	CSNK2B		C5231482	Poirier-Bienvenu neurodevelopmental syndrome	MONDO	618732.0	Jan 22 2021
MONDO:0032890	DHX16		C5231483	Neuromuscular disease and ocular or auditory anomalies with or without seizures	MONDO	618733.0	Jan 22 2021
MONDO:0032891	THSD1		C5231484	Aneurysm, intracranial berry, 12	MONDO	618734.0	Jan 22 2021
MONDO:0032892	ZIC1		C5231485	Structural brain anomalies with impaired intellectual development and craniosynostosis	MONDO	618736.0	Jan 22 2021
MONDO:0032893	TUBGCP2		C5231486	Pachygyria, microcephaly, developmental delay, and dysmorphic facies, with or without seizures	MONDO	618737.0	Jan 22 2021
MONDO:0032894	TRAPPC4		C5394027	Neurodevelopmental disorder with epilepsy, spasticity, and brain atrophy	MONDO	618741.0	Jan 22 2021
MONDO:0032895	UGP2		C5231487	Developmental and epileptic encephalopathy, 83	MONDO	618744.0	Jan 22 2021
MONDO:0032896	TTC29		C5231488	Spermatogenic failure 42	MONDO	618745.0	Jan 22 2021
MONDO:0032897	CDK8		C5231489	Intellectual developmental disorder with hypotonia and behavioral abnormalities	MONDO	618748.0	Jan 22 2021
MONDO:0032898	SPEF2		C5231490	Spermatogenic failure 43	MONDO	618751.0	Jan 22 2021
MONDO:0032899	SRP54		C5203411	Neutropenia, severe congenital, 8, autosomal dominant	MONDO	618752.0	Jan 22 2021
MONDO:0032900	VAMP2		C5231491	Neurodevelopmental disorder with hypotonia and autistic features with or without hyperkinetic movements	MONDO	618760.0	Jan 22 2021
MONDO:0032901	RIC1		C5231492	Catifa syndrome	MONDO	618761.0	Jan 22 2021
MONDO:0032902	FAM149B1		C5231493	Joubert syndrome 36	MONDO	618763.0	Jul  8 2020
MONDO:0032903	SCYL2		C5231494	Arthrogryposis multiplex congenita 4, neurogenic, with agenesis of the corpus callosum	MONDO	618766.0	Jan 22 2021
MONDO:0032904	KRT3		C5231495	Corneal dystrophy, Meesmann, 2	MONDO	618767.0	Apr 19 2022
MONDO:0032905	SELENOI		C5394033	Spastic paraplegia 81, autosomal recessive	MONDO	618768.0	Jan 22 2021
MONDO:0032906	PCYT2		C5394037	Spastic paraplegia 82, autosomal recessive	MONDO	618770.0	Jan 22 2021
MONDO:0032907	CALCRL		C5231496	Lymphatic malformation 8	MONDO	618773.0	Jan 22 2021
MONDO:0032908	MN1		C5394044	CEBALID syndrome	MONDO	618774.0	Oct 14 2020
MONDO:0032909	UQCRFS1		C5394051	Mitochondrial complex 3 deficiency, nuclear type 10	MONDO	618775.0	May 27 2020
MONDO:0032910	NDUFAF8		C5394053	Mitochondrial complex 1 deficiency, nuclear type 34	MONDO	618776.0	May 27 2020
MONDO:0032911	TRRAP		C5394059	Hearing loss, autosomal dominant 75	MONDO	618778.0	Jan  1 2022
MONDO:0032912	SMARCD1		C5241442	Coffin-Siris syndrome 11	MONDO	618779.0	Jan 22 2021
MONDO:0032913	FLT4		C5394062	Congenital heart defects, multiple types, 7	MONDO	618780.0	Jan 22 2021
MONDO:0032914	NEK10		C5394063	Ciliary dyskinesia, primary, 44	MONDO	618781.0	Jan 22 2021
MONDO:0032915	CALM3		C5394068	Long QT syndrome 16	MONDO	618782.0	Jan 22 2021
MONDO:0032916	SUZ12		C5394073	Imagawa-Matsumoto syndrome	MONDO	618786.0	Jan 22 2021
MONDO:0032917	PLS1		C5394080	Hearing loss, autosomal dominant 76	MONDO	618787.0	Jan  1 2022
MONDO:0032918	UGDH		C5394081	Developmental and epileptic encephalopathy, 84	MONDO	618792.0	Jan 22 2021
MONDO:0032919	DLG4		C5394083	Intellectual developmental disorder 62	MONDO	618793.0	Jan 22 2021
MONDO:0032920	LACC1		CN263340	Juvenile arthritis due to defect in LACC1	MONDO	618795.0	May 27 2020
MONDO:0032921	RALGAPA1		C5394091	Neurodevelopmental disorder with hypotonia, neonatal respiratory insufficiency, and thermodysregulation	MONDO	618797.0	Jan 22 2021
MONDO:0032922	TET3		C5394097	Beck-Fahrner syndrome	MONDO	618798.0	Jan 22 2021
MONDO:0032923	THG1L		C5394101	Spinocerebellar ataxia, autosomal recessive 28	MONDO	618800.0	Jan 22 2021
MONDO:0032924	TTC12		C5394104	Ciliary dyskinesia, primary, 45	MONDO	618801.0	Jan 22 2021
MONDO:0032925	NLRP1		C5394112	Respiratory papillomatosis, juvenile recurrent, congenital	MONDO	618803.0	Jan 22 2021
MONDO:0032926	NUP188		C5394118	Sandestig-stefanova syndrome	MONDO	618804.0	Jan 22 2021
MONDO:0032927	TKFC		C5394125	Triokinase and FMN cyclase deficiency syndrome	MONDO	618805.0	Jan 22 2021
MONDO:0032928	FOXN1		C5394133	T-cell lymphopenia, infantile, with or without nail dystrophy, autosomal dominant	MONDO	618806.0	Jan 22 2021
MONDO:0032930	ABCA2		C5394135	Intellectual developmental disorder with poor growth and with or without seizures or ataxia	MONDO	618808.0	Jan 22 2021
MONDO:0032931	ATAD3A		C5394137	Pontocerebellar hypoplasia, hypotonia, and respiratory insufficiency syndrome, neonatal lethal	MONDO	618810.0	Jan 22 2021
MONDO:0032932	SLC25A21		C5394140	Mitochondrial DNA depletion syndrome 18	MONDO	618811.0	Jan 22 2021
MONDO:0032934	PPP1R12A		C5394158	Genitourinary and/or brain malformation syndrome	MONDO	618820.0	Jan 22 2021
MONDO:0032935	PKDCC		C5394173	Rhizomelic limb shortening with dysmorphic features	MONDO	618821.0	Jan 22 2021
MONDO:0032936	FXR1		C5394189	Myopathy, congenital, with respiratory insufficiency and bone fractures	MONDO	618822.0	Jan 22 2021
MONDO:0032937	FXR1		C5394193	Myopathy, congenital proximal, with minicore lesions	MONDO	618823.0	Jan 22 2021
MONDO:0032938	JAM2		C5394199	Basal ganglia calcification, idiopathic, 8, autosomal recessive	MONDO	618824.0	Jan 22 2021
MONDO:0032939	TRIO		C5394205	Intellectual developmental disorder, autosomal dominant 63, with macrocephaly	MONDO	618825.0	Jan 22 2021
MONDO:0032940	RP1L1		C5394208	Retinitis pigmentosa 88	MONDO	618826.0	Jan 22 2021
MONDO:0032941	CPSF1		C5394215	Myopia 27	MONDO	618827.0	Jan 22 2021
MONDO:0032942	SPOP		C5394218	Neurodevelopmental disorder with microcephaly and dysmorphic facies	MONDO	618828.0	May 28 2020
MONDO:0032943	SPOP		C5394221	Neurodevelopmental disorder with relative macrocephaly and with or without cardiac or endocrine anomalies	MONDO	618829.0	May 28 2020
MONDO:0033004	PKHD1		CN293399	Polycystic kidney disease 4	MONDO	263200.0	Oct 26 2020
MONDO:0033005	WDR73		C4551772	Galloway-Mowat syndrome 1	MONDO	251300.0	Jul 24 2018
MONDO:0033006	LAGE3		C4538784	Galloway-Mowat syndrome 2, X-linked	MONDO	301006.0	Jan 22 2021
MONDO:0033007	OSGEP		C4540266	Galloway-Mowat syndrome 3	MONDO	617729.0	Jan 22 2021
MONDO:0033008	TP53RK		C4540270	Galloway-Mowat syndrome 4	MONDO	617730.0	Jan 22 2021
MONDO:0033009	TPRKB		C4540274	Galloway-Mowat syndrome 5	MONDO	617731.0	Jan 22 2021
MONDO:0033010	GJB3		C4551486	Erythrokeratodermia variabilis et progressiva 1	MONDO	133200.0	Jan 14 2020
MONDO:0033012	GJB4		C4479618	Erythrokeratodermia variabilis et progressiva 2	MONDO	617524.0	Jun 20 2017
MONDO:0033013	GJA1		C4479619	Erythrokeratodermia variabilis et progressiva 3	MONDO	617525.0	Jun 20 2017
MONDO:0033014	KDSR		C4479620	Erythrokeratodermia variabilis et progressiva 4	MONDO	617526.0	Jun 20 2017
MONDO:0033015	KRT83		C4540331	Erythrokeratodermia variabilis et progressiva 5	MONDO	617756.0	Jan 22 2021
MONDO:0033043	NKX6-2		C4479653	Spastic ataxia 8, autosomal recessive, with hypomyelinating leukodystrophy	MONDO	617560.0	Jan 22 2021
MONDO:0033044	TMEM107		C4539714	Meckel syndrome 13	MONDO	617562.0	Aug 29 2017
MONDO:0033045	TMEM107		C4539729	Orofaciodigital syndrome 16	MONDO	617563.0	Apr 17 2020
MONDO:0033046	MCM5		C4479655	Meier-Gorlin syndrome 8	MONDO	617564.0	Jan 22 2021
MONDO:0033047	ERAL1		C4479656	Perrault syndrome 6	MONDO	617565.0	Apr  6 2018
MONDO:0033091	SULT2B1		C4539754	Ichthyosis, congenital, autosomal recessive 14	MONDO	617571.0	Jan 22 2021
MONDO:0033092	SDR9C7		C4539772	Ichthyosis, congenital, autosomal recessive 13	MONDO	617574.0	Jan 22 2021
MONDO:0033115	ATG5		C4539808	Spinocerebellar ataxia, autosomal recessive 25	MONDO	617584.0	Jan 22 2021
MONDO:0033116	XRCC1		C4539948	Spinocerebellar ataxia, autosomal recessive 26	MONDO	617633.0	Jan 22 2021
MONDO:0033123	CTNNB1		C4539767	Exudative vitreoretinopathy 7	MONDO	617572.0	Jan 22 2021
MONDO:0033135	PMP2		C4748940	Charcot-Marie-Tooth disease, demyelinating, type 1G	MONDO	618279.0	Apr  8 2021
MONDO:0033198	EPS8L2		C4539954	Hearing loss, autosomal recessive 106	MONDO	617637.0	Jan  1 2022
MONDO:0033199	WBP2		C4539964	Hearing loss, autosomal recessive 107	MONDO	617639.0	Jan  1 2022
MONDO:0033200	ROR1		C4539997	Hearing loss, autosomal recessive 108	MONDO	617654.0	Jan  1 2022
MONDO:0033201	PDZD7		C4693893	Hearing loss, autosomal recessive 57	MONDO	618003.0	Jan  1 2022
MONDO:0033202	ESRP1		C4693935	Hearing loss, autosomal recessive 109	MONDO	618013.0	Jan  1 2022
MONDO:0033203	SGPL1		C4540559	Nephrotic syndrome 14	MONDO	617575.0	Apr 19 2022
MONDO:0033204	DNAH1		C4539798	Ciliary dyskinesia, primary, 37	MONDO	617577.0	Aug 28 2018
MONDO:0033258	DMXL2		C4539881	Hearing loss, autosomal dominant 71	MONDO	617605.0	Jan  1 2022
MONDO:0033259	SLC44A4		C4539886	Hearing loss, autosomal dominant 72	MONDO	617606.0	Jan  1 2022
MONDO:0033260	PTPRQ		C4540024	Hearing loss, autosomal dominant 73	MONDO	617663.0	Jan  1 2022
MONDO:0033261	NLRP3		C4521680	Hearing loss, autosomal dominant 34, with or without inflammation	MONDO	617772.0	Jan  1 2022
MONDO:0033262	MAGI2		C4539896	Nephrotic syndrome 15	MONDO	617609.0	Apr 19 2022
MONDO:0033280	KANK2		C4540453	Nephrotic syndrome 16	MONDO	617783.0	Apr 19 2022
MONDO:0033281	DZIP1L		C4539903	Polycystic kidney disease 5	MONDO	617610.0	Jan 22 2021
MONDO:0033282	ISCA1		C4539919	Multiple mitochondrial dysfunctions syndrome 5	MONDO	617613.0	Jan 22 2021
MONDO:0033304		TBL1Y	CN262180	Nonsyndromic deafness, Y-linked	MONDO		19 Apr 2022
MONDO:0033308	ARMC9		C4539937	Joubert syndrome 30	MONDO	617622.0	Jan 22 2021
MONDO:0033309	SUFU		C4540342	Joubert syndrome 32	MONDO	617757.0	Jan 22 2021
MONDO:0033310	CEP120		C4540355	Joubert syndrome 31	MONDO	617761.0	Jan 22 2021
MONDO:0033311	PIBF1		C4540389	Joubert syndrome 33	MONDO	617767.0	Jan 22 2021
MONDO:0033312	RBM12		C4539944	Schizophrenia 19	MONDO	617629.0	Nov 14 2018
MONDO:0033361	SCN1B		C4479236	Developmental and epileptic encephalopathy, 52	MONDO	617350.0	Apr 19 2022
MONDO:0033362	SYNJ1		C4479313	Developmental and epileptic encephalopathy, 53	MONDO	617389.0	Apr 19 2022
MONDO:0033363	HNRNPU		C4479319	Developmental and epileptic encephalopathy, 54	MONDO	617391.0	Apr 19 2022
MONDO:0033364	PIGP		C4539843	Developmental and epileptic encephalopathy, 55	MONDO	617599.0	Apr 19 2022
MONDO:0033365	YWHAG		C4540034	Developmental and epileptic encephalopathy, 56	MONDO	617665.0	Jan 22 2021
MONDO:0033366	KCNT2		C4540411	Developmental and epileptic encephalopathy, 57	MONDO	617771.0	Jan 22 2021
MONDO:0033367	NTRK2		C4693367	Developmental and epileptic encephalopathy, 58	MONDO	617830.0	Jan 22 2021
MONDO:0033368	GABBR2		C4693550	Developmental and epileptic encephalopathy, 59	MONDO	617904.0	Apr 19 2022
MONDO:0033369	CNPY3		C4693663	Developmental and epileptic encephalopathy, 60	MONDO	617929.0	Jan 22 2021
MONDO:0033370	ADAM22		C4693688	Developmental and epileptic encephalopathy, 61	MONDO	617933.0	Apr 19 2022
MONDO:0033371	SCN3A		C4693699	Developmental and epileptic encephalopathy, 62	MONDO	617938.0	Apr 19 2022
MONDO:0033372	CPLX1		C4693810	Developmental and epileptic encephalopathy, 63	MONDO	617976.0	Jan 22 2021
MONDO:0033373	RHOBTB2		C4693899	Developmental and epileptic encephalopathy, 64	MONDO	618004.0	Jan 22 2021
MONDO:0033374	CYFIP2		C4693925	Developmental and epileptic encephalopathy, 65	MONDO	618008.0	Jan 22 2021
MONDO:0033375	INTU		C4693640	Orofaciodigital syndrome 17	MONDO	617926.0	Apr 17 2020
MONDO:0033479	GRM1		C4521563	Spinocerebellar ataxia 44	MONDO	617691.0	Jan 22 2021
MONDO:0033480	FAT2		C4540400	Spinocerebellar ataxia 45	MONDO	617769.0	Jan 22 2021
MONDO:0033481	PLD3		C4540404	Spinocerebellar ataxia 46	MONDO	617770.0	Jan 22 2021
MONDO:0033482	PUM1		C4693672	Spinocerebellar ataxia 47	MONDO	617931.0	Jan 22 2021
MONDO:0033483	EPO		C4693552	Erythrocytosis, familial, 5	MONDO	617907.0	Jan 22 2021
MONDO:0033485	IFT81		C4693524	Short-rib thoracic dysplasia 19 with or without polydactyly	MONDO	617895.0	Jan 22 2021
MONDO:0033486	UFM1		C4693535	Leukodystrophy, hypomyelinating, 14	MONDO	617899.0	Jan 22 2021
MONDO:0033492	ARID2		C4540499	Coffin-Siris syndrome 6	MONDO	617808.0	Jan 22 2021
MONDO:0033493	REST		C4539942	Fibromatosis, gingival, 5	MONDO	617626.0	Jan 22 2021
MONDO:0033532	TASP1		C5436458	Suleiman-El-Hattab syndrome	MONDO	618950.0	Jan 22 2021
MONDO:0033533	MRPL12		C5436461	Combined oxidative phosphorylation deficiency 45	MONDO	618951.0	Jan 22 2021
MONDO:0033534	MRPS23		C5436466	Combined oxidative phosphorylation deficiency 46	MONDO	618952.0	Jan 22 2021
MONDO:0033537	MRPS28		C5436476	Combined oxidative phosphorylation deficiency 47	MONDO	618958.0	Jan 22 2021
MONDO:0033541	IFNG		C5436498	Immunodeficiency 69	MONDO	618963.0	Jan 22 2021
MONDO:0033542	IVNS1ABP		C5436501	Immunodeficiency 70	MONDO	618969.0	Jan 22 2021
MONDO:0033543	RIMS2		C5436505	Cone-rod synaptic disorder syndrome, congenital nonprogressive	MONDO	618970.0	Jan 22 2021
MONDO:0033544	SOX6		C5436509	Tolchin-Le Caignec syndrome	MONDO	618971.0	Jan 22 2021
MONDO:0033545	SLC25A10		C5436514	Mitochondrial DNA depletion syndrome 19	MONDO	618972.0	Jan 22 2021
MONDO:0033546	SLC5A6		C5436520	Neurodegeneration, infantile-onset, biotin-responsive	MONDO	618973.0	Jan 22 2021
MONDO:0033547	KAT8		C5436525	Li-Ghorbani-Weisz-Hubshman syndrome	MONDO	618974.0	Jan 22 2021
MONDO:0033548	MYOD1		C5436530	Myopathy, congenital, with diaphragmatic defects, respiratory insufficiency, and dysmorphic facies	MONDO	618975.0	Jan 22 2021
MONDO:0033549	AFG3L2		C5436534	Optic atrophy 12	MONDO	618977.0	Jan 22 2021
MONDO:0033551	NCKAP1L		C5436540	Immunodeficiency 72 with autoinflammation	MONDO	618982.0	Jan 22 2021
MONDO:0033552	FUT3		C0023595	Blood group, lewis system	MONDO	618983.0	Jan 22 2021
MONDO:0033554	RAC2		C5436549	Immunodeficiency 73b with defective neutrophil chemotaxis and lymphopenia	MONDO	618986.0	Jan 22 2021
MONDO:0033555	RAC2		C5436550	Immunodeficiency 73c with defective neutrophil chemotaxis and hypogammaglobulinemia	MONDO	618987.0	Jan 22 2021
MONDO:0033556	DPM3		C5436552	Muscular dystrophy-dystroglycanopathy (congenital with impaired intellectual development), type b, 15	MONDO	618992.0	Jan 22 2021
MONDO:0033557	RC3H1		C5436563	Hemophagocytic lymphohistiocytosis, familial, 6	MONDO	618998.0	Jan 22 2021
MONDO:0033558	JAK1		C5436572	Autoinflammation, immune dysregulation, and eosinophilia	MONDO	618999.0	Jan 22 2021
MONDO:0033559	SETD1B		C5436574	Intellectual developmental disorder with seizures and language delay	MONDO	619000.0	Jan 22 2021
MONDO:0033560	NDUFB10		C5436576	Mitochondrial complex 1 deficiency, nuclear type 35	MONDO	619003.0	Jan 15 2021
MONDO:0033561	MADD		C5436579	Deeah syndrome	MONDO	619004.0	Jan 22 2021
MONDO:0033562	MADD		C5436585	Neurodevelopmental disorder with dysmorphic facies, impaired speech, and hypotonia	MONDO	619005.0	Jan 22 2021
MONDO:0033563	IDH3A		C5436588	Retinitis pigmentosa 90	MONDO	619007.0	Jan 22 2021
MONDO:0033564	BTG4		C5436597	Oocyte maturation defect 8	MONDO	619009.0	Jan 22 2021
MONDO:0033565	TRIP13		C5436599	Oocyte maturation defect 9	MONDO	619011.0	Jan 22 2021
MONDO:0033566	NSUN3		C5436602	Combined oxidative phosphorylation deficiency 48	MONDO	619012.0	Jan 22 2021
MONDO:0033569	MIEF2		C5436616	Combined oxidative phosphorylation deficiency 49	MONDO	619024.0	Jan 22 2021
MONDO:0033570	MRPS25		C5436623	Combined oxidative phosphorylation deficiency 50	MONDO	619025.0	Jan 22 2021
MONDO:0033572	ALG14		C5436646	Intellectual developmental disorder with epilepsy, behavioral abnormalities, and coarse facies	MONDO	619031.0	Jan 22 2021
MONDO:0033613	HPDL		C5436628	Neurodevelopmental disorder with progressive spasticity and brain white matter abnormalities	MONDO	619026.0	Jan 22 2021
MONDO:0033614	HPDL		C5436637	Spastic paraplegia 83, autosomal recessive	MONDO	619027.0	Jan 22 2021
MONDO:0033615	COQ5		C5436638	Coenzyme q10 deficiency, primary, 9	MONDO	619028.0	Jan 22 2021
MONDO:0033618	CNOT1		C5436647	Vissers-Bodmer syndrome	MONDO	619033.0	Jan 22 2021
MONDO:0033619	ALG14		C5436652	Myopathy, epilepsy, and progressive cerebral atrophy	MONDO	619036.0	Jan 22 2021
MONDO:0033620	SVIL		C5436656	Myofibrillar myopathy 10	MONDO	619040.0	Jan 22 2021
MONDO:0033621	GARS1		C5436669	Spinal muscular atrophy, infantile, James type	MONDO	619042.0	Jan 22 2021
MONDO:0033622	CEP112		C5436678	Spermatogenic failure 44	MONDO	619044.0	Jan 22 2021
MONDO:0033630	SETD1A		C5436699	Neurodevelopmental disorder with speech impairment and dysmorphic facies	MONDO	619056.0	Jan 22 2021
MONDO:0033631	PTCD3		C5436703	Combined oxidative phosphorylation deficiency 51	MONDO	619057.0	Jan 22 2021
MONDO:0033635	COX10		C5436682	Mitochondrial complex 4 deficiency, nuclear type 3	MONDO	619046.0	Jan 15 2021
MONDO:0033636	SCO1		C5436683	Mitochondrial complex 4 deficiency, nuclear type 4	MONDO	619048.0	Jan 15 2021
MONDO:0033637	COX6B1		C5436685	Mitochondrial complex 4 deficiency, nuclear type 7	MONDO	619051.0	Jan 15 2021
MONDO:0033638	TACO1		C5436689	Mitochondrial complex 4 deficiency, nuclear type 8	MONDO	619052.0	Jan 15 2021
MONDO:0033639	COX14		C5436692	Mitochondrial complex 4 deficiency, nuclear type 10	MONDO	619053.0	Jan 15 2021
MONDO:0033640	CYP3A4		C5436733	Vitamin D-dependent rickets, type 3	MONDO	619073.0	Jan 22 2021
MONDO:0033641	LRRC32		C5436739	Cleft palate, proliferative retinopathy, and developmental delay	MONDO	619074.0	Jan 22 2021
MONDO:0033642	ODC1		C5436741	Neurodevelopmental disorder with alopecia and brain abnormalities	MONDO	619075.0	Jan 22 2021
MONDO:0033643	CARD8		C5436750	Inflammatory bowel disease 30	MONDO	619079.0	Jan 15 2021
MONDO:0033644	ARL2		C5436769	Microcornea, rod-cone dystrophy, cataract, and posterior staphyloma 1	MONDO	619082.0	Jan 22 2021
MONDO:0033645	COX20		C5436694	Mitochondrial complex 4 deficiency, nuclear type 11	MONDO	619054.0	Jan 15 2021
MONDO:0033646	PET100		C5436695	Mitochondrial complex 4 deficiency, nuclear type 12	MONDO	619055.0	Jan 15 2021
MONDO:0033649	COA3		C5436710	Mitochondrial complex 4 deficiency, nuclear type 14	MONDO	619058.0	Jan 15 2021
MONDO:0033650	COX8A		C5436712	Mitochondrial complex 4 deficiency, nuclear type 15	MONDO	619059.0	Jan 15 2021
MONDO:0033651	COX4I1		C5436714	Mitochondrial complex 4 deficiency, nuclear type 16	MONDO	619060.0	Jan 15 2021
MONDO:0033652	COA8		C5436718	Mitochondrial complex 4 deficiency, nuclear type 17	MONDO	619061.0	Jan 15 2021
MONDO:0033653	COX6A2		C5436720	Mitochondrial complex 4 deficiency, nuclear type 18	MONDO	619062.0	Jan 15 2021
MONDO:0033654	PET117		C5436723	Mitochondrial complex 4 deficiency, nuclear type 19	MONDO	619063.0	Jan 15 2021
MONDO:0033655	COX5A		C5436726	Mitochondrial complex 4 deficiency, nuclear type 20	MONDO	619064.0	Jan 15 2021
MONDO:0033656	NDUFA4		C5436727	Mitochondrial complex 4 deficiency, nuclear type 21	MONDO	619065.0	Jan 15 2021
MONDO:0033657	CNP		C5436730	Leukodystrophy, hypomyelinating, 20	MONDO	619071.0	Jan 22 2021
MONDO:0033658	EXOC7		C5436732	Neurodevelopmental disorder with seizures and brain atrophy	MONDO	619072.0	Jan 22 2021
MONDO:0033662	EXOC8		C5436747	Neurodevelopmental disorder with microcephaly, seizures, and brain atrophy	MONDO	619076.0	Jan 22 2021
MONDO:0033664	SLC12A2		C5436756	Kilquist syndrome	MONDO	619080.0	Nov 21 2020
MONDO:0033665	SLC12A2		C5436768	Hearing loss, autosomal dominant 78	MONDO	619081.0	Jan  1 2022
MONDO:0033667	SLC12A2		C5436771	Delpire-McNeill syndrome	MONDO	619083.0	Jan 22 2021
MONDO:0033668	SCD5		C5436772	Hearing loss, autosomal dominant 79	MONDO	619086.0	Jan  1 2022
MONDO:0033669	MAPK1		C5436773	Noonan syndrome 13	MONDO	619087.0	Jan 22 2021
MONDO:0033670	CLDN9		C5436789	Hearing loss, autosomal recessive 116	MONDO	619093.0	Jan  1 2022
MONDO:0033671	DNAH2		C5436791	Spermatogenic failure 45	MONDO	619094.0	Jan 22 2021
MONDO:0033673	DNAH8		C5436799	Spermatogenic failure 46	MONDO	619095.0	Jan 22 2021
MONDO:0033864	SYT1		C4748715	Infantile hypotonia-oculomotor anomalies-hyperkinetic movements-developmental delay syndrome	MONDO	618218.0	Apr 17 2020
MONDO:0034022	COL12A1		C4225313	Bethlem myopathy 2	MONDO	616471.0	Feb 16 2016
MONDO:0034054	CD70		C4748863	Severe combined immunodeficiency due to CD70 deficiency	MONDO	618261.0	Apr 17 2020
MONDO:0034106	RNF13		C5193065	Developmental and epileptic encephalopathy, 73	MONDO	618379.0	Jan 22 2021
MONDO:0034109	MYL1		C5193081	Congenital myopathy with reduced type 2 muscle fibers	MONDO	618414.0	Apr 17 2020
MONDO:0034121	NAXD		C5193026	NAD(P)HX dehydratase deficiency	MONDO	618321.0	Apr 19 2022
MONDO:0036482	IFT43		C4693443	Retinitis pigmentosa 81	MONDO	617871.0	Mar  8 2019
MONDO:0036483	IFT43		C4693420	Short-rib thoracic dysplasia 18 with polydactyly	MONDO	617866.0	Jan 22 2021
MONDO:0036484	NEFL		C4693509	Charcot-Marie-Tooth disease, dominant intermediate G	MONDO	617882.0	Jan 22 2021
MONDO:0037748		APOA2	C0020476	Hyperlipoproteinemia	MONDO		16 Feb 2016
MONDO:0040500	PIGC		C4540521	Glycosylphosphatidylinositol biosynthesis defect 16	MONDO	617816.0	Jan 22 2021
MONDO:0040501	COL1A2		CN293783	Ehlers-danlos syndrome, arthrochalasia type, 2	MONDO	617821.0	Jan 22 2021
MONDO:0040502	TXNRD2		C4540522	Glucocorticoid deficiency 5	MONDO	617825.0	Jan 22 2021
MONDO:0040503	CTNND1		C4540127	Blepharocheilodontic syndrome 2	MONDO	617681.0	Dec 28 2019
MONDO:0042490	ELANE		C1859966	Neutropenia, severe congenital, 1, autosomal dominant	MONDO	202700.0	Apr 19 2022
MONDO:0042977	CYLD		CN296585	Trichoepithelioma, multiple familial, 1	MONDO	601606.0	May  7 2021
MONDO:0042979	CACNA1S		C3714580	Hypokalemic periodic paralysis, type 1	MONDO	170400.0	Apr 19 2022
MONDO:0043364	EPX		C1850000	Eosinophil peroxidase deficiency	MONDO	261500.0	Apr 17 2016
MONDO:0044202		PRRT2	C1868682	Episodic kinesigenic dyskinesia	MONDO		04 Feb 2022
MONDO:0044204	DNAJC21		C4692625	Shwachman-Diamond syndrome 1	MONDO	260400.0	Feb  6 2020
MONDO:0044205	EFL1		C4693704	Shwachman-Diamond syndrome 2	MONDO	617941.0	Jan 22 2021
MONDO:0044206	COL11A2		C4520892	Otospondylomegaepiphyseal dysplasia, autosomal recessive	MONDO	215150.0	Jan 18 2020
MONDO:0044207	CEBPE		C4551556	Specific granule deficiency 1	MONDO	245480.0	Feb  2 2020
MONDO:0044208	SMARCD2		C4479548	Specific granule deficiency 2	MONDO	617475.0	Jun 20 2017
MONDO:0044299	PREPL		C4479088	Myasthenic syndrome, congenital, 22	MONDO	616224.0	Jun 20 2017
MONDO:0044300	MSH3		C4310719	Familial adenomatous polyposis 4	MONDO	617100.0	Jun 20 2017
MONDO:0044301	FOXE3		C4479235	Aortic aneurysm, familial thoracic 11, susceptibility to	MONDO	617349.0	Jun 20 2017
MONDO:0044302	CDK13		C4479246	Congenital heart defects, dysmorphic facial features, and intellectual developmental disorder	MONDO	617360.0	Jun 20 2017
MONDO:0044303	PRKD1		C4479250	Congenital heart defects and ectodermal dysplasia	MONDO	617364.0	Jun 20 2017
MONDO:0044304	DNAJC12		C4479270	Hyperphenylalaninemia due to DNAJC12 deficiency	MONDO	617384.0	Apr 19 2022
MONDO:0044305	KREMEN1		C4479322	Ectodermal dysplasia 13, hair/tooth type	MONDO	617392.0	Jun 20 2017
MONDO:0044306	NACC1		C4479333	Neurodevelopmental disorder with epilepsy, cataracts, feeding difficulties, and delayed brain myelination	MONDO	617393.0	Jun 20 2017
MONDO:0044308	CFAP418		C4319932	Bardet-biedl syndrome 21	MONDO	617406.0	Apr 19 2022
MONDO:0044309	RPL27		C4479424	Diamond-Blackfan anemia 16	MONDO	617408.0	Jun 20 2017
MONDO:0044310	RPS27		C4479428	Diamond-Blackfan anemia 17	MONDO	617409.0	Jun 20 2017
MONDO:0044311	RPS23		C4479431	Brachycephaly, trichomegaly, and developmental delay	MONDO	617412.0	Apr 19 2022
MONDO:0044312	EXTL3		C4479452	Immunoskeletal dysplasia with neurodevelopmental abnormalities	MONDO	617425.0	Jun 20 2017
MONDO:0044313	TAF13		C4479476	Intellectual disability, autosomal recessive 60	MONDO	617432.0	Mar 29 2022
MONDO:0044314	ARHGEF18		C4479481	Retinitis pigmentosa 78	MONDO	617433.0	Jun 20 2017
MONDO:0044315	SMAD6		C4479496	Craniosynostosis 7	MONDO	617439.0	Jun 20 2017
MONDO:0044316	MPIG6B		C4479504	Thrombocytopenia, anemia, and myelofibrosis	MONDO	617441.0	Jun 20 2017
MONDO:0044317	MSH5		C4479510	Premature ovarian failure 13	MONDO	617442.0	Jun 20 2017
MONDO:0044318	PPM1D		C4479517	Intellectual developmental disorder with gastrointestinal difficulties and high pain threshold	MONDO	617450.0	Jun 20 2017
