Previous ConceptID	Current ConceptID	Date Of Action
CN077690 	C3279722	05 Apr 2013
CN077689 	C3151088	05 Apr 2013
CN077688 	C3808414	05 Apr 2013
CN077687 	C3279875	05 Apr 2013
CN077682 	C0022645	05 Apr 2013
CN077677 	C3279800	05 Apr 2013
CN077669 	C2675436	05 Apr 2013
CN077665 	C3279791	05 Apr 2013
CN077664 	C3279792	05 Apr 2013
CN077659 	C3279716	05 Apr 2013
CN077655 	C3279843	05 Apr 2013
CN077649 	C3279664	05 Apr 2013
CN077634 	C3279748	05 Apr 2013
CN077628 	C3469542	05 Apr 2013
CN077626 	C3279807	05 Apr 2013
CN077623 	C4518839	05 Apr 2013
CN077621 	C3279905	05 Apr 2013
CN077611 	C1291620	05 Apr 2013
CN077609 	C3808397	05 Apr 2013
CN077604 	C3279757	05 Apr 2013
CN077599 	C3279695	05 Apr 2013
CN077596 	C3279693	05 Apr 2013
CN077592 	C3275438	05 Apr 2013
CN077587 	C3279774	05 Apr 2013
CN074287 	C1399354	05 Apr 2013
CN074259 	C5243475	05 Apr 2013
CN074201 	C3550661	05 Apr 2013
CN074127 	C2239351	05 Apr 2013
CN074082 	C3888212	05 Apr 2013
CN071106 	C3279786	05 Apr 2013
CN069958 	C3280690	05 Apr 2013
CN069957 	C2674723	05 Apr 2013
CN069270 	C3279902	05 Apr 2013
CN069230 	C3280479	05 Apr 2013
CN069000 	C3469527	05 Apr 2013
CN068976 	C3280094	05 Apr 2013
CN068975 	C3469526	05 Apr 2013
CN119491 	C3280660	05 Apr 2013
CN068893 	C2931875	05 Apr 2013
CN068851 	C3279660	05 Apr 2013
CN068829 	C3888001	05 Apr 2013
CN068794 	C3484357	05 Apr 2013
CN068647 	C3469521	05 Apr 2013
CN068646 	C3279756	05 Apr 2013
CN068618 	C3888004	05 Apr 2013
CN068617 	C3888007	05 Apr 2013
CN068553 	C3469528	05 Apr 2013
CN068499 	C3469529	05 Apr 2013
CN068492 	C3888026	05 Apr 2013
CN068375 	C3280096	05 Apr 2013
CN043295 	C3888310	05 Apr 2013
CN035735 	C3887996	05 Apr 2013
CN035734 	C3888208	05 Apr 2013
CN035727 	C4552078	05 Apr 2013
CN035688 	C2931743	05 Apr 2013
CN035683 	C3888011	05 Apr 2013
CN035670 	C1414017	05 Apr 2013
CN035669 	C1423873	05 Apr 2013
CN035640 	C3888209	05 Apr 2013
CN035531 	C2675071	05 Apr 2013
CN035509 	C3888123	05 Apr 2013
CN034906 	C3887743	05 Apr 2013
CN034711 	C1849169	05 Apr 2013
CN034556 	C3887964	05 Apr 2013
CN034538 	C1876163	05 Apr 2013
CN034533 	C1868425	05 Apr 2013
CN034407 	No longer reported	05 Apr 2013
CN034332 	C1833246	05 Apr 2013
CN034294 	C1855163	05 Apr 2013
CN034221 	C2700439	05 Apr 2013
CN034220 	C2700438	05 Apr 2013
CN034219 	C1970943	05 Apr 2013
CN034217 	C1852197	05 Apr 2013
CN034117 	C1839964	05 Apr 2013
CN033830 	C1833249	05 Apr 2013
CN033829 	C1851476	05 Apr 2013
CN033697 	C3888030	05 Apr 2013
CN033522 	C1858724	05 Apr 2013
CN033344 	C0076628	05 Apr 2013
CN033320 	C1861242	05 Apr 2013
CN033296 	C1848088	05 Apr 2013
CN033257 	C1861423	05 Apr 2013
CN033250 	C3489627	05 Apr 2013
CN033115 	C3887971	05 Apr 2013
CN033108 	C1842633	05 Apr 2013
CN033100 	C1876218	05 Apr 2013
CN033096 	C2674049	05 Apr 2013
CN033022 	C1846888	05 Apr 2013
CN032860 	C1867341	05 Apr 2013
CN032676 	C1861193	05 Apr 2013
CN032644 	C1861417	05 Apr 2013
CN032594 	C1420425	05 Apr 2013
CN032593 	C1866801	05 Apr 2013
CN032581 	C1868352	05 Apr 2013
CN032576 	C1849927	05 Apr 2013
CN032376 	No longer reported	05 Apr 2013
CN032336 	C3888028	05 Apr 2013
CN031895 	No longer reported	05 Apr 2013
CN031593 	C2700440	05 Apr 2013
CN031419 	C1970945	05 Apr 2013
CN031418 	C1970944	05 Apr 2013
CN031400 	C1186306	05 Apr 2013
CN031376 	C1839839	05 Apr 2013
CN031373 	C3888009	05 Apr 2013
CN031361 	C1855474	05 Apr 2013
CN031142 	C1855928	05 Apr 2013
CN031116 	C1415621	05 Apr 2013
CN031100 	C1844026	05 Apr 2013
CN031096 	C1853203	05 Apr 2013
CN031082 	No longer reported	05 Apr 2013
CN030933 	No longer reported	05 Apr 2013
CN030914 	No longer reported	05 Apr 2013
CN030842 	C1854633	05 Apr 2013
CN030836 	No longer reported	05 Apr 2013
CN030803 	C1848046	05 Apr 2013
CN030766 	No longer reported	05 Apr 2013
CN030682 	C1856672	05 Apr 2013
CN030676 	No longer reported	05 Apr 2013
CN030642 	C1853204	05 Apr 2013
CN030434 	C1840550	05 Apr 2013
CN030413 	No longer reported	05 Apr 2013
CN030406 	C1856900	05 Apr 2013
CN030278 	No longer reported	05 Apr 2013
CN030275 	C1857230	05 Apr 2013
CN030208 	C1838989	05 Apr 2013
CN030143 	C1850901	05 Apr 2013
CN030023 	C3888076	05 Apr 2013
CN029936 	C0270327	05 Apr 2013
CN029855 	C1861981	05 Apr 2013
CN029820 	C1862190	05 Apr 2013
CN029817 	C0024171	05 Apr 2013
CN029720 	C3887929	05 Apr 2013
CN029578 	C1858233	05 Apr 2013
CN029435 	C0340803	05 Apr 2013
CN029395 	C1862191	05 Apr 2013
CN029394 	C1862206	05 Apr 2013
CN029391 	C1862248	05 Apr 2013
CN029361 	C1412786	05 Apr 2013
CN029278 	C1862209	05 Apr 2013
CN029277 	C1862238	05 Apr 2013
CN029197 	C1834756	05 Apr 2013
CN029155 	C1862295	05 Apr 2013
CN029048 	C1862714	05 Apr 2013
CN029047 	C1834757	05 Apr 2013
CN028915 	No longer reported	05 Apr 2013
CN028865 	No longer reported	05 Apr 2013
CN028796 	C1863486	05 Apr 2013
CN118846	C1868599	07 Apr 2013
CN166793	C1832200	09 Apr 2013
CN035936 	C0265482	11 Apr 2013
C535487 	C2930916	11 Apr 2013
C1841414 	No longer reported	12 Apr 2013
C0795863 	C2931714	12 Apr 2013
C1413996 	C3887929	12 Apr 2013
CN117775 	CN168750	13 Apr 2013
CN165800	No longer reported	15 Apr 2013
CN165800	No longer reported	15 Apr 2013
C1428293 	C3469542	16 Apr 2013
C1708000 	C3469529	16 Apr 2013
C1539956 	C3888031	16 Apr 2013
C1414532 	C3469526	16 Apr 2013
C1423606 	C3888001	16 Apr 2013
C1538326 	C3888026	16 Apr 2013
C1420098 	C0022645	16 Apr 2013
C1824359 	C3836857	16 Apr 2013
C1424692 	C3888004	16 Apr 2013
C1826553 	C3888212	16 Apr 2013
C1826415 	C0024171	16 Apr 2013
C1412816 	C1291620	16 Apr 2013
C1425796 	C3888007	16 Apr 2013
C1427106 	C3469528	16 Apr 2013
C1456383 	C3900122	16 Apr 2013
C1537752 	C3888123	16 Apr 2013
C1333532 	C3469527	16 Apr 2013
C1418533 	C3694531	16 Apr 2013
CN168959 	C2746066	21 Apr 2013
CN165802	C0342191	29 Apr 2013
CN168985	C0236038	29 Apr 2013
CN16580 	C0342191	30 Apr 2013
CN168742	C0677776	01 May 2013
CN169300 	C0020725	02 May 2013
CN169297	C0015625	02 May 2013
CN169302	C0028326	02 May 2013
CN169268 	C0010674	03 May 2013
CN169369 	C3463897	04 May 2013
CN169368	C3280296	04 May 2013
CN169389	C4551955	08 May 2013
CN169388	C0238339	08 May 2013
CN169387	C0162565	08 May 2013
CN169386	C3553887	08 May 2013
CN117979	C0270962	08 May 2013
CN035440 	C3150701	09 May 2013
CN169384	C1854990	09 May 2013
CN169381	C0751122	09 May 2013
CN169382	C2748542	09 May 2013
CN004345 	C4025276	10 May 2013
CN169670	C3554610	17 May 2013
CN169668	C1336839	17 May 2013
CN169532	C0265339	17 May 2013
CN169531	C0175701	17 May 2013
CN169530	C0546264	17 May 2013
CN169522	C0270962	17 May 2013
CN169520	C5399763	17 May 2013
CN169517	C2713442	17 May 2013
CN169516	C1832942	17 May 2013
CN165607	C0268465	18 May 2013
CN165610	C0268467	18 May 2013
CN119493	C1858677	19 May 2013
CN169680 	C0796203	21 May 2013
CN169681	C2750732	22 May 2013
CN169682	C1969057	22 May 2013
CN169684 	No longer reported	23 May 2013
C2751780	C1858677	23 May 2013
CN169380	C1843852	27 May 2013
CN169874	C2931875	27 May 2013
CN169870	C0024748	27 May 2013
CN169868	C2677099	27 May 2013
C2931211	C1848634	27 May 2013
CN073791 	C0012236	27 May 2013
CN071819	C0012236	27 May 2013
CN169871	C2748910	28 May 2013
CN169873	C0268595	28 May 2013
CN169875	C1864948	28 May 2013
CN169872	C0349653	28 May 2013
CN169885	C4551979	28 May 2013
CN068469	C1968739	01 Jun 2013
CN170762 	C1262483	04 Jun 2013
CN170783	No longer reported	05 Jun 2013
CN170783	No longer reported	05 Jun 2013
CN170781	C3150970	05 Jun 2013
CN170782	C3275898	05 Jun 2013
CN170766	C0270962	06 Jun 2013
CN170768	C4048306	06 Jun 2013
CN170769	C0751781	06 Jun 2013
CN170772	C1838192	06 Jun 2013
CN170773	C0574084	06 Jun 2013
CN170774	C1853251	06 Jun 2013
CN170775	CN072330	06 Jun 2013
CN170776	C2675520	06 Jun 2013
CN170777	C1720860	06 Jun 2013
CN170780	C0406585	06 Jun 2013
CN170848	C2749604	07 Jun 2013
CN170850 	No longer reported	07 Jun 2013
CN068545 	C2930989	07 Jun 2013
CN168286	C3888338	14 Jun 2013
CN168963	No longer reported	14 Jun 2013
CN168963	No longer reported	14 Jun 2013
CN036715 	C2931324	14 Jun 2013
CN169982 	C0262985	18 Jun 2013
C0538927 	CN077966	19 Jun 2013
CN078800 	C3280112	21 Jun 2013
C1837023	C3540850	25 Jun 2013
C1832526	C3540850	25 Jun 2013
C1858211	C1847874	25 Jun 2013
C2751671	C1861825	25 Jun 2013
CN033487 	C3159322	27 Jun 2013
C1867316 	C3151086	02 Jul 2013
C1843523 	C3149378	02 Jul 2013
C3150945 	C3279093	02 Jul 2013
C0268150 	C3495427	03 Jul 2013
C0403549 	C2931783	03 Jul 2013
C1832220 	C4722327	03 Jul 2013
C1867462	C4551512	04 Jul 2013
C1861829	C1861828	05 Jul 2013
C1861454	C4551512	05 Jul 2013
C1863769	C4551512	05 Jul 2013
C1833230	No longer reported	05 Jul 2013
C1833230	No longer reported	05 Jul 2013
C1414617	No longer reported	05 Jul 2013
C1414616	No longer reported	05 Jul 2013
C3280745	C0265210	05 Jul 2013
C1846720	C1832175	05 Jul 2013
C1856097	C0268642	05 Jul 2013
CN170779	C0205710	06 Jul 2013
CN170778	C0205710	06 Jul 2013
CN036338 	C2931712	06 Jul 2013
CN036367 	C2931575	06 Jul 2013
CN042659 	C3495679	08 Jul 2013
CN043665 	C0282529	09 Jul 2013
CN177732 	C0344760	11 Jul 2013
CN177731 	C0265843	11 Jul 2013
CN178065 	C0011884	27 Jul 2013
CN178078 	C0078918	28 Jul 2013
CN178400 	C0024433	04 Aug 2013
CN178396 	C0271386	04 Aug 2013
CN178395 	C0221214	04 Aug 2013
CN178393 	C5399823	04 Aug 2013
CN178392 	C1835884	04 Aug 2013
CN178391 	C0578038	04 Aug 2013
CN178390 	C0080218	04 Aug 2013
CN178388 	C0431447	04 Aug 2013
CN178387 	C0553720	04 Aug 2013
CN178386 	C0264611	04 Aug 2013
CN178384 	C0023882	04 Aug 2013
CN178382 	C1855538	04 Aug 2013
CN178381 	C1857679	04 Aug 2013
CN178380 	C1384670	04 Aug 2013
CN178379 	C0424731	04 Aug 2013
CN178378 	C1861324	04 Aug 2013
CN178377 	C1854114	04 Aug 2013
CN178376 	C0521525	04 Aug 2013
CN178375 	C0426799	04 Aug 2013
CN178373 	C1858539	04 Aug 2013
CN178372 	C0036572	04 Aug 2013
CN178371 	C0239479	04 Aug 2013
CN178370 	C1565489	04 Aug 2013
CN178369 	C3806482	04 Aug 2013
CN178368 	C0034194	04 Aug 2013
CN178366 	C0033687	04 Aug 2013
CN178365 	C0015300	04 Aug 2013
CN178363 	C1855285	04 Aug 2013
CN178361 	C0344735	04 Aug 2013
CN178358 	C1860816	04 Aug 2013
CN178357 	C0266610	04 Aug 2013
CN178356 	C1836038	04 Aug 2013
CN178355 	C0266464	04 Aug 2013
CN178354 	C0032285	04 Aug 2013
CN178353 	C0032227	04 Aug 2013
CN178352 	C0031117	04 Aug 2013
CN178351 	C0031039	04 Aug 2013
CN178349 	C0522224	04 Aug 2013
CN178348 	C0030312	04 Aug 2013
CN178347 	C0920299	04 Aug 2013
CN178342 	C0027697	04 Aug 2013
CN178341 	C0566620	04 Aug 2013
CN178339 	C1839758	04 Aug 2013
CN178338 	C1837463	04 Aug 2013
CN178337 	C0027092	04 Aug 2013
CN178336 	C0221354	04 Aug 2013
CN178335 	C0333068	04 Aug 2013
CN178334 	C1837402	04 Aug 2013
CN178333 	C2674608	04 Aug 2013
CN178332 	C0685787	04 Aug 2013
CN178331 	C0015310	04 Aug 2013
CN178330 	C1838993	04 Aug 2013
CN178328 	C0013604	04 Aug 2013
CN178327 	C0238207	04 Aug 2013
CN178324 	C0423110	04 Aug 2013
CN178322 	C1836542	04 Aug 2013
CN178320 	C0034012	04 Aug 2013
CN178317 	C1839797	04 Aug 2013
CN178316 	C0241355	04 Aug 2013
CN178313 	C0240538	04 Aug 2013
CN178307 	C0271441	04 Aug 2013
CN178305 	C0154671	04 Aug 2013
CN178304 	C0221263	04 Aug 2013
CN178303 	C0240543	04 Aug 2013
CN178302 	C4082299	04 Aug 2013
CN178301 	C0426891	04 Aug 2013
CN178300 	C1867131	04 Aug 2013
CN178299 	C1849089	04 Aug 2013
CN178297 	C0542514	04 Aug 2013
CN178296 	C0456909	04 Aug 2013
CN178292 	C0149630	04 Aug 2013
CN178291 	C0264172	04 Aug 2013
CN178289 	C0151942	04 Aug 2013
CN178288 	C0078981	04 Aug 2013
CN178284 	C0003486	04 Aug 2013
CN178283 	C1840077	04 Aug 2013
CN178282 	C1838705	04 Aug 2013
CN178281 	C0003119	04 Aug 2013
CN178280 	C0002940	04 Aug 2013
CN178276 	C1854882	04 Aug 2013
CN178255 	C4551570	04 Aug 2013
CN178254 	C3714581	04 Aug 2013
CN178253 	C1854301	04 Aug 2013
CN178252 	C0266544	04 Aug 2013
CN178249 	C1858085	04 Aug 2013
CN178248 	C0152421	04 Aug 2013
CN178247 	C0086437	04 Aug 2013
CN178246 	C0456132	04 Aug 2013
CN178245 	C1855852	04 Aug 2013
CN178243 	C0001125	04 Aug 2013
CN178242 	C2700617	04 Aug 2013
CN178240 	C0021051	04 Aug 2013
CN178238 	C0020649	04 Aug 2013
CN178236 	C0344482	04 Aug 2013
CN178235 	C0020598	04 Aug 2013
CN178234 	C0020578	04 Aug 2013
CN178233 	C0020538	04 Aug 2013
CN178232 	C0566620	04 Aug 2013
CN178231 	C0870082	04 Aug 2013
CN178230 	C0020461	04 Aug 2013
CN178228 	C0521620	04 Aug 2013
CN178225 	C0085605	04 Aug 2013
CN178224 	C0017639	04 Aug 2013
CN178223 	C1855333	04 Aug 2013
CN069277 	C1852373	04 Aug 2013
CN069155	C0342637	14 Aug 2013
CN069158	C0342345	14 Aug 2013
CN178677 	C0342345	16 Aug 2013
CN035981	C1846343	21 Aug 2013
CN178853 	No longer reported	27 Aug 2013
CN035065 	C0026706	29 Aug 2013
CN179764 	C3714958	31 Aug 2013
CN178069	C4707243	02 Sep 2013
C1834246 	C3150928	09 Sep 2013
C1835325 	C3150943	09 Sep 2013
C1835890 	C3151060	10 Sep 2013
C1835982 	C3149750	10 Sep 2013
C1838124 	C3151303	11 Sep 2013
C1852676	C3151189	11 Sep 2013
CN179851	C3715165	14 Sep 2013
C1848868 	C4012268	16 Sep 2013
CN177975	C3714506	29 Sep 2013
CN180089	C0019045	29 Sep 2013
CN180132	C1861171	30 Sep 2013
C1855035	C1849096	30 Sep 2013
CN178680	C1291463	01 Oct 2013
CN034227 	C1866077	08 Oct 2013
CN028922 	C0001811	11 Oct 2013
CN031991	C1849096	15 Oct 2013
C2677554 	C2749864	15 Oct 2013
CN180643 	No longer reported	02 Nov 2013
CN180642 	C0333641	02 Nov 2013
CN167239 	C4023321	07 Nov 2013
CN181222 	C0015393	11 Nov 2013
CN181220 	C1842820	11 Nov 2013
CN181339	C2675861	17 Nov 2013
C1860787	No longer reported	19 Nov 2013
CN181667 	C0006845	24 Nov 2013
CN181678 	C0152252	28 Nov 2013
CN181774 	C0424939	29 Nov 2013
CN181768 	C0852077	29 Nov 2013
CN181777 	C0268980	01 Dec 2013
CN182207 	C0854723	06 Dec 2013
CN069039	C0403814	10 Dec 2013
C1838137 	C3151237	12 Dec 2013
C1852708 	C3151078	12 Dec 2013
C1838863 	C3151959	12 Dec 2013
C1839613 	C3159311	12 Dec 2013
C1840298 	C2750815	12 Dec 2013
C1840426 	C1721006	12 Dec 2013
C1844580 	C3550856	12 Dec 2013
C1848408 	C2749215	12 Dec 2013
C1850342 	C3151571	12 Dec 2013
C1852442 	C3808377	12 Dec 2013
C1852702 	C3151071	12 Dec 2013
C1853442 	C3501265	12 Dec 2013
C1853993 	C3148970	12 Dec 2013
C1854045 	C2751536	12 Dec 2013
C1854636 	C3151085	12 Dec 2013
C1856067 	C0751202	12 Dec 2013
C1856142 	C2749604	12 Dec 2013
C1857713 	C3149931	12 Dec 2013
C1858671 	C3502809	12 Dec 2013
C1860619 	C3150899	12 Dec 2013
C1861160 	C3151039	12 Dec 2013
C1863016 	C3160720	12 Dec 2013
C1863518 	C3150953	12 Dec 2013
C1863573 	C3151147	12 Dec 2013
C1863795 	C4721885	12 Dec 2013
C1867176 	C3151001	12 Dec 2013
C1868584 	C3149707	12 Dec 2013
C1876150 	C3150958	12 Dec 2013
C1968669 	C3151476	12 Dec 2013
C2673322 	C3150860	12 Dec 2013
C2675190 	C3150207	12 Dec 2013
C2675286 	C3502293	12 Dec 2013
C2676486 	C4317224	12 Dec 2013
C2677552 	C2749861	12 Dec 2013
C2677572 	C3150168	12 Dec 2013
C2677824 	C3150156	12 Dec 2013
C1856444 	C4016131	20 Dec 2013
C1858675 	C3501643	20 Dec 2013
CN178227 	C0019554	21 Dec 2013
CN030154 	C0040517	21 Dec 2013
CN034156 	C3806402	23 Dec 2013
C1832814	C3806402	23 Dec 2013
CN165696 	C0376545	23 Dec 2013
CN170763	C1862322	23 Dec 2013
CN182286	C0220704	23 Dec 2013
CN181771	C0342384	23 Dec 2013
CN181770 	C0042755	23 Dec 2013
CN169869	C3501611	23 Dec 2013
CN165614	C0018609	23 Dec 2013
CN178290 	C0004352	31 Dec 2013
CN037798	C0024305	31 Dec 2013
CN163069	C0027022	02 Jan 2014
CN160479 	C0153555	02 Jan 2014
CN034222 	C1269683	03 Jan 2014
C1527249	C0699790	03 Jan 2014
CN030813	C2239176	04 Jan 2014
CN073604 	C4282400	04 Jan 2014
CN074271 	C4282400	04 Jan 2014
CN007650 	C1266142	05 Jan 2014
CN004944 	C1336839	05 Jan 2014
CN005895 	C0241961	05 Jan 2014
CN002587 	C0699885	05 Jan 2014
CN182934 	C0241961	06 Jan 2014
CN182932 	C0699885	06 Jan 2014
CN068443	C0038356	09 Jan 2014
CN069030	C0919267	09 Jan 2014
CN165470	C1838779	09 Jan 2014
CN169268	C0010674	09 Jan 2014
CN181666	C3266863	11 Jan 2014
CN130022 	No longer reported	13 Jan 2014
CN181775	CN517202	27 Jan 2014
CN181668	C4722305	30 Jan 2014
CN182248	C1536500	13 Feb 2014
CN184626	C0271829	21 Feb 2014
CN183735	C0003126	21 Feb 2014
CN182161	C0175709	21 Feb 2014
CN130047	C0424939	21 Feb 2014
CN169989	C0282577	21 Feb 2014
CN179847	No longer reported	21 Feb 2014
CN169988	C0010273	21 Feb 2014
CN178061	C0344542	21 Feb 2014
CN178076	C4551693	21 Feb 2014
CN178075	C1833021	21 Feb 2014
CN181673 	C0272236	21 Feb 2014
CN181769 	C2364082	27 Feb 2014
CN165698	C0023434	01 Mar 2014
CN178063	C3806670	01 Mar 2014
CN181679 	No longer reported	01 Mar 2014
CN181680	C1846008	01 Mar 2014
CN181672	C1720957	01 Mar 2014
CN181670	C1720956	01 Mar 2014
CN178064 	C0017662	01 Mar 2014
CN181231	C0085859	01 Mar 2014
CN181499	C2751842	01 Mar 2014
CN169667	C0546264	01 Mar 2014
CN178074	C0543859	01 Mar 2014
CN180195	C5551510	01 Mar 2014
CN170761	C5393125	01 Mar 2014
CN004535 	C0004238	04 Mar 2014
CN001497 	C0007193	04 Mar 2014
CN068470	C1968740	06 Mar 2014
CN068471	C1968741	06 Mar 2014
CN130117	C1842820	08 Mar 2014
CN181221 	C0431376	08 Mar 2014
CN001982 	C0003635	12 Mar 2014
CN185149	C0162809	16 Mar 2014
CN185118	C0026706	16 Mar 2014
CN074204	C0023467	16 Mar 2014
CN074278	C0151721	16 Mar 2014
CN120298	C3553230	16 Mar 2014
CN074290	C0043194	16 Mar 2014
CN118825	C0342790	16 Mar 2014
CN072744	C1832977	16 Mar 2014
CN169303	C3711387	16 Mar 2014
CN036183	C3711387	16 Mar 2014
CN035032	C0342735	16 Mar 2014
C2363755 	No longer reported	17 Mar 2014
CN181338	C3553250	17 Mar 2014
CN181209 	No longer reported	18 Mar 2014
CN182285	CN517202	22 Mar 2014
C1844676	C1844677	27 Mar 2014
C1839080	C4049004	27 Mar 2014
C1844908	C4049004	27 Mar 2014
CN165704	C0036069	27 Mar 2014
C3151412	C3806402	27 Mar 2014
C1838009	C4551775	27 Mar 2014
CN185482 	C1837514	03 Apr 2014
CN185483 	C0345354	04 Apr 2014
CN117154 	C0345354	06 Apr 2014
CN185759 	C0027868	10 Apr 2014
CN185880 	C2748662	14 Apr 2014
CN069292	C4551995	21 Apr 2014
CN186050 	C2919114	23 Apr 2014
CN185480	C0026706	01 May 2014
CN184737 	C0007193	01 May 2014
CN001527 	C0004245	01 May 2014
CN184734 	C0004238	01 May 2014
CN186323 	C0340970	04 May 2014
CN186930 	C1851057	10 May 2014
CN165691	No longer reported	13 May 2014
CN165691	No longer reported	13 May 2014
CN165693	No longer reported	13 May 2014
CN186939 	C0027672	15 May 2014
CN177654	C1865019	29 May 2014
C1836635 	C4551955	29 May 2014
CN178345 	C0005697	30 May 2014
CN178229 	C0311468	30 May 2014
CN188069 	C0013384	04 Jun 2014
CN188099 	C0281361	05 Jun 2014
CN188719 	C1720037	14 Jun 2014
CN188718 	C0008301	14 Jun 2014
CN188715 	C0262477	14 Jun 2014
CN188712 	C0521654	14 Jun 2014
CN188711 	C1866933	14 Jun 2014
CN186936	CN517202	18 Jun 2014
CN181202	C3714976	30 Jun 2014
CN189306 	C0010068	04 Jul 2014
CN068770	C1848916	16 Jul 2014
CN189801 	C1844412	22 Jul 2014
CN196728 	C1842137	24 Jul 2014
CN030093 	C3495498	25 Jul 2014
CN168960 	C1292772	29 Jul 2014
CN178326	C0151611	12 Aug 2014
C0424230	C1854301	12 Aug 2014
CN178257 	C0424503	12 Aug 2014
CN178397 	C0240912	12 Aug 2014
CN207528 	C0027726	13 Aug 2014
CN178298 	C0221357	13 Aug 2014
CN178311 	C0221215	13 Aug 2014
CN178385 	C4025790	13 Aug 2014
CN178323 	C1836996	13 Aug 2014
CN130123 	C0018784	13 Aug 2014
CN178321 	C0454644	13 Aug 2014
CN130037 	C0036572	14 Aug 2014
CN130262 	C3665386	14 Aug 2014
CN178318 	C0018817	14 Aug 2014
CN178287 	C0003706	15 Aug 2014
CN001810 	C0424503	15 Aug 2014
C1850291	C1836542	15 Aug 2014
C1865130	C0424731	15 Aug 2014
C0009917	C0333068	15 Aug 2014
C1844856	C1854114	15 Aug 2014
C0035078	C1565489	15 Aug 2014
CN178308	C0008924	15 Aug 2014
CN178274	C4021790	15 Aug 2014
CN178389	C0426886	15 Aug 2014
CN178394	C0423109	15 Aug 2014
CN178306	C0007789	15 Aug 2014
CN178237	C0685381	15 Aug 2014
CN178241	C0015934	15 Aug 2014
CN178261	C4082761	15 Aug 2014
CN178314	C1845447	15 Aug 2014
CN178293	C1398522	15 Aug 2014
CN178250	C4049796	15 Aug 2014
CN178269	C5399834	15 Aug 2014
CN178329	C2316810	15 Aug 2014
CN000537 	C3665386	16 Aug 2014
C1963237 	C0917801	21 Aug 2014
CN165694	No longer reported	21 Aug 2014
CN165694	No longer reported	21 Aug 2014
CN170767	No longer reported	21 Aug 2014
CN170767	No longer reported	21 Aug 2014
CN180196	No longer reported	21 Aug 2014
CN180196	No longer reported	21 Aug 2014
CN181218	No longer reported	21 Aug 2014
CN181218	No longer reported	21 Aug 2014
CN181219	No longer reported	21 Aug 2014
CN181219	No longer reported	21 Aug 2014
CN181676	No longer reported	21 Aug 2014
CN181676	No longer reported	21 Aug 2014
CN181677	No longer reported	21 Aug 2014
CN181677	No longer reported	21 Aug 2014
CN000557	No longer reported	21 Aug 2014
CN000557	No longer reported	21 Aug 2014
C1861522	C0240635	26 Aug 2014
C1398297	C0240635	26 Aug 2014
C1837687	C0454644	26 Aug 2014
C2364118	C0151786	26 Aug 2014
CN130057	C1854882	26 Aug 2014
C1839742	C0566620	26 Aug 2014
CN184984 	C0003635	26 Aug 2014
CN181203 	C4023321	26 Aug 2014
CN178402 	C0426421	26 Aug 2014
CN178401 	C1849367	26 Aug 2014
C1837534 	C0024433	26 Aug 2014
CN178399 	C1827524	26 Aug 2014
C0030044 	C5399823	26 Aug 2014
CN178383 	C0263523	26 Aug 2014
C0426807 	C0426799	26 Aug 2014
CN178374 	C1842878	26 Aug 2014
CN178367 	C1865572	26 Aug 2014
CN178364 	C0426415	26 Aug 2014
C1305420 	C1855285	26 Aug 2014
CN178362 	C1842138	26 Aug 2014
CN178360 	C0151526	26 Aug 2014
CN178359 	C2112942	26 Aug 2014
CN178350 	C0431368	26 Aug 2014
CN178346 	C0423250	26 Aug 2014
CN178340 	C0426422	26 Aug 2014
CN178325 	C0973461	26 Aug 2014
CN178319 	C4021758	26 Aug 2014
C1860124 	C0241355	26 Aug 2014
CN178315 	C0010520	26 Aug 2014
C3151451 	C0240538	26 Aug 2014
CN178312 	C0018777	26 Aug 2014
CN178310 	C0009024	26 Aug 2014
CN178309 	C1850049	26 Aug 2014
C1855911 	C1867131	26 Aug 2014
CN178295 	C0005411	26 Aug 2014
CN178294 	C3553084	26 Aug 2014
C1839322 	C0264172	26 Aug 2014
CN178285 	C4025665	26 Aug 2014
CN178286 	C1861866	26 Aug 2014
CN178279 	C4024780	26 Aug 2014
CN178278 	C1290511	26 Aug 2014
CN178277 	C0001623	26 Aug 2014
CN178275 	C1860493	26 Aug 2014
CN178273 	C1842083	26 Aug 2014
CN178272 	C0857379	26 Aug 2014
CN178271 	C0026633	26 Aug 2014
CN178270 	C4021811	26 Aug 2014
CN178268 	C4025876	26 Aug 2014
CN178267 	C4011556	26 Aug 2014
CN178266 	C4021762	26 Aug 2014
CN178265 	C0243050	26 Aug 2014
CN178264 	C0149632	26 Aug 2014
CN178263 	C3164445	26 Aug 2014
CN178262 	C0427515	26 Aug 2014
CN178260 	C4021817	26 Aug 2014
CN178259 	C4025692	26 Aug 2014
CN178258 	C4021634	26 Aug 2014
CN178256 	C1856889	26 Aug 2014
C0345335 	C3714581	26 Aug 2014
CN178251 	C0399526	26 Aug 2014
C0158359 	C0086437	26 Aug 2014
CN178244 	C1844573	26 Aug 2014
CN178239 	C3203358	26 Aug 2014
CN178226 	C0019209	26 Aug 2014
C1867445 	C1855333	26 Aug 2014
CN130273 	C4021845	26 Aug 2014
CN130270 	C0235942	26 Aug 2014
CN130251 	C0038273	26 Aug 2014
CN130249 	C4024736	26 Aug 2014
CN130250 	C0000737	26 Aug 2014
CN130243 	C0013362	26 Aug 2014
