DiseaseID	DiseaseName	SourceName	ConceptID	a	LastModified	Category
MONDO:0020547	Chronic graft versus host disease	MONDO	C0867389		17 Apr 2020	Disease
MONDO:0020548	Ocular pemphigoid	MONDO	CN294281		22 Jan 2021	Disease
MONDO:0020549	Invasive hydatidiform mole	MONDO	C0008493		17 Apr 2020	Disease
MONDO:0020550	Gestational choriocarcinoma	MONDO	C0349557		17 Apr 2020	Disease
MONDO:0020552	Placental site trophoblastic tumor	MONDO	C0206666		01 Jan 2022	Disease
MONDO:0020553	Secondary pulmonary hemosiderosis	MONDO	C4274326		17 Apr 2020	Disease
MONDO:0020554	Heiner syndrome	MONDO	C3873343		17 Apr 2020	Disease
MONDO:0020555	Pleuropulmonary blastoma type 1	MONDO	C1710501		17 Apr 2020	Disease
MONDO:0020556	Pleuropulmonary blastoma type 2	MONDO	C1710500		17 Apr 2020	Disease
MONDO:0020557	Pleuropulmonary blastoma type 3	MONDO	C1710499		17 Apr 2020	Disease
MONDO:0020558	Autosomal dominant Charcot-Marie-Tooth disease type 2K	MONDO	C1842984		04 Mar 2021	Disease
MONDO:0020559	O'Sullivan-McLeod syndrome	MONDO	C2721741		17 Apr 2020	Disease
MONDO:0020560	Atypical teratoid rhabdoid tumor	MONDO	C1266184		19 Apr 2022	Disease
MONDO:0020561	Myxoid/round cell liposarcoma	MONDO	C0545074		22 Jan 2021	Disease
MONDO:0020562	Pleomorphic liposarcoma	MONDO	C0205825		17 Apr 2020	Disease
MONDO:0020563	Dedifferentiated liposarcoma	MONDO	C0205824		17 Apr 2020	Disease
MONDO:0020567	Apnea of prematurity	MONDO	C0475715		01 Jan 2022	Disease
MONDO:0020568	Cutaneous myiasis	MONDO	C0027031		04 Jun 2020	Infectious disease
MONDO:0020569	Intermediate DEND syndrome	MONDO	CN207495		17 Apr 2020	Disease
MONDO:0020571	Relapsing epidemic typhus	MONDO	CN267375		04 Jun 2020	Infectious disease
MONDO:0020572	Complex regional pain syndrome type 2	MONDO	C0007462		17 Apr 2020	Disease
MONDO:0020573	Inherited disease susceptibility	MONDO			17 Apr 2020	Disease
MONDO:0020574	Central nervous system nongerminomatous germ cell tumor	MONDO	C1696109		17 Apr 2020	Disease
MONDO:0020575	Polymorphic ventricular tachycardia	MONDO	C0344432		22 Apr 2020	Disease
MONDO:0020577	Childhood gonadal germ cell tumor	MONDO	C3899657		22 Jan 2021	Disease
MONDO:0020579	Mucositis	MONDO			17 Apr 2020	Disease
MONDO:0020580	Germinomatous germ cell tumor	MONDO	C4054897		17 Apr 2020	Disease
MONDO:0020581	Benign PEComa	MONDO	C3839685		17 Apr 2020	Disease
MONDO:0020582	Benign uterine ligament neoplasm	MONDO	C0865093		17 Apr 2020	Disease
MONDO:0020583	Chromosome 17 disorder	MONDO	C4329664		28 Feb 2022	Disease
MONDO:0020584	Anemia due to enzyme disorder	MONDO	C0494226		17 Apr 2020	Disease
MONDO:0020585	Anemia due to erythrocyte enzyme disorder	MONDO	C4329304		17 Apr 2020	Disease
MONDO:0020586	Factor V deficiency	MONDO	C0015499	227400.0	16 Feb 2016	Disease
MONDO:0020587	Factor XI deficiency	MONDO	C4321502		22 Jan 2021	Disease
MONDO:0020588	Lung PEComa	MONDO	C4684821		17 Apr 2020	Disease
MONDO:0020589	Cardiac germ cell tumor	MONDO	C4687640		17 Apr 2020	Disease
MONDO:0020590	Mycobacterial infectious disease	MONDO	C0026918		04 Jun 2020	Infectious disease
MONDO:0020591	Disorder of peritoneum	MONDO	C0031142		28 Feb 2022	Disease
MONDO:0020592	Disorder of pharynx	MONDO			28 Feb 2022	Disease
MONDO:0020593	Trichoblastoma	MONDO			17 Apr 2020	Disease
MONDO:0020594	Abducens nerve disorder	MONDO	C0271355		08 Dec 2020	Finding
MONDO:0020595	Disorder of retroperitoneum	MONDO			28 Feb 2022	Disease
MONDO:0020596	Mucin-producing carcinoma	MONDO			17 Apr 2020	Disease
MONDO:0020597	Angiokeratoma of scrotum	MONDO			17 Apr 2020	Disease
MONDO:0020598	Malabsorption syndrome	MONDO	C0024523		17 Apr 2020	Disease
MONDO:0020599	Acquired coagulation factor deficiency	MONDO	C0001169		17 Apr 2020	Disease
MONDO:0020600	Acute pharyngitis	MONDO	C0001344		17 Apr 2020	Disease
MONDO:0020601	Mosquito-borne viral encephalitis	MONDO	C0751098		04 Jun 2020	Infectious disease
MONDO:0020602	Simpson-Golabi-Behmel syndrome type 1	MONDO	C0796154	312870.0	20 Nov 2020	Disease
MONDO:0020603	X-linked chondrodysplasia punctata 2	MONDO			01 Jan 2022	Disease
MONDO:0020604	X-linked dominant disease	MONDO			17 Apr 2020	Disease
MONDO:0020605	X-linked recessive disease	MONDO			17 Apr 2020	Disease
MONDO:0020606	Sex-linked disease	MONDO			17 Apr 2020	Disease
MONDO:0020607	Liddle syndrome 1	MONDO	CN031472	177200.0	19 Jan 2020	Disease
MONDO:0020627	Epileptic encephalopathy, infantile or early childhood	MONDO	CN263091		29 Dec 2019	Disease
MONDO:0020628	Microcephaly, growth restriction, and increased sister chromatid exchange 2	MONDO	C4748176	618097.0	22 Jan 2021	Disease
MONDO:0020629	Microcephaly, growth restriction and increased sister chromatid exchange	MONDO	CN263194		22 Jan 2020	Disease
MONDO:0020630	Epileptic encephalopathy, infantile or early childhood, 1	MONDO	C4540199	617711.0	19 Apr 2022	Disease
MONDO:0020631	Epileptic encephalopathy, infantile or early childhood, 2	MONDO	C4693362	617829.0	19 Apr 2022	Disease
MONDO:0020632	Epileptic encephalopathy, infantile or early childhood, 3	MONDO	C4693934	618012.0	19 Apr 2022	Disease
MONDO:0020633	Anaplastic cancer	MONDO	C1332287		17 Apr 2020	Disease
MONDO:0020634	Grade III meningioma	MONDO	C0280801		17 Apr 2020	Disease
MONDO:0020635	Anaplastic meningioma	MONDO			17 Apr 2020	Disease
MONDO:0020636	Mendelian susceptibility to mycobacterial diseases due to a complete deficiency	MONDO			17 Apr 2020	Disease
MONDO:0020637	Mendelian susceptibility to mycobacterial diseases due to a partial deficiency	MONDO			17 Apr 2020	Disease
MONDO:0020638	Superficial spreading melanoma	MONDO	C0334438		16 Feb 2016	Disease
MONDO:0020639	Monosomy	MONDO	C0026499		22 Jan 2021	Disease
MONDO:0020640	Autoimmune encephalitis	MONDO			17 Apr 2020	Disease
MONDO:0020641	Respiratory tract neoplasm	MONDO			17 Apr 2020	Disease
MONDO:0020642	Polycystic kidney disease	MONDO	C0022680		19 Apr 2022	Disease
MONDO:0020643	Autism susceptibility 1	MONDO	C1968924		19 Apr 2022	Disease
MONDO:0020644	Lung non-Hodgkin lymphoma	MONDO	C1334453		17 Apr 2020	Disease
MONDO:0020645	Autosomal dominant osteopetrosis	MONDO	C4272579		19 Apr 2022	Disease
MONDO:0020646	Ocular adnexal lymphoma	MONDO	C2981712		17 Apr 2020	Disease
MONDO:0020647	Microcephaly, facial dysmorphism, renal agenesis, and ambiguous genitalia syndrome	MONDO	C4748348	618142.0	22 Jan 2021	Disease
MONDO:0020648	Rubella encephalitis	MONDO	C0238099		04 Jun 2020	Infectious disease
MONDO:0020649	Warty carcinoma of the penis	MONDO	C1337009		17 Apr 2020	Disease
MONDO:0020650	Germ cell tumor of the vulva	MONDO			17 Apr 2020	Disease
MONDO:0020651	Mixed germ cell tumor of vulva	MONDO			17 Apr 2020	Disease
MONDO:0020652	Immature teratoma of vulva	MONDO			17 Apr 2020	Disease
MONDO:0020653	Vaginal adenocarcinoma	MONDO	C0279668		17 Apr 2020	Disease
MONDO:0020654	Renal pelvis/ureter urothelial carcinoma	MONDO			17 Apr 2020	Disease
MONDO:0020655	Juvenile ankylosing spondylitis	MONDO	C0409675		17 Apr 2020	Disease
MONDO:0020656	Human papillomavirus-related penile squamous cell carcinoma	MONDO	C1334056		17 Apr 2020	Disease
MONDO:0020657	Human papillomavirus-related squamous cell carcinoma	MONDO	C1334057		17 Apr 2020	Disease
MONDO:0020658	Infiltrating ureter transitional cell carcinoma	MONDO			17 Apr 2020	Disease
MONDO:0020659	Upper tract urothelial carcinoma	MONDO			17 Apr 2020	Disease
MONDO:0020660	Osteoblastic osteosarcoma	MONDO	C1704328		22 Jan 2021	Disease
MONDO:0020661	Undifferentiated round cell sarcoma	MONDO	C4048304		17 Apr 2020	Disease
MONDO:0020662	Borderline ovarian serous tumor	MONDO	C1332598		17 Apr 2020	Disease
MONDO:0020663	Malignant spindle cell neoplasm	MONDO	C0334230		17 Apr 2020	Disease
MONDO:0020664	Spindle cell neoplasm	MONDO	C1336052		17 Apr 2020	Disease
MONDO:0020665	High grade malignant neoplasm	MONDO	C1334017		17 Apr 2020	Disease
MONDO:0020666	Löfgren syndrome	MONDO			17 Apr 2020	Disease
MONDO:0020667	Antley-Bixler syndrome without genital anomalies or disordered steroidogenesis	MONDO	C2936791	207410.0	16 Feb 2016	Disease
MONDO:0020669	Paranasal sinus cancer	MONDO			17 Apr 2020	Disease
MONDO:0020670	Antithrombin deficiency type 2	MONDO	C2931609		17 Apr 2020	Disease
MONDO:0020672	Vascular occlusion disorder	MONDO			17 Apr 2020	Disease
MONDO:0020673	Arterial occlusion	MONDO	C0264995		02 Apr 2017	Finding
MONDO:0020674	Vascular insufficiency disorder	MONDO			17 Apr 2020	Disease
MONDO:0020675	Ischemic bowel disorder	MONDO			28 Feb 2022	Disease
MONDO:0020676	Disorder of central nervous system or retinal vasculature	MONDO			28 Feb 2022	Disease
MONDO:0020677	Sudden hearing loss disorder	MONDO			17 Apr 2020	Disease
MONDO:0020678	Sensorineural hearing loss disorder	MONDO	C0018784		02 Dec 2021	Disease
MONDO:0020679	Conductive hearing loss disorder	MONDO			17 Apr 2020	Disease
MONDO:0020680	Acute bronchiolitis	MONDO	C0001311		17 Apr 2020	Disease
MONDO:0020681	Ehlers-Danlos syndrome, musculocontractural type 1	MONDO	CN295219	601776.0	26 Jan 2021	Disease
MONDO:0020682	Ehlers-Danlos syndrome, spondylodysplastic type, 1	MONDO	C4552003	130070.0	27 Dec 2021	Disease
MONDO:0020683	Acute disease	MONDO	C0001314		17 Apr 2020	Disease
MONDO:0020684	Ehlers-Danlos syndrome, periodontal type 1	MONDO	C4551499	130080.0	19 Apr 2022	Disease
MONDO:0020685	Infratentorial ependymal tumor	MONDO	C4330489		17 Apr 2020	Disease
MONDO:0020686	Acute tonsillitis	MONDO	C0001361		06 Apr 2021	Disease
MONDO:0020687	Supratentorial ependymal tumor	MONDO	C4331360		17 Apr 2020	Disease
MONDO:0020688	Spinal cord ischemia	MONDO			17 Apr 2020	Disease
MONDO:0020690	Adult glioblastoma	MONDO	C0278878		17 Apr 2020	Disease
MONDO:0020692	Spondylocostal dysostosis 1, autosomal recessive	MONDO	CN032975	277300.0	24 Aug 2016	Disease
MONDO:0020693	Glycogen storage disease due to liver phosphorylase kinase deficiency	MONDO	C2012260		19 Apr 2022	Disease
MONDO:0020694	Salivary gland epithelial myoepithelial carcinoma	MONDO	C1335900		17 Apr 2020	Disease
MONDO:0020695	Hypotonic cerebral palsy	MONDO	C0394007		17 Apr 2020	Disease
MONDO:0020697	Lung epithelial-myoepithelial carcinoma	MONDO	C1708770		17 Apr 2020	Disease
MONDO:0020698	Inborn error of biotin metabolism	MONDO			17 Apr 2020	Disease
MONDO:0020699	Biotin metabolic disease	MONDO			17 Apr 2020	Disease
MONDO:0020701	Brachydactyly type A1A	MONDO	CN295859	112500.0	19 Apr 2022	Disease
MONDO:0020702	Autosomal dominant epidermolytic ichthyosis	MONDO			17 Apr 2020	Disease
MONDO:0020703	Erythroid neoplasm	MONDO	C1333438		17 Apr 2020	Disease
MONDO:0020704	Inherited rippling muscle disease	MONDO	CN296487		27 Apr 2021	Disease
MONDO:0020705	Neural tube defects, susceptibility to	MONDO	CN296782		16 Feb 2016	Disease
MONDO:0020706	Heberden's node	MONDO	C0018862		16 Feb 2016	Finding
MONDO:0020707	Central hearing loss	MONDO	C0018776		17 Apr 2020	Disease
MONDO:0020708	Brachial amyotrophic diplegia	MONDO	C4522181		17 Apr 2020	Disease
MONDO:0020709	Majocchi granuloma	MONDO	CN305422		01 Jan 2022	Infectious disease
MONDO:0020710	Amnionitis	MONDO	C0002631		17 Apr 2020	Disease
MONDO:0020711	Selective peripheral resistance to thyroid hormone	MONDO			17 Apr 2020	Disease
MONDO:0020712	46,XY sex reversal 1	MONDO	C2748896	400044.0	19 Apr 2022	Disease
MONDO:0020713	Pulmonary venoocclusive disease 1	MONDO	C3806932		24 Mar 2018	Disease
MONDO:0020714	Mitochondrial myopathy, episodic, with optic atrophy and reversible leukoencephalopathy	MONDO	CN294290	251900.0	22 Jan 2021	Disease
MONDO:0020715	Multiple system atrophy 1, susceptibility to	MONDO	C3714927	146500.0	28 Dec 2021	Disease
MONDO:0020716	Familial thyroid dyshormonogenesis 1	MONDO	C1848805	274400.0	19 Apr 2022	Disease
MONDO:0020717	Autosomal dominant woolly hair	MONDO	C1860238	194300.0	19 Apr 2022	Disease
MONDO:0020718	Congenital short bowel syndrome 1	MONDO	CN296805	615237.0	25 May 2021	Disease
MONDO:0020720	X-linked hypophosphatemic rickets	MONDO			07 Jun 2021	Disease
MONDO:0020721	X-linked sideroblastic anemia 1	MONDO	C4551511	300751.0	19 Apr 2022	Disease
MONDO:0020722	Nephrolithiasis susceptibility caused by SLC26A1	MONDO	C1833683	167030.0	02 Dec 2021	Disease
MONDO:0020723	Vitamin D-dependent rickets, type 1A	MONDO	CN283242	264700.0	19 Apr 2022	Disease
MONDO:0020724	Cerebral cavernous malformation 1	MONDO	C1366911		19 Apr 2022	Disease
MONDO:0020725	Anemia due to chronic disorder	MONDO	C0002873		17 Apr 2020	Disease
MONDO:0020726	Tubulointerstitial kidney disease, autosomal dominant, 2	MONDO	C1868139	174000.0	19 Apr 2022	Disease
MONDO:0020727	Combined oxidative phosphorylation deficiency 22	MONDO	C4015062	616045.0	16 Feb 2016	Disease
MONDO:0020729	Autosomal recessive agammaglobulinemia 1	MONDO	C3152144	601495.0	20 Jan 2021	Disease
MONDO:0020730	Carpal tunnel syndrome 1	MONDO	CN293570	115430.0	04 Dec 2020	Disease
MONDO:0020731	Arbovirus infection	MONDO	C0003723		04 Jun 2020	Infectious disease
MONDO:0020732	Progeria	MONDO	CN236401		02 May 2016	Disease
MONDO:0020733	Proximal symphalangism 1A	MONDO	C3714899	185800.0	19 Apr 2022	Disease
MONDO:0020734	Erythrocyte AMP deaminase deficiency	MONDO	C2752073	612874.0	16 Feb 2016	Disease
MONDO:0020735	ACTH-independent macronodular adrenal hyperplasia 1	MONDO	C1857451	219080.0	13 Apr 2021	Disease
MONDO:0020736	Uncombable hair syndrome 1	MONDO	C4551573	191480.0	10 Jun 2021	Disease
MONDO:0020737	Optic atrophy 10 with or without ataxia, intellectual disability, and seizures	MONDO	C4225227	616732.0	29 Mar 2022	Disease
MONDO:0020738	Multiple benign circumferential skin creases on limbs 1	MONDO	C4551592	156610.0	19 Apr 2022	Disease
MONDO:0020739	Hypercalcemia, infantile, 1	MONDO	C4310232	143880.0	21 Mar 2020	Disease
MONDO:0020740	Ectodermal dysplasia and immunodeficiency 1	MONDO	C1846008	300291.0	15 Dec 2021	Disease
MONDO:0020741	Pyridoxine-dependent epilepsy caused by ALDH7A1 mutant	MONDO	CN293409		19 Apr 2022	Disease
MONDO:0020743	Mixed phenotype acute leukemia	MONDO	C2826025		19 Apr 2022	Disease
MONDO:0020745	Ventricular arrhythmias due to cardiac ryanodine receptor calcium release deficiency syndrome	MONDO	C5542154	115000.0	21 Jan 2022	Disease
MONDO:0020746	Contractures, pterygia, and variable skeletal fusions syndrome 1B	MONDO	C5193114	618469.0	19 Apr 2022	Disease
MONDO:0020747	Sitosterolemia 1	MONDO	C5231390	210250.0	22 Jan 2020	Disease
MONDO:0020748	Sitosterolemia 2	MONDO	C5231453	618666.0	22 Jan 2021	Disease
MONDO:0020749	Polycystic lipomembranous osteodysplasia with sclerosing leukoencephalopathy 1	MONDO	C4721893	221770.0	26 Jan 2020	Disease
MONDO:0020750	Polycystic lipomembranous osteodysplasia with sclerosing leukoencephalopathy 2	MONDO	C4748657	618193.0	22 Jan 2021	Disease
MONDO:0020751	Orthostatic hypotension 2	MONDO	C4748569	618182.0	22 Jan 2021	Disease
MONDO:0020752	Myoclonic epilepsy, juvenile, susceptibility to, 1	MONDO	C1850778	254770.0	01 Feb 2022	Disease
MONDO:0020753	Orthocoronavirinae infectious disease	MONDO	CN281668		04 Jun 2020	Infectious disease
MONDO:0020754	Visceral myopathy	MONDO	C5542197	155310.0	16 Feb 2016	Disease
MONDO:0020755	Heart block	MONDO	C0018794		16 Feb 2016	Disease
MONDO:0020756	Migraine, familial hemiplegic, 1	MONDO	C1832884	141500.0	19 Apr 2022	Disease
MONDO:0020757	Sporadic hemiplegic migraine	MONDO	C1832903		19 Apr 2022	Disease
MONDO:0020759	Epilepsy, childhood absence, susceptibility to, 1	MONDO	C1838604	600131.0	19 Apr 2022	Disease
MONDO:0020760	Skin squamous cell carcinoma in situ	MONDO	C2314897		17 Apr 2020	Disease
MONDO:0020761	Bowen disease of the skin	MONDO	C0006079		17 Apr 2020	Disease
MONDO:0020762	Diencephalic-mesencephalic junction dysplasia syndrome 2	MONDO	C5231440	618646.0	22 Jan 2021	Disease
MONDO:0020763	Menke-Hennekam syndrome 1	MONDO	C5193034	618332.0	25 Feb 2019	Disease
MONDO:0020765	Neuropathy, congenital hypomyelinating, 2	MONDO	C4722277	618184.0	19 Apr 2022	Disease
MONDO:0020766	Neuropathy, congenital hypomyelinating, 3	MONDO	C4748608	618186.0	19 Apr 2022	Disease
MONDO:0020767	Cauda equina syndrome with neurogenic bladder	MONDO	C0007459		17 Apr 2020	Disease
MONDO:0020768	X-linked deafness	MONDO	CN043651		19 Apr 2022	Disease
MONDO:0020769	Menke-Hennekam syndrome 2	MONDO	C5193035	618333.0	25 Feb 2019	Disease
MONDO:0020770	Spinocerebellar ataxia, autosomal recessive, with axonal neuropathy 3	MONDO	C5193070	618387.0	03 Jan 2020	Disease
MONDO:0020771	Spinocerebellar ataxia, autosomal recessive, with axonal neuropathy	MONDO	C1846574		28 May 2020	Disease
MONDO:0020772	Epilepsy, juvenile absence, susceptibility to, 1	MONDO	C2750892	607631.0	02 Jan 2020	Disease
MONDO:0020774	Menke-Hennekam syndrome	MONDO	CN262173		05 Aug 2019	Disease
MONDO:0020775	Congenital disorder of glycosylation with defective fucosylation 1	MONDO	CN258220	618005.0	24 Feb 2019	Disease
MONDO:0020776	Chlamydiaceae infections	MONDO	C0008153		04 Jun 2020	Infectious disease
MONDO:0020777	Congenital disorder of glycosylation with defective fucosylation 2	MONDO	C5193028	618324.0	24 Feb 2019	Disease
MONDO:0020778	Cone-rod dystrophy and hearing loss 1	MONDO	C5193018	617236.0	29 Dec 2019	Disease
MONDO:0020779	Cartilage development disorder	MONDO	C0008449		17 Apr 2020	Disease
MONDO:0020780	Cone-rod dystrophy and hearing loss 2	MONDO	C5193051	618358.0	29 Dec 2019	Disease
MONDO:0020781	Encephalopathy, progressive, early-onset, with brain edema and/or leukoencephalopathy, 1	MONDO	C4310675	617186.0	19 Apr 2022	Disease
MONDO:0020782	Chronic gingivitis	MONDO	C0008684		17 Apr 2020	Disease
MONDO:0020783	Capillary malformation-arteriovenous malformation 1	MONDO	C4747394	608354.0	02 Jan 2020	Disease
MONDO:0020785	Capillary malformation-arteriovenous malformation 2	MONDO	C4748670	618196.0	02 Jan 2020	Disease
MONDO:0020787	Hypomagnesemia, seizures, and intellectual disability 1	MONDO	C4225333	616418.0	29 Mar 2022	Disease
MONDO:0020788	Hypomagnesemia, seizures, and intellectual disability 2	MONDO	C5193023	618314.0	29 Mar 2022	Disease
MONDO:0020789	Pseudo-TORCH syndrome 1	MONDO	C4552078	251290.0	24 Dec 2019	Disease
MONDO:0020790	Gaze palsy, familial horizontal, with progressive scoliosis 1	MONDO	C4551964	607313.0	02 Jan 2020	Disease
MONDO:0020791	Corneal dystrophy, Meesmann, 1	MONDO	C5231499	122100.0	19 Apr 2022	Disease
MONDO:0020792	Dwarfism with tall vertebrae	MONDO	C1851996	126950.0	22 Jan 2021	Disease
MONDO:0020793	Oculopharyngodistal myopathy 1	MONDO	C5231388	164310.0	29 Dec 2021	Disease
MONDO:0020794	Colorectal medullary carcinoma	MONDO	C1707438		22 Jan 2021	Disease
MONDO:0020795	Silver-Russell syndrome 5	MONDO	C5394456	618908.0	17 Jun 2020	Disease
MONDO:0020796	Silver-Russell syndrome 1	MONDO	C5393125	180860.0	21 Oct 2021	Disease
MONDO:0020797	Decompression sickness	MONDO	C0011119		17 Apr 2020	Disease
MONDO:0020798	Hypoparathyroidism, familial isolated, 2	MONDO	C5394383	618883.0	22 Jan 2021	Disease
MONDO:0020799	Basal cell neoplasm	MONDO	C0206710		01 Jan 2022	Disease
MONDO:0020800	Demyelinating disease of central nervous system	MONDO	C0011302		17 Apr 2020	Disease
MONDO:0020801	Rectal medullary carcinoma	MONDO	C1882915		22 Jan 2021	Disease
MONDO:0020803	Bundle branch block	MONDO	C0006384		16 Feb 2016	Finding
MONDO:0020804	Basal cell carcinoma	MONDO	C0007117		04 Apr 2018	Disease
MONDO:0020805	Benign basal cell neoplasm	MONDO	C0474802		01 Jan 2022	Disease
MONDO:0020806	Sinoatrial block	MONDO	C0037188		16 Feb 2016	Finding
MONDO:0020807	Ovarian sertoli-stromal cell tumor	MONDO	C1518732		01 Jan 2022	Disease
MONDO:0020808	Testicular sertoli cell tumor	MONDO	C0349671		01 Jan 2022	Disease
MONDO:0020809	Benign sertoli cell tumor	MONDO	C1879826		01 Jan 2022	Disease
MONDO:0020811	Mitochondrial complex III deficiency, nuclear type	MONDO	CN263088		28 Dec 2019	Disease
MONDO:0020812	Exposure, dental pulp	MONDO	C0011406		17 Apr 2020	Disease
MONDO:0020813	Benign testicular sertoli cell tumor	MONDO	C1332540		01 Jan 2022	Disease
MONDO:0020814	Miliaria alba	MONDO	C0406493		01 Jan 2022	Disease
MONDO:0020815	Dentigerous cyst	MONDO	C0011428		17 Apr 2020	Disease
MONDO:0020816	Miliaria papulosa	MONDO	C0406494		01 Jan 2022	Disease
MONDO:0020817	Miliaria vesiculosa	MONDO	C0406495		01 Jan 2022	Disease
MONDO:0020818	Secondary dentine	MONDO	C0011434		17 Apr 2020	Disease
MONDO:0020820	Distal arthrogryposis type 2B1	MONDO	C5193014	601680.0	19 Apr 2022	Disease
MONDO:0020823	Infantile miliaria	MONDO	C1274264		01 Jan 2022	Disease
MONDO:0020830	Diaphragmitis	MONDO	C0011985		17 Apr 2020	Disease
MONDO:0020831	Congenital vertebral-cardiac-renal anomalies syndrome	MONDO	CN258631		17 Apr 2020	Disease
MONDO:0020835	Methemoglobinemia, alpha type	MONDO	C4693798	617973.0	22 Jan 2021	Disease
MONDO:0020836	Autism, susceptiblity to	MONDO	CN301178		01 Dec 2021	Disease
MONDO:0020837	Oocyte maturation defect 5	MONDO	CN257793	617996.0	19 Apr 2022	Disease
MONDO:0020838	Anterior nasal diphtheria	MONDO	C0012553		04 Jun 2020	Infectious disease
MONDO:0020840	Pulmonary alveolar proteinosis with hypogammaglobulinemia	MONDO	C4747984	618042.0	22 Jan 2021	Disease
MONDO:0020841	Neurodevelopmental disorder with cerebellar atrophy and with or without seizures	MONDO	C4748032	618056.0	22 Jan 2021	Disease
MONDO:0020843	Pseudomembranous diphtheritic conjunctivitis	MONDO	C0012554		04 Jun 2020	Infectious disease
MONDO:0020845	Progressive external ophthalmoplegia with mitochondrial DNA deletions, autosomal recessive 5	MONDO	C4748184	618098.0	22 Jan 2021	Disease
MONDO:0020846	Intellectual disability, autosomal recessive 64	MONDO	C4748192	618103.0	07 Jun 2021	Disease
MONDO:0020847	Intellectual disability, autosomal dominant 58	MONDO	C4748195	618106.0	07 Jun 2021	Disease
MONDO:0020848	Osteopetrosis, autosomal dominant 3	MONDO	C4748197	618107.0	22 Jan 2021	Disease
MONDO:0020849	Immunodeficiency 57	MONDO	C4748212	618108.0	28 May 2020	Disease
MONDO:0020850	Intellectual disability, autosomal recessive 65	MONDO	C4748219	618109.0	17 Apr 2020	Disease
MONDO:0020851	Spermatogenic failure 30	MONDO	C4748224	618110.0	22 Jan 2021	Disease
MONDO:0020852	Spermatogenic failure 31	MONDO	C4748234	618112.0	22 Jan 2021	Disease
MONDO:0020853	Encephalitis/encephalopathy, mild, with reversible myelin vacuolization	MONDO	C4722446	618113.0	22 Jan 2021	Disease
MONDO:0020854	Liddle syndrome 2	MONDO	C4748251	618114.0	22 Jan 2021	Disease
MONDO:0020855	Spermatogenic failure 32	MONDO	C4748253	618115.0	22 Jan 2021	Disease
MONDO:0020856	Bone marrow failure syndrome 4	MONDO	C4748257	618116.0	22 Jan 2021	Disease
MONDO:0020857	Ovarian dysgenesis 7	MONDO	C4748263	618117.0	22 Jan 2021	Disease
MONDO:0020858	Mitochondrial complex 5 (ATP synthase) deficiency nuclear type 5	MONDO	C4748269	618120.0	17 Apr 2020	Disease
MONDO:0020860	Faucial diphtheria	MONDO	C0012556		04 Jun 2020	Infectious disease
MONDO:0020863	Laryngeal diphtheria	MONDO	C0012557		04 Jun 2020	Infectious disease
MONDO:0020866	Nasopharyngeal diphtheria	MONDO	C0012558		04 Jun 2020	Infectious disease
MONDO:0020927	Postaxial polydactyly	MONDO	C0220697		22 Jan 2019	Disease
MONDO:0020937	Contractures, pterygia, and variable skeletal fusions syndrome	MONDO	CN263140		12 Jan 2020	Disease
MONDO:0020944	Fungal infection of eye	MONDO	C0015405		04 Jun 2020	Infectious disease
MONDO:0020947	Parasitic eye infection	MONDO	C0015406		04 Jun 2020	Infectious disease
MONDO:0020950	Viral eye infection	MONDO	C0015407		04 Jun 2020	Infectious disease
MONDO:0020959	Mansonella ozzardi infection	MONDO	C0016089		04 Jun 2020	Infectious disease
MONDO:0020971	Gonococcal urethritis	MONDO	C0018078		04 Jun 2020	Infectious disease
MONDO:0020974	Laryngeal granuloma	MONDO	C0018196		17 Apr 2020	Disease
MONDO:0020977	Granulomatous prostatitis	MONDO	C0018204		17 Apr 2020	Disease
MONDO:0020979	Pilosebaceous hamartoma	MONDO	C1335410		17 Apr 2020	Disease
MONDO:0020980	Hair nevus	MONDO	C0018508		17 Apr 2020	Disease
MONDO:0020983	Myocardial rupture	MONDO	C0018813		17 Apr 2020	Disease
MONDO:0020989	Hereditary persistence of fetal hemoglobin	MONDO	C0019025	141749.0	22 Jan 2021	Disease
MONDO:0021001	Hemochromatosis type 1	MONDO	C3469186	235200.0	16 Feb 2016	Disease
MONDO:0021002	Syndactyly	MONDO	C0039075		23 Nov 2021	Disease
MONDO:0021003	Polydactyly	MONDO	C0152427	603596.0	16 Feb 2016	Disease
MONDO:0021004	Brachydactyly	MONDO	C0221357		16 Feb 2016	Disease
MONDO:0021005	Faciodigitogenital syndrome	MONDO	CN293568		04 Dec 2020	Disease
MONDO:0021008	Secondary antiphospholipid syndrome	MONDO	C0409983		17 Apr 2020	Disease
MONDO:0021009	Salivary gland mucoepidermoid carcinoma	MONDO	C1335903		17 Apr 2020	Disease
MONDO:0021010	Skin lymphangiosarcoma	MONDO	C0346082		17 Apr 2020	Disease
MONDO:0021013	Trichothiodystrophy 4, nonphotosensitive	MONDO	C1313961	234050.0	19 Apr 2022	Disease
MONDO:0021016	Channelopathy	MONDO	C1720983		17 Apr 2020	Disease
MONDO:0021017	Synaptopathy	MONDO			17 Apr 2020	Disease
MONDO:0021018	Autosomal dominant limb-girdle muscular dystrophy type 1D (DNAJB6)	MONDO	C4721885	603511.0	19 Apr 2022	Disease
MONDO:0021020	Crigler-Najjar syndrome type 1	MONDO	CN029644	218800.0	22 Apr 2020	Disease
