COSMIC_PHENOTYPE_ID,SITE_PRIMARY,SITE_SUBTYPE1,SITE_SUBTYPE2,SITE_SUBTYPE3,HISTOLOGY,HIST_SUBTYPE1,HIST_SUBTYPE2,HIST_SUBTYPE3,SITE_PRIMARY_COSMIC,SITE_SUBTYPE1_COSMIC,SITE_SUBTYPE2_COSMIC,SITE_SUBTYPE3_COSMIC,HISTOLOGY_COSMIC,HIST_SUBTYPE1_COSMIC,HIST_SUBTYPE2_COSMIC,HIST_SUBTYPE3_COSMIC,NCI,EFO
COSO27814826,NS,NS,NS,NS,cholangiocarcinoma,NS,NS,NS,biliary_tract,bile_duct,NS,NS,carcinoma,adenocarcinoma,NS,NS,C27813,http://purl.obolibrary.org/obo/MONDO_0003193
COSO56416271,retroperitoneum,NS,NS,NS,yolk_sac_tumour,NS,NS,NS,genital_tract,extragonadal,retroperitoneum,NS,germ_cell_tumour,yolk_sac_tumour,NS,NS,C3011,http://www.ebi.ac.uk/efo/EFO_0007252
COSO32025993,uterus,NS,NS,NS,choriocarcinoma,NS,NS,NS,placenta,NS,NS,NS,choriocarcinoma,NS,NS,NS,C8893,http://www.ebi.ac.uk/efo/EFO_1000479
COSO36286315,thyroid,NS,NS,NS,carcinoma,anaplastic,paucicellular,with_tall_cell_papillary_component,thyroid,NS,NS,NS,carcinoma,anaplastic_carcinoma,NS,NS,C3878,http://www.ebi.ac.uk/efo/EFO_1000595
COSO108036157,soft_tissue,femoral,NS,NS,liposarcoma,myxoid,NS,NS,soft_tissue,fat,femoral,NS,liposarcoma,myxoid-round_cell,NS,NS,C4253,
COSO283910667,breast,NS,NS,NS,carcinoma,mixed_ductal_and_lobular,NS,NS,breast,NS,NS,NS,carcinoma,ductolobular_carcinoma,NS,NS,C5160,http://www.ebi.ac.uk/efo/EFO_1000382
COSO28684826,colon,right,NS,NS,adenocarcinoma,with_mucinous_features,NS,NS,large_intestine,colon,right,NS,carcinoma,adenocarcinoma,NS,NS,C4349,http://www.ebi.ac.uk/efo/EFO_1001949
COSO37996801,mandible,NS,NS,NS,ameloblastoma,multicystic,follicular,NS,bone,mandible,NS,NS,other,ameloblastoma,follicular,NS,C4313,http://purl.obolibrary.org/obo/MONDO_0017795
COSO38226801,maxilla,NS,NS,NS,ameloblastoma,multicystic,follicular,NS,bone,maxilla,NS,NS,other,ameloblastoma,follicular,NS,C4313,http://purl.obolibrary.org/obo/MONDO_0017795
COSO28365270,meninges,convexity,NS,NS,meningioma,NS,NS,NS,meninges,NS,NS,NS,meningioma,NS,NS,NS,C3230,http://purl.obolibrary.org/obo/MONDO_0016642
COSO28365270,meninges,intraventricular,NS,NS,meningioma,NS,NS,NS,meninges,NS,NS,NS,meningioma,NS,NS,NS,C3230,http://purl.obolibrary.org/obo/MONDO_0016642
COSO28365270,meninges,frontobasal,NS,NS,meningioma,NS,NS,NS,meninges,NS,NS,NS,meningioma,NS,NS,NS,C3230,http://purl.obolibrary.org/obo/MONDO_0016642
COSO28365270,meninges,petroclival,NS,NS,meningioma,NS,NS,NS,meninges,NS,NS,NS,meningioma,NS,NS,NS,C3230,http://purl.obolibrary.org/obo/MONDO_0016642
COSO28365270,meninges,temporobasal,NS,NS,meningioma,NS,NS,NS,meninges,NS,NS,NS,meningioma,NS,NS,NS,C3230,http://purl.obolibrary.org/obo/MONDO_0016642
COSO27986358,blood_bone_marrow,NS,NS,NS,Waldenstrom_macroglobulinaemia,symptomatic,NS,NS,haematopoietic_and_lymphoid_tissue,NS,NS,NS,lymphoid_neoplasm,lymphoplasmacytic_lymphoma,NS,NS,C3212,http://www.ebi.ac.uk/efo/EFO_0002616
COSO303821535,mediastinum,NS,NS,NS,teratoma,with_malignant_transformation,NS,NS,genital_tract,extragonadal,mediastinum,NS,germ_cell_tumour,teratoma,somatic-type_malignancy,NS,C4289,
COSO59536050,skin,acral,ventral,NS,melanoma,superficial_spreading,NS,NS,skin,acral,NS,NS,malignant_melanoma,superficial_spreading,NS,NS,C9152,
COSO29026019,endometrium,NS,NS,NS,carcinoma,lymphoepithelioma_like,NS,NS,endometrium,NS,NS,NS,carcinoma,lymphoepithelioma_like_carcinoma,NS,NS,C7758,
COSO28275239,brain,vermis,NS,NS,glioma,astrocytoma_Grade_III,anaplastic,NS,central_nervous_system,cerebellum,NS,NS,glioma,astrocytoma_Grade_III,anaplastic,NS,C9477,http://www.ebi.ac.uk/efo/EFO_0002499
COSO28275239,brain,cerebellar_hemisphere,NS,NS,glioma,astrocytoma_Grade_III,anaplastic,NS,central_nervous_system,cerebellum,NS,NS,glioma,astrocytoma_Grade_III,anaplastic,NS,C9477,http://www.ebi.ac.uk/efo/EFO_0002499
COSO27984965,blood_bone_marrow,NS,NS,NS,leukaemia,acute_myeloid_FAB_M0,with_recurrent_genetic_abnormality_inv(3)(q21q26.6),NS,haematopoietic_and_lymphoid_tissue,NS,NS,NS,haematopoietic_neoplasm,acute_myeloid_leukaemia,M0,NS,C3171,http://www.ebi.ac.uk/efo/EFO_0000222
COSO27984912,blood_bone_marrow,NS,NS,NS,leukaemia,acute_myeloid_FAB_M2,with_recurrent_genetic_abnormality_inv(3)(q21q26.6),NS,haematopoietic_and_lymphoid_tissue,NS,NS,NS,haematopoietic_neoplasm,acute_myeloid_leukaemia,M2,NS,C3171,http://www.ebi.ac.uk/efo/EFO_0000222
COSO27984920,blood_bone_marrow,NS,NS,NS,leukaemia,acute_lymphoblastic,B_cell_precursor,ALL-B_II,haematopoietic_and_lymphoid_tissue,NS,NS,NS,lymphoid_neoplasm,acute_lymphoblastic_B_cell_leukaemia,NS,NS,C8644,http://www.ebi.ac.uk/efo/EFO_0000094
COSO60046429,brain,lateral_ventricle,NS,NS,glioma,astrocytoma,subependymal_giant_cell,NS,central_nervous_system,lateral_ventricle,NS,NS,glioma,astrocytoma_Grade_I,subependymal_giant_cell,NS,C3696,
COSO97905229,brain,temporooccipital,NS,NS,glioma,astrocytoma,subependymal_giant_cell_like,NS,central_nervous_system,temporooccipital,NS,NS,glioma,astrocytoma,NS,NS,C60781,http://www.ebi.ac.uk/efo/EFO_0000272
COSO27755362,appendix,NS,NS,NS,adenoma,tubulovillous,NS,NS,large_intestine,appendix,NS,NS,adenoma,tubulovillous,NS,NS,C43547,
COSO28246463,brain,NS,NS,NS,glioma,oligodendroglioma_Grade_III,anaplastic,NS,central_nervous_system,brain,NS,NS,glioma,oligodendroglioma_Grade_III,anaplastic,NS,C4326,http://www.ebi.ac.uk/efo/EFO_0002501
COSO277518963,appendix,NS,NS,NS,low_grade_mucinous_neoplasm,with_serrated_configuration_and_traditional_serrated_adenoma-like_foci,NS,NS,large_intestine,appendix,NS,NS,other,low_grade_mucinous_neoplasm,NS,NS,C42598,
COSO28694826,colon,sigmoid,NS,NS,carcinoma,signet_ring,mucinous,NS,large_intestine,colon,sigmoid,NS,carcinoma,adenocarcinoma,NS,NS,C4349,http://www.ebi.ac.uk/efo/EFO_1001949
COSO283910667,breast,NS,NS,NS,carcinoma,mixed_ductal_and_lobular,ER-positive,NS,breast,NS,NS,NS,carcinoma,ductolobular_carcinoma,NS,NS,C5160,http://www.ebi.ac.uk/efo/EFO_1000382
COSO327419789,skin,ear,aural_helix,NS,melanoma,clear_cell,NS,NS,skin,ear,NS,NS,malignant_melanoma,clear_cell,NS,NS,C3510,http://www.ebi.ac.uk/efo/EFO_0000389
COSO28396013,breast,NS,NS,NS,carcinoma,acinic_cell,with_invasive_ductal_carcinoma_component,NS,breast,NS,NS,NS,carcinoma,acinic_cell_carcinoma,NS,NS,C40367,
COSO37735298,abdominal,NS,NS,NS,fibromatosis,desmoid-type,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,abdomen,NS,desmoid_tumour-fibromatosis,NS,NS,NS,C3741,
COSO29645555,kidney,left,NS,NS,carcinoma,renal_cell,conventional,NS,kidney,NS,NS,NS,carcinoma,clear_cell_renal_cell_carcinoma,NS,NS,C4033,http://www.ebi.ac.uk/efo/EFO_0000349
COSO606311341,breast,right,NS,NS,sarcoma,histiocytic,NS,NS,haematopoietic_and_lymphoid_tissue,breast,NS,NS,lymphoid_neoplasm,malignant_histiocytosis,NS,NS,C9294,
COSO29005278,pancreas,distal,NS,NS,adenocarcinoma,ductal,tubular,NS,pancreas,NS,NS,NS,carcinoma,ductal_carcinoma,NS,NS,C9120,http://www.ebi.ac.uk/efo/EFO_0002517
COSO331610856,skin,foot,dorsum,NS,Spitzoid_tumour,atypical,NS,NS,skin,foot,NS,NS,other,atypical_Spitzoid_tumour,NS,NS,C7058,http://purl.obolibrary.org/obo/MONDO_0021143
COSO106484851,breast,nipple,NS,NS,adenoma,usual_ductal_hyperplasia-like,NS,NS,breast,nipple,NS,NS,other,adenoma,NS,NS,C4192,
COSO606619227,brain,cortex,NS,NS,focal_cortical_dysplasia,type_IIa,NS,NS,central_nervous_system,cerebral_cortex,NS,NS,other,focal_cortical_dysplasia,NS,NS,C42088,http://www.orpha.net/ORDO/Orphanet_268950
COSO606619227,brain,cortex,NS,NS,focal_cortical_dysplasia,type_IIb,NS,NS,central_nervous_system,cerebral_cortex,NS,NS,other,focal_cortical_dysplasia,NS,NS,C42088,http://www.orpha.net/ORDO/Orphanet_268950
COSO290220065,uterus,corpus,NS,NS,adenosarcoma,NS,NS,NS,endometrium,NS,NS,NS,other,adenosarcoma,NS,NS,C6336,
COSO35376197,soft_tissue,wrist,NS,NS,giant_cell_tumour,NS,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,forearm,NS,giant_cell_tumour,NS,NS,NS,C49107,http://www.ebi.ac.uk/efo/EFO_1000281
COSO29954866,lung,left_upper_lobe,NS,NS,hamartoma,NS,NS,NS,lung,left_upper_lobe,NS,NS,other,hamartoma,NS,NS,C3497,
COSO36715257,brain,thalamus,bilateral,NS,glioma,high_grade,small_cell,NS,central_nervous_system,NS,NS,NS,glioma,NS,NS,NS,C3059,http://www.ebi.ac.uk/efo/EFO_0005543
COSO28545356,colon,ascending,NS,NS,serrated_polyp,pedunculated,NS,NS,large_intestine,colon,ascending,NS,serrated_polyp,serrated_adenoma,NS,NS,C43577,
COSO57434818,bone,sacrum,NS,NS,lymphoma,large_B_cell,diffuse,NS,haematopoietic_and_lymphoid_tissue,bone,NS,NS,lymphoid_neoplasm,diffuse_large_B_cell_lymphoma,NS,NS,C8851,http://www.ebi.ac.uk/efo/EFO_0000403
COSO27984896,blood_bone_marrow,NS,NS,NS,myelodysplastic_syndrome,with_monoallelic_mutations_of_CEBPA,NS,NS,haematopoietic_and_lymphoid_tissue,NS,NS,NS,haematopoietic_neoplasm,myelodysplastic_syndrome,NS,NS,C3247,http://www.ebi.ac.uk/efo/EFO_0000198
COSO27984896,blood_bone_marrow,NS,NS,NS,myelodysplastic_syndrome,with_biallelic_mutations_of_CEBPA,NS,NS,haematopoietic_and_lymphoid_tissue,NS,NS,NS,haematopoietic_neoplasm,myelodysplastic_syndrome,NS,NS,C3247,http://www.ebi.ac.uk/efo/EFO_0000198
COSO29005912,pancreas,NS,NS,NS,neoplasm,cystic,mucinous,with_high_grade_dysplasia,pancreas,NS,NS,NS,other,cystic_tumour,NS,NS,C3305,http://www.ebi.ac.uk/efo/EFO_0003860
COSO29005899,pancreas,head,NS,NS,intraductal_papillary-mucinous_neoplasm,low_grade_dysplasia,with_PanIN2,NS,pancreas,NS,NS,NS,other,dysplasia-in_situ_neoplasm,NS,NS,C4845,
COSO29005899,pancreas,head_tail,NS,NS,intraductal_papillary-mucinous_neoplasm,low_grade_dysplasia,with_PanIN2,NS,pancreas,NS,NS,NS,other,dysplasia-in_situ_neoplasm,NS,NS,C4845,
COSO29005899,pancreas,body_tail,NS,NS,intraductal_papillary-mucinous_neoplasm,high_grade_dysplasia,NS,NS,pancreas,NS,NS,NS,other,dysplasia-in_situ_neoplasm,NS,NS,C4845,
COSO29005912,pancreas,body_neck_tail,NS,NS,cyst,prior_to_developing_pancreatic_ductal_adenocarcinoma,NS,NS,pancreas,NS,NS,NS,other,cystic_tumour,NS,NS,C3305,http://www.ebi.ac.uk/efo/EFO_0003860
COSO555810550,brain,posterior_fossa,NS,NS,haemangioblastoma,NS,NS,NS,soft_tissue,blood_vessel,brain,NS,haemangioblastoma,NS,NS,NS,C3801,http://purl.obolibrary.org/obo/MONDO_0016748
COSO106904845,autonomic_ganglia,para_iliac,NS,NS,paraganglioma,NS,NS,NS,autonomic_ganglia,para_iliac,NS,NS,paraganglioma,NS,NS,NS,C3309,
COSO28994818,ileo-caecal,NS,NS,NS,lymphoma,diffuse_large_B_cell,anaplastic,NS,haematopoietic_and_lymphoid_tissue,small_intestine,NS,NS,lymphoid_neoplasm,diffuse_large_B_cell_lymphoma,NS,NS,C96055,http://www.ebi.ac.uk/efo/EFO_1000534
COSO279818352,blood_bone_marrow,NS,NS,NS,leukaemia,acute_myelogenous_FAB_M0,transformed_from_CIMF,NS,haematopoietic_and_lymphoid_tissue,NS,NS,NS,haematopoietic_neoplasm,acute_leukaemic_transformation_of_primary_myelofibrosis,NS,NS,C25765,
COSO59894841,mediastinum,NS,NS,NS,carcinoid,NS,NS,NS,mediastinum,NS,NS,NS,carcinoid-endocrine_tumour,NS,NS,NS,C2915,http://www.ebi.ac.uk/efo/EFO_0004243
COSO290220065,endometrium,NS,NS,NS,adenosarcoma,NS,NS,NS,endometrium,NS,NS,NS,other,adenosarcoma,NS,NS,C6336,
COSO29745544,larynx,glottis,NS,NS,dysplasia,non_progressing,NS,NS,upper_aerodigestive_tract,larynx,glottis,NS,other,dysplasia,NS,NS,C4838,http://www.ebi.ac.uk/efo/EFO_1000227
COSO29725544,larynx,NS,NS,NS,dysplasia,non_progressing,NS,NS,upper_aerodigestive_tract,larynx,NS,NS,other,dysplasia,NS,NS,C4838,http://www.ebi.ac.uk/efo/EFO_1000227
COSO55475207,bone,radius,NS,NS,giant_cell_tumour,conventional,NS,NS,bone,radius,NS,NS,other,giant_cell_tumour,NS,NS,C121932,http://www.ebi.ac.uk/efo/EFO_0007176
COSO32746105,skin,ear,NS,NS,nevus,congenital,with_atypical_dermal_epithelioid_component,NS,skin,ear,NS,NS,benign_melanocytic_nevus,congenital,NS,NS,C3944,
COSO1064319090,face,NS,NS,NS,lipomatosis,infiltrating,NS,NS,soft_tissue,fat,face,NS,Overgrowth_syndrome,lipoma,NS,NS,C3192,http://www.ebi.ac.uk/efo/EFO_0000759
COSO283617934,central_nervous_system,cerebellar_tentorium,NS,NS,melanocytic_neoplasm_of_intermediate_differentiation,NS,NS,NS,meninges,NS,NS,NS,melanocytic_neoplasm,NS,NS,NS,C4661,http://www.ebi.ac.uk/efo/EFO_1000493
COSO36286294,thyroid,NS,NS,NS,carcinoma,papillary,with_anaplastic_component,NS,thyroid,NS,NS,NS,carcinoma,papillary_carcinoma,NS,NS,C4035,http://www.ebi.ac.uk/efo/EFO_0000641
COSO29005278,pancreas,head,NS,NS,adenocarcinoma,ductal,with_intraductal_papillary_mucinous_neoplasm,with_PanIN1,pancreas,NS,NS,NS,carcinoma,ductal_carcinoma,NS,NS,C9120,http://www.ebi.ac.uk/efo/EFO_0002517
COSO36434830,vulva,NS,NS,NS,carcinoma,squamous_cell_carcinoma,keratinizing,NS,vulva,NS,NS,NS,carcinoma,squamous_cell_carcinoma,NS,NS,C4052,http://www.ebi.ac.uk/efo/EFO_1000624
COSO1073020346,soft_tissue,fat,toe,NS,macrodactyly,NS,NS,NS,soft_tissue,fat,toe,NS,Overgrowth_syndrome,macrodactyly,NS,NS,C48900,
COSO1025920346,skin,finger,NS,NS,macrodactyly,NS,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,digit,NS,Overgrowth_syndrome,macrodactyly,NS,NS,C48900,
COSO333020353,skin,foot,NS,NS,hemihyperplasia-multiple_lipomatosis,NS,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,foot,NS,Overgrowth_syndrome,hemihyperplasia-multiple_lipomatosis,NS,NS,C94828,http://www.orpha.net/ORDO/Orphanet_93460
COSO292910623,sinonasal,NS,NS,NS,adenocarcinoma,intestinal,with_signet_ring_cells_and_mucinous_features,NS,upper_aerodigestive_tract,sinonasal_and_nasal_cavity,NS,NS,carcinoma,adenocarcinoma,intestinal,NS,C54293,http://purl.obolibrary.org/obo/MONDO_0056819
COSO29296719,nasal_septum,NS,NS,NS,carcinoma,poorly_differentiated,with_focal_glandular_acinar_differentiation,NS,upper_aerodigestive_tract,sinonasal_and_nasal_cavity,NS,NS,carcinoma,poorly_differentiated_carcinoma,NS,NS,C54293,http://purl.obolibrary.org/obo/MONDO_0056819
COSO59116172,cheek,NS,NS,NS,malignant_peripheral_nerve_sheath_tumour,NS,NS,NS,soft_tissue,nerve_sheath,face,NS,malignant_peripheral_nerve_sheath_tumour,NS,NS,NS,C3798,http://www.ebi.ac.uk/efo/EFO_0000760
COSO28994799,duodenum,NS,NS,NS,lymphoma,non_Hodgkin,B_cell,NS,haematopoietic_and_lymphoid_tissue,small_intestine,NS,NS,lymphoid_neoplasm,B_cell_lymphoma_unspecified,NS,NS,C27907,http://purl.obolibrary.org/obo/MONDO_0004095
COSO108204799,mesentery,NS,NS,NS,lymphoma,non_Hodgkin,B_cell,NS,haematopoietic_and_lymphoid_tissue,mesentery,NS,NS,lymphoid_neoplasm,B_cell_lymphoma_unspecified,NS,NS,C27907,http://purl.obolibrary.org/obo/MONDO_0004095
COSO27985045,blood_bone_marrow,NS,NS,NS,leukaemia,chronic_lymphocytic,B_cell,asymptomatic_with_concurrent_PV,haematopoietic_and_lymphoid_tissue,NS,NS,NS,lymphoid_neoplasm,chronic_lymphocytic_leukaemia-small_lymphocytic_lymphoma,NS,NS,C27911,http://www.ebi.ac.uk/efo/EFO_0000095
COSO33746078,skin,trunk,NS,NS,melanoma,ulcerated,NS,NS,skin,trunk,NS,NS,malignant_melanoma,NS,NS,NS,C3510,http://www.ebi.ac.uk/efo/EFO_0000389
COSO583119876,temple,NS,NS,NS,haemangioma,congenital,non_involuting,NS,soft_tissue,blood_vessel,face,NS,haemangioma,congenital,NS,NS,C3841,
COSO1021519876,nose,NS,NS,NS,haemangioma,congenital,non_involuting,NS,soft_tissue,blood_vessel,nose,NS,haemangioma,congenital,NS,NS,C3841,
COSO1035419876,ear,NS,NS,NS,haemangioma,congenital,non_involuting,NS,soft_tissue,blood_vessel,ear,NS,haemangioma,congenital,NS,NS,C3841,
COSO1059019876,lower_extremity,NS,NS,NS,haemangioma,congenital,non_involuting,NS,soft_tissue,blood_vessel,lower_extremity,NS,haemangioma,congenital,NS,NS,C3841,
COSO1059019876,lower_extremity,NS,NS,NS,haemangioma,congenital,rapidly_involuting,NS,soft_tissue,blood_vessel,lower_extremity,NS,haemangioma,congenital,NS,NS,C3841,
COSO535810126,skin,lower_lip,NS,NS,melanoma,desmoplastic,mixed,NS,skin,lip,NS,NS,malignant_melanoma,desmoplastic,NS,NS,C37257,
COSO277519881,appendix,NS,NS,NS,high_grade_mucinous_neoplasm,NS,NS,NS,large_intestine,appendix,NS,NS,other,high_grade_mucinous_neoplasm,NS,NS,C96421,
COSO29005899,pancreas,body,NS,NS,intraductal_papillary-mucinous_neoplasm,intestinal,high_grade_dysplasia,NS,pancreas,NS,NS,NS,other,dysplasia-in_situ_neoplasm,NS,NS,C4845,
COSO29005278,pancreas,main_duct,NS,NS,adenocarcinoma,ductal,NS,NS,pancreas,NS,NS,NS,carcinoma,ductal_carcinoma,NS,NS,C9120,http://www.ebi.ac.uk/efo/EFO_0002517
COSO29005899,pancreas,body,NS,NS,intraductal_papillary-mucinous_neoplasm,gastric,intermediate_grade_dysplasia,NS,pancreas,NS,NS,NS,other,dysplasia-in_situ_neoplasm,NS,NS,C4845,
COSO29005899,pancreas,body,NS,NS,intraductal_papillary-mucinous_neoplasm,pancreatobiliary,high_grade_dysplasia,NS,pancreas,NS,NS,NS,other,dysplasia-in_situ_neoplasm,NS,NS,C4845,
COSO33746688,skin,trunk,NS,NS,nevus,blue,common,NS,skin,trunk,NS,NS,benign_melanocytic_nevus,blue,NS,NS,C3803,http://www.ebi.ac.uk/efo/EFO_1000841
COSO29005899,pancreas,tail,NS,NS,intraductal_papillary-mucinous_neoplasm,gastric,low_grade_dysplasia,with_concomitant_ductal_adenocarcinoma,pancreas,NS,NS,NS,other,dysplasia-in_situ_neoplasm,NS,NS,C4845,
COSO556317328,skin,extremity,NS,NS,nevus,blue,cellular,NS,skin,extremity,NS,NS,benign_melanocytic_nevus,blue,cellular,NS,C4241,
COSO37946780,skin,forehead,NS,NS,pyogenic_granuloma,arising_in_port_wine_stain,NS,NS,soft_tissue,blood_vessel,skin,NS,haemangioma,capillary,NS,NS,C7457,http://purl.obolibrary.org/obo/MONDO_0002407
COSO37946780,skin,chin,NS,NS,pyogenic_granuloma,arising_in_port_wine_stain,NS,NS,soft_tissue,blood_vessel,skin,NS,haemangioma,capillary,NS,NS,C7457,http://purl.obolibrary.org/obo/MONDO_0002407
COSO1023910553,appendix,NS,NS,NS,pseudomyxoma_peritonei,disseminated_peritoneal_adenomucinosis,NS,NS,peritoneum,appendix,NS,NS,other,pseudomyxoma_peritonei,NS,NS,C3345,http://www.ebi.ac.uk/efo/EFO_0007456
COSO28046780,NS,NS,NS,NS,pyogenic_granuloma,NS,NS,NS,soft_tissue,blood_vessel,NS,NS,haemangioma,capillary,NS,NS,C7457,http://purl.obolibrary.org/obo/MONDO_0002407
COSO583119898,skin,eye,NS,NS,port_wine_stain,nodular,NS,NS,soft_tissue,blood_vessel,face,NS,other,vascular_malformation,port_wine_stain,NS,C3840,http://www.orpha.net/ORDO/Orphanet_624
COSO37946780,skin,NS,NS,NS,cherry_angioma,NS,NS,NS,soft_tissue,blood_vessel,skin,NS,haemangioma,capillary,NS,NS,C7457,http://purl.obolibrary.org/obo/MONDO_0002407
COSO37946780,skin,calf,NS,NS,cherry_angioma,NS,NS,NS,soft_tissue,blood_vessel,skin,NS,haemangioma,capillary,NS,NS,C7457,http://purl.obolibrary.org/obo/MONDO_0002407
COSO278118656,bile_duct,NS,NS,NS,intraductal_papillary_neoplasm,gastric_type,NS,NS,biliary_tract,bile_duct,NS,NS,other,intraductal_papillary_neoplasm,NS,NS,C6881,
COSO299110621,lung,NS,NS,NS,carcinoma,pleomorphic,with_adenocarcinoma_component,NS,lung,NS,NS,NS,carcinoma,pleomorphic_carcinoma,NS,NS,C45542,
COSO279819323,thigh,NS,NS,NS,sarcoma,dendritic_cell_sarcoma,interdigitating,NS,haematopoietic_and_lymphoid_tissue,NS,NS,NS,lymphoid_neoplasm,interdigitating_dendritic_cell_sarcoma,NS,NS,C9282,http://www.ebi.ac.uk/efo/EFO_0007329
COSO279818348,blood_bone_marrow,NS,NS,NS,leukaemia,acute_myeloid_FAB_M4,post_CMML-2,NS,haematopoietic_and_lymphoid_tissue,NS,NS,NS,haematopoietic_neoplasm,acute_leukaemic_transformation_of_chronic_myelomonocytic_leukaemia,NS,NS,C25765,
COSO279818348,blood_bone_marrow,NS,NS,NS,leukaemia,acute_myeloid,with_multilineage_dysplasia,post_CMML-2,haematopoietic_and_lymphoid_tissue,NS,NS,NS,haematopoietic_neoplasm,acute_leukaemic_transformation_of_chronic_myelomonocytic_leukaemia,NS,NS,C25765,
COSO279818348,blood_bone_marrow,NS,NS,NS,leukaemia,acute_myeloid_FAB_M4,with_multilineage_dysplasia,post_CMML-1,haematopoietic_and_lymphoid_tissue,NS,NS,NS,haematopoietic_neoplasm,acute_leukaemic_transformation_of_chronic_myelomonocytic_leukaemia,NS,NS,C25765,
COSO27984983,blood_bone_marrow,NS,NS,NS,leukaemia,acute_myeloid,MRC-2,NS,haematopoietic_and_lymphoid_tissue,NS,NS,NS,haematopoietic_neoplasm,acute_myeloid_leukaemia_associated_with_MDS,NS,NS,C7600,
COSO279818358,blood_bone_marrow,NS,NS,NS,leukaemia,acute_myeloid_FAB_M4eo,with_inv(16)(p13q22),NS,haematopoietic_and_lymphoid_tissue,NS,NS,NS,haematopoietic_neoplasm,acute_myeloid_leukaemia,core-binding_factor,inv(16),C3171,http://www.ebi.ac.uk/efo/EFO_0000222
COSO28395292,breast,NS,NS,NS,carcinoma,mucinous,pure,type_A,breast,NS,NS,NS,carcinoma,ductal_carcinoma,mucinous,NS,C4017,http://www.ebi.ac.uk/efo/EFO_0006318
COSO30136529,ovary,NS,NS,NS,carcinosarcoma,transformed_from_low_grade_serous_carcinoma,NS,NS,ovary,NS,NS,NS,carcinoma,carcinosarcoma-malignant_mesodermal_mixed_tumour,NS,NS,C9192,http://www.ebi.ac.uk/efo/EFO_1000412
COSO29164820,liver,NS,NS,NS,lymphoma,peripheral_T_cell,unspecified,NS,haematopoietic_and_lymphoid_tissue,liver,NS,NS,lymphoid_neoplasm,peripheral_T_cell_lymphoma_unspecified,NS,NS,C4340,http://www.ebi.ac.uk/efo/EFO_0000211
COSO29114820,spleen,NS,NS,NS,lymphoma,peripheral_T_cell,unspecified,NS,haematopoietic_and_lymphoid_tissue,spleen,NS,NS,lymphoid_neoplasm,peripheral_T_cell_lymphoma_unspecified,NS,NS,C4340,
COSO59524820,soft_tissue,buttock,NS,NS,lymphoma,peripheral_T_cell,unspecified,NS,haematopoietic_and_lymphoid_tissue,soft_tissue,NS,NS,lymphoid_neoplasm,peripheral_T_cell_lymphoma_unspecified,NS,NS,C4340,http://www.ebi.ac.uk/efo/EFO_0000211
COSO29184820,muscle,NS,NS,NS,lymphoma,peripheral_T_cell,unspecified,NS,haematopoietic_and_lymphoid_tissue,muscle,NS,NS,lymphoid_neoplasm,peripheral_T_cell_lymphoma_unspecified,NS,NS,C4340,http://www.ebi.ac.uk/efo/EFO_0000211
COSO279819093,blood_bone_marrow,NS,NS,NS,myelodysplastic-myeloproliferative_neoplasm,with_eosinophila_without_rearrangement_of_PDGFRA,NS,NS,haematopoietic_and_lymphoid_tissue,NS,NS,NS,haematopoietic_neoplasm,myelodysplastic-myeloproliferative_neoplasm,NS,NS,C27262,http://www.ebi.ac.uk/efo/EFO_1000388
COSO279821184,blood_bone_marrow,NS,NS,NS,leukaemia,chronic_myelomonocytic,with_eosinophila_without_rearrangement_of_PDGFRA,NS,haematopoietic_and_lymphoid_tissue,NS,NS,NS,haematopoietic_neoplasm,chronic_myelomonocytic_leukaemia,with_eosinophilia_without_PDGFRA_abnormality,NS,C36060,
COSO33806078,skin,shin,NS,NS,melanoma,NS,NS,NS,skin,lower_leg,NS,NS,malignant_melanoma,NS,NS,NS,C3510,http://www.ebi.ac.uk/efo/EFO_0000389
COSO32946078,skin,buttock,NS,NS,melanoma,NS,NS,NS,skin,buttock,NS,NS,malignant_melanoma,NS,NS,NS,C3510,http://www.ebi.ac.uk/efo/EFO_0000389
COSO38065259,brain,frontal_lobe,NS,NS,glioma,oligodendroglioma,IDH_mutant_and_1p/19q_codeleted,with_pleomorphic_xanthoastrocytoma_component,central_nervous_system,temporal_lobe,NS,NS,glioma,oligodendroglioma_Grade_II,NS,NS,C9377,http://www.ebi.ac.uk/efo/EFO_0000632
COSO355219012,soft_tissue,smooth_muscle,Fallopian_tube,NS,intravenous_leiomyomatosis,NS,NS,NS,soft_tissue,smooth_muscle,Fallopian_tube,NS,leiomyoma,intravascular_leiomyomatosis,NS,NS,C4518,
COSO1012219012,soft_tissue,smooth_muscle,parametrium,NS,intravenous_leiomyomatosis,NS,NS,NS,soft_tissue,smooth_muscle,parametrium,NS,leiomyoma,intravascular_leiomyomatosis,NS,NS,C4518,
COSO37996197,bone,mandible,NS,NS,giant_cell_tumour,conventional,NS,NS,bone,mandible,NS,NS,giant_cell_tumour,NS,NS,NS,C121932,
