DiseaseID	a	b	DiseaseName	c	d	link
DOID:0110969	ENSP00000322396	RRS1	Brachydactyly type B1	3.586	1.793	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000322396&type2=-26&id2=DOID:0110969
DOID:0110138	ENSP00000322568	SOX11	Bardet-Biedl syndrome 16	3.497	1.748	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000322568&type2=-26&id2=DOID:0110138
DOID:0111472	ENSP00000322570	POLE	Combined oxidative phosphorylation deficiency 9	3.271	1.635	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000322570&type2=-26&id2=DOID:0111472
DOID:0110169	ENSP00000322579	PHF23	Charcot-Marie-Tooth disease axonal type 2P	3.666	1.833	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000322579&type2=-26&id2=DOID:0110169
DOID:903	ENSP00000322784	OR5AK2	Gastrointestinal lymphoma	3.457	1.729	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000322784&type2=-26&id2=DOID:903
DOID:1998	ENSP00000322956	MFAP3	Lutembacher's syndrome	3.415	1.707	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000322956&type2=-26&id2=DOID:1998
DOID:3252	ENSP00000323068	TMEM168	Prostate rhabdomyosarcoma	3.683	1.842	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000323068&type2=-26&id2=DOID:3252
DOID:4078	ENSP00000323074	RAI1	Tricuspid valve stenosis	3.665	1.833	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000323074&type2=-26&id2=DOID:4078
DOID:0112269	ENSP00000323076	NDUFAF3	Primary ovarian insufficiency 18	4.083	2.041	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000323076&type2=-26&id2=DOID:0112269
DOID:0050784	ENSP00000323076	NDUFAF3	Primary progressive multiple sclerosis	3.812	1.906	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000323076&type2=-26&id2=DOID:0050784
DOID:0080382	ENSP00000323302	POC1B	Nephrotic syndrome type 3	4.072	2.036	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000323302&type2=-26&id2=DOID:0080382
DOID:12376	ENSP00000323606	OR6C2	Juvenile spinal muscular atrophy	3.681	1.84	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000323606&type2=-26&id2=DOID:12376
DOID:0050530	ENSP00000323606	OR6C2	Intermediate spinal muscular atrophy	3.599	1.799	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000323606&type2=-26&id2=DOID:0050530
DOID:12721	ENSP00000323686	C15orf54	Multiple epiphyseal dysplasia	3.81	1.905	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000323686&type2=-26&id2=DOID:12721
DOID:12661	ENSP00000323696	CRTAP	Tooth ankylosis	3.399	1.699	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000323696&type2=-26&id2=DOID:12661
DOID:9867	ENSP00000324122	PRPF31	Toxic maculopathy	4.109	2.054	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000324122&type2=-26&id2=DOID:9867
DOID:288	ENSP00000324270	OXTR	Endometriosis of uterus	4.347	2.174	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000324270&type2=-26&id2=DOID:288
DOID:0110553	ENSP00000324302	STXBP6	Autosomal dominant nonsyndromic deafness 23	4.351	2.175	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000324302&type2=-26&id2=DOID:0110553
DOID:0110493	ENSP00000324302	STXBP6	Autosomal recessive nonsyndromic deafness 35	3.991	1.995	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000324302&type2=-26&id2=DOID:0110493
DOID:9277	ENSP00000324463	YLPM1	Primary cerebellar degeneration	3.891	1.945	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000324463&type2=-26&id2=DOID:9277
DOID:6785	ENSP00000324510	BAIAP3	Desmoplastic small round cell tumor	4.384	2.192	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000324510&type2=-26&id2=DOID:6785
DOID:14174	ENSP00000324534	OR14C36	Central neurocytoma	4.314	2.157	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000324534&type2=-26&id2=DOID:14174
DOID:0050859	ENSP00000324648	CYP2B6	Hemorrhagic cystitis	3.228	1.614	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000324648&type2=-26&id2=DOID:0050859
DOID:10791	ENSP00000324648	CYP2B6	Frontal sinusitis	3.049	1.524	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000324648&type2=-26&id2=DOID:10791
DOID:0070297	ENSP00000324741	C7orf43	Primary microcephaly	3.19	1.595	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000324741&type2=-26&id2=DOID:0070297
DOID:8446	ENSP00000324856	STK11	Intussusception	4.7	2.35	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000324856&type2=-26&id2=DOID:8446
DOID:0110349	ENSP00000325017	NCAPD2	Osteogenesis imperfecta type 9	3.351	1.676	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000325017&type2=-26&id2=DOID:0110349
DOID:5729	ENSP00000325120	PGR	Intravenous leiomyomatosis	3.956	1.978	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000325120&type2=-26&id2=DOID:5729
DOID:2064	ENSP00000325120	PGR	Vulvar syringoma	3.687	1.843	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000325120&type2=-26&id2=DOID:2064
DOID:2999	ENSP00000325120	PGR	Granulosa cell tumor	3.649	1.825	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000325120&type2=-26&id2=DOID:2999
DOID:1373	ENSP00000325120	PGR	Endometrial stromal nodule	3.599	1.8	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000325120&type2=-26&id2=DOID:1373
DOID:342	ENSP00000325527	FBN1	Subclavian artery aneurysm	3.205	1.603	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000325527&type2=-26&id2=DOID:342
DOID:11165	ENSP00000325561	TMC8	Common wart	3.434	1.717	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000325561&type2=-26&id2=DOID:11165
DOID:0080739	ENSP00000325561	TMC8	Ehlers-Danlos syndrome spondylodysplastic type 3	3.153	1.577	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000325561&type2=-26&id2=DOID:0080739
DOID:664	ENSP00000325561	TMC8	Angiokeratoma of Fordyce	3.091	1.545	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000325561&type2=-26&id2=DOID:664
DOID:10175	ENSP00000325564	SYCN	Optic papillitis	3.219	1.61	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000325564&type2=-26&id2=DOID:10175
DOID:12029	ENSP00000325564	SYCN	Sympathetic ophthalmia	3.059	1.53	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000325564&type2=-26&id2=DOID:12029
DOID:9401	ENSP00000325738	TNP2	epididymo-orchitis	3.336	1.668	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000325738&type2=-26&id2=DOID:9401
DOID:0060281	ENSP00000325836	DIRAS1	Photosensitive epilepsy	3.483	1.741	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000325836&type2=-26&id2=DOID:0060281
DOID:0111216	ENSP00000325958	PTPMT1	Autosomal recessive centronuclear myopathy	3.557	1.778	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000325958&type2=-26&id2=DOID:0111216
DOID:0111217	ENSP00000325958	PTPMT1	Autosomal dominant centronuclear myopathy	3.239	1.62	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000325958&type2=-26&id2=DOID:0111217
DOID:0050041	ENSP00000326003	PUS10	Astrakhan spotted fever	4.612	2.306	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000326003&type2=-26&id2=DOID:0050041
DOID:10921	ENSP00000326003	PUS10	Siberian tick typhus	3.472	1.736	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000326003&type2=-26&id2=DOID:10921
DOID:0050042	ENSP00000326003	PUS10	Indian tick typhus	3.395	1.698	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000326003&type2=-26&id2=DOID:0050042
DOID:0060138	ENSP00000326159	KLK4	Autotopagnosia	3.027	1.514	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000326159&type2=-26&id2=DOID:0060138
DOID:0111263	ENSP00000326200	ZBTB11	Combined malonic and methylmalonic acidemia	5.042	2.521	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000326200&type2=-26&id2=DOID:0111263
DOID:0080889	ENSP00000326253	RTBDN	Posterior fossa ependymoma	3.665	1.833	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000326253&type2=-26&id2=DOID:0080889
DOID:0110025	ENSP00000326309	DEFB124	Age related macular degeneration 13	4.135	2.067	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000326309&type2=-26&id2=DOID:0110025
DOID:13902	ENSP00000326407	CLEC1A	White piedra	3.066	1.533	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000326407&type2=-26&id2=DOID:13902
DOID:12196	ENSP00000326424	NADSYN1	Superficial keratitis	3.636	1.818	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000326424&type2=-26&id2=DOID:12196
DOID:0110952	ENSP00000326519	PA1	Waardenburg syndrome type 2D	3.112	1.556	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000326519&type2=-26&id2=DOID:0110952
DOID:0110153	ENSP00000326767	MED25	Charcot-Marie-Tooth disease type 1E	3.885	1.943	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000326767&type2=-26&id2=DOID:0110153
DOID:0050539	ENSP00000326767	MED25	Charcot-Marie-Tooth disease type 2	3.377	1.688	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000326767&type2=-26&id2=DOID:0050539
DOID:0050540	ENSP00000326767	MED25	Charcot-Marie-Tooth disease type 3	3.324	1.662	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000326767&type2=-26&id2=DOID:0050540
DOID:0110196	ENSP00000326767	MED25	Charcot-Marie-Tooth disease type 4G	3.257	1.629	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000326767&type2=-26&id2=DOID:0110196
DOID:0060454	ENSP00000326981	IMP3	Subepithelial mucinous corneal dystrophy	3.267	1.634	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000326981&type2=-26&id2=DOID:0060454
DOID:0070347	ENSP00000327124	MIEF1	Encephalopathy due to defective mitochondrial and peroxisomal fission 1	3.327	1.663	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000327124&type2=-26&id2=DOID:0070347
DOID:0050521	ENSP00000327191	CCT6B	Oropouche fever	3.255	1.628	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000327191&type2=-26&id2=DOID:0050521
DOID:0111429	ENSP00000327246	VIPR1	Essential tremor 2	3.45	1.725	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000327246&type2=-26&id2=DOID:0111429
DOID:0110815	ENSP00000327368	COL10A1	Hereditary spastic paraplegia 64	3.08	1.54	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000327368&type2=-26&id2=DOID:0110815
DOID:6812	ENSP00000327427	ENSP00000327427	Childhood pilocytic astrocytoma	3.138	1.569	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000327427&type2=-26&id2=DOID:6812
DOID:13911	ENSP00000327533	LYG2	Achromatopsia	3.252	1.626	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000327533&type2=-26&id2=DOID:13911
DOID:0080733	ENSP00000327608	ADAMTSL5	Ehlers-Danlos syndrome dermatosparaxis type	3.348	1.674	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000327608&type2=-26&id2=DOID:0080733
DOID:0111408	ENSP00000327716	WRB	Exudative vitreoretinopathy 5	3.474	1.737	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000327716&type2=-26&id2=DOID:0111408
DOID:2772	ENSP00000327763	NLRP10	Irritant dermatitis	3.039	1.519	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000327763&type2=-26&id2=DOID:2772
DOID:0060370	ENSP00000327968	SNAI3	Parkinson's disease 7	3.541	1.771	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000327968&type2=-26&id2=DOID:0060370
DOID:13208	ENSP00000328054	CCDC144NL	Background diabetic retinopathy	3.245	1.622	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000328054&type2=-26&id2=DOID:13208
DOID:0110331	ENSP00000328118	MCF2L2	Leber congenital amaurosis 3	3.873	1.936	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000328118&type2=-26&id2=DOID:0110331
DOID:0110592	ENSP00000328203	TRAIP	Autosomal dominant nonsyndromic deafness 70	3.15	1.575	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000328203&type2=-26&id2=DOID:0110592
DOID:4337	ENSP00000328232	TCEB3C	Tinea capitis	3.571	1.785	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000328232&type2=-26&id2=DOID:4337
DOID:0080191	ENSP00000328335	SMIM10	PTEN hamartoma tumor syndrome	3.347	1.673	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000328335&type2=-26&id2=DOID:0080191
DOID:9839	ENSP00000328412	PDE6G	Accommodative esotropia	4.007	2.003	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000328412&type2=-26&id2=DOID:9839
DOID:5525	ENSP00000328426	FAM208B	Anal squamous cell carcinoma	4.035	2.018	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000328426&type2=-26&id2=DOID:5525
DOID:0060382	ENSP00000328478	CNGA2	Orofaciodigital syndrome IX	3.001	1.501	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000328478&type2=-26&id2=DOID:0060382
DOID:0110156	ENSP00000328487	CCDC87	Charcot-Marie-Tooth disease type 2B1	3.593	1.797	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000328487&type2=-26&id2=DOID:0110156
DOID:0060157	ENSP00000328511	KCNA4	Diffuse alopecia areata	3.402	1.701	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000328511&type2=-26&id2=DOID:0060157
DOID:0070098	ENSP00000328708	RXFP3	Oculocutaneous albinism type IV	3.197	1.599	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000328708&type2=-26&id2=DOID:0070098
DOID:0060500	ENSP00000328768	PRR23B	Drug allergy	4.06	2.03	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000328768&type2=-26&id2=DOID:0060500
DOID:0111594	ENSP00000328848	RBM10	Distal arthrogryposis type 5D	3.375	1.688	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000328848&type2=-26&id2=DOID:0111594
DOID:0110506	ENSP00000328901	GTF2H2	Autosomal recessive nonsyndromic deafness 49	3.233	1.616	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000328901&type2=-26&id2=DOID:0110506
DOID:0111703	ENSP00000328938	AFMID	Familial hypertryptophanemia	4.076	2.038	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000328938&type2=-26&id2=DOID:0111703
DOID:0050578	ENSP00000328983	CHST6	Occult macular dystrophy	3.841	1.92	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000328983&type2=-26&id2=DOID:0050578
DOID:8704	ENSP00000329033	SLC25A18	Genital herpes	3.872	1.936	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000329033&type2=-26&id2=DOID:8704
DOID:670	ENSP00000329127	PRKCH	Amphetamine abuse	3.146	1.573	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000329127&type2=-26&id2=DOID:670
DOID:0111047	ENSP00000329137	FAM132A	platelet-type bleeding disorder 14	4.092	2.046	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000329137&type2=-26&id2=DOID:0111047
DOID:0111200	ENSP00000329287	SNN	Distal hereditary motor neuronopathy type 1	4.062	2.031	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000329287&type2=-26&id2=DOID:0111200
DOID:11968	ENSP00000329318	CECR6	Postmenopausal atrophic vaginitis	3.224	1.612	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000329318&type2=-26&id2=DOID:11968
DOID:0070120	ENSP00000329380	GP1BA	Meckel syndrome 6	3.421	1.711	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000329380&type2=-26&id2=DOID:0070120
DOID:0110595	ENSP00000329419	COPB2	Stromme syndrome	3.2	1.6	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000329419&type2=-26&id2=DOID:0110595
DOID:0090025	ENSP00000329548	TUSC5	Split hand-foot malformation 3	3.076	1.538	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000329548&type2=-26&id2=DOID:0090025
DOID:0090023	ENSP00000329548	TUSC5	Split hand-foot malformation 4	3.035	1.518	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000329548&type2=-26&id2=DOID:0090023
DOID:0070086	ENSP00000329614	YBEY	Schizophrenia 10	3.732	1.866	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000329614&type2=-26&id2=DOID:0070086
DOID:0060134	ENSP00000329757	ATP6V0C	Apperceptive agnosia	3.211	1.605	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000329757&type2=-26&id2=DOID:0060134
DOID:0080998	ENSP00000329890	DEFA5	Acute necrotizing pancreatitis	3.041	1.52	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000329890&type2=-26&id2=DOID:0080998
DOID:6925	ENSP00000329933	PHF12	Peroneal nerve paralysis	3.4	1.7	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000329933&type2=-26&id2=DOID:6925
DOID:12720	ENSP00000329995	FAM186A	Cerebral atherosclerosis	3.582	1.791	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000329995&type2=-26&id2=DOID:12720
DOID:0080683	ENSP00000330049	OR4Q3	Nonsyndromic congenital nail disorder	3.045	1.523	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000330049&type2=-26&id2=DOID:0080683
DOID:0090124	ENSP00000330442	PLB1	neurogenic-type arthrogryposis multiplex congenita-2	3.473	1.737	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000330442&type2=-26&id2=DOID:0090124
DOID:0110885	ENSP00000330612	MRGPRG	Inflammatory bowel disease 10	3.968	1.984	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000330612&type2=-26&id2=DOID:0110885
DOID:4033	ENSP00000330787	NDUFB1	Bacterial gastritis	3.268	1.634	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000330787&type2=-26&id2=DOID:4033
DOID:0111902	ENSP00000330787	NDUFB1	Thrombophilia due to activated protein C resistance	3.125	1.563	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000330787&type2=-26&id2=DOID:0111902
DOID:0050922	ENSP00000330838	ZNF775	Gastrointestinal carcinoma	3.391	1.695	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000330838&type2=-26&id2=DOID:0050922
DOID:0111500	ENSP00000331106	PEX26	Combined oxidative phosphorylation deficiency 23	3.135	1.568	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000331106&type2=-26&id2=DOID:0111500
DOID:13444	ENSP00000331152	MXI1	Glanders	3.028	1.514	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000331152&type2=-26&id2=DOID:13444
DOID:8584	ENSP00000331172	CD8B	Burkitt lymphoma	3.842	1.921	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000331172&type2=-26&id2=DOID:8584
DOID:0112126	ENSP00000331209	C11orf54	Stocco Dos Santos type X-linked intellectual disability	5.415	2.708	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000331209&type2=-26&id2=DOID:0112126
DOID:2710	ENSP00000331209	C11orf54	Sick building syndrome	3.141	1.571	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000331209&type2=-26&id2=DOID:2710
DOID:4586	ENSP00000331302	TCEB3B	Familial meningioma	3.607	1.803	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000331302&type2=-26&id2=DOID:4586
DOID:223	ENSP00000331305	TOB2	Basilar artery insufficiency	3.424	1.712	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000331305&type2=-26&id2=DOID:223
DOID:3985	ENSP00000331358	GAST	Ostertagiasis	5.309	2.655	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000331358&type2=-26&id2=DOID:3985
DOID:3332	ENSP00000331358	GAST	Haemonchiasis	3.697	1.849	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000331358&type2=-26&id2=DOID:3332
DOID:9740	ENSP00000331358	GAST	Postcholecystectomy syndrome	3.395	1.698	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000331358&type2=-26&id2=DOID:9740
DOID:13964	ENSP00000331376	SERHL2	Morgagni cataract	3.261	1.63	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000331376&type2=-26&id2=DOID:13964
DOID:0080287	ENSP00000331411	FBLN7	Spinocerebellar ataxia 45	3.801	1.901	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000331411&type2=-26&id2=DOID:0080287
DOID:5340	ENSP00000331474	SYNDIG1L	Anterograde amnesia	3.696	1.848	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000331474&type2=-26&id2=DOID:5340
DOID:0110344	ENSP00000331474	SYNDIG1L	Osteogenesis imperfecta type 5	3.261	1.63	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000331474&type2=-26&id2=DOID:0110344
DOID:0060645	ENSP00000331532	SPATA32	Chronic recurrent multifocal osteomyelitis	3.147	1.573	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000331532&type2=-26&id2=DOID:0060645
DOID:5870	ENSP00000331532	SPATA32	Eosinophilic pneumonia	3.066	1.533	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000331532&type2=-26&id2=DOID:5870
DOID:12165	ENSP00000331556	CYLC1	Retinal lattice degeneration	4.156	2.078	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000331556&type2=-26&id2=DOID:12165
DOID:12514	ENSP00000331556	CYLC1	Retinal perforation	3.823	1.912	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000331556&type2=-26&id2=DOID:12514
DOID:0111735	ENSP00000331662	ARMCX2	X-linked deafness 4	3.154	1.577	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000331662&type2=-26&id2=DOID:0111735
DOID:6648	ENSP00000331927	ZNF789	Adult pineoblastoma	4.369	2.185	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000331927&type2=-26&id2=DOID:6648
DOID:0050534	ENSP00000331933	WSCD2	Congenital stationary night blindness	3.231	1.616	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000331933&type2=-26&id2=DOID:0050534
DOID:0080096	ENSP00000332013	ZGPAT	Myofibrillar myopathy 5	3.489	1.744	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000332013&type2=-26&id2=DOID:0080096
DOID:4249	ENSP00000332034	PROSER1	Gerstmann-Straussler-Scheinker syndrome	3.095	1.547	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000332034&type2=-26&id2=DOID:4249
DOID:0112064	ENSP00000332062	SNX20	Immunodeficiency 73a with defective neutrophil chemotaxis and leukocytosis	3.026	1.513	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000332062&type2=-26&id2=DOID:0112064
DOID:7676	ENSP00000332353	PTCH1	Testicular thecoma	3.605	1.803	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000332353&type2=-26&id2=DOID:7676
DOID:0111569	ENSP00000332413	BEST3	Autosomal dominant vitreoretinochoroidopathy	5.292	2.646	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000332413&type2=-26&id2=DOID:0111569
DOID:0111770	ENSP00000332448	ADAT3	46,XY sex reversal 9	4.038	2.019	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000332448&type2=-26&id2=DOID:0111770
DOID:0110407	ENSP00000332530	RNLS	Retinitis pigmentosa 57	3.971	1.986	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000332530&type2=-26&id2=DOID:0110407
DOID:0090016	ENSP00000332530	RNLS	Chromosome 5q deletion syndrome	3.478	1.739	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000332530&type2=-26&id2=DOID:0090016
DOID:0112306	ENSP00000332646	MFSD10	Mahvash Disease	3.512	1.756	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000332646&type2=-26&id2=DOID:0112306
DOID:1394	ENSP00000332723	COLEC10	Urinary schistosomiasis	3.011	1.505	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000332723&type2=-26&id2=DOID:1394
DOID:6643	ENSP00000332744	ALX4	Baastrup's syndrome	3.337	1.669	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000332744&type2=-26&id2=DOID:6643
DOID:11747	ENSP00000332771	CLCNKA	Uterine adnexa cancer	3.202	1.601	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000332771&type2=-26&id2=DOID:11747
DOID:5812	ENSP00000332790	HIST2H2AB	MHC class II deficiency	3.035	1.518	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000332790&type2=-26&id2=DOID:5812
DOID:0111782	ENSP00000332805	KRTAP8-1	Otopalatodigital syndrome spectrum disorder	3.588	1.794	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000332805&type2=-26&id2=DOID:0111782
