DiseaseID	DiseaseName	vocabulary	code
UMLS:C4022811	Abnormality of nervous system physiology	HPO	0012638
UMLS:C4022812	Iris hypoperfusion	HPO	0012635
UMLS:C4022815	Pseudoexfoliation	HPO	0012627
UMLS:C4022825	Abnormal urine sodium concentration	HPO	0012603
UMLS:C4022829	Abnormal urine potassium concentration	HPO	0012598
UMLS:C4022830	Heavy proteinuria	HPO	0012597
UMLS:C4022832	Mild proteinuria	HPO	0012595
UMLS:C4022845	Decreased T3/T4 ratio	HPO	0012560
UMLS:C4022846	Increased T3/T4 ratio	HPO	0012559
UMLS:C4022848	EEG with centrotemporal focal spike waves	HPO	0012557
UMLS:C4022849	Absent thumbnail	HPO	0012554
UMLS:C4022850	Hypoplastic thumbnail	HPO	0012553
UMLS:C4022852	Absent neutrophil specific granules	HPO	0012551
UMLS:C4022855	Abnormal involuntary eye movements	HPO	0012547
UMLS:C4022856	Skewed maternal X inactivation	HPO	0012546
UMLS:C4022857	Reduced aldolase level	HPO	0012545
UMLS:C4022858	Elevated aldolase level	HPO	0012544
UMLS:C4022860	Maternal anticardiolipin antibody positive	HPO	0012536
UMLS:C4022863	Abnormal alpha granule content	HPO	0012527
UMLS:C4022864	Absence of alpha granules	HPO	0012526
UMLS:C4022866	Abnormal platelet shape	HPO	0012524
UMLS:C4022867	Spider hemangioma	HPO	0012522
UMLS:C4022868	Abnormal circle of Willis morphology	HPO	0012518
UMLS:C4022869	Reduced catalase activity	HPO	0012517
UMLS:C4022871	Extra-axial cerebrospinal fluid accumulation	HPO	0012510
UMLS:C4022872	Reduced thyroxin-binding globulin	HPO	0012509
UMLS:C4022873	Small pituitary gland	HPO	0012506
UMLS:C4022874	Abnormal size of pituitary gland	HPO	0012504
UMLS:C4022878	Descending aortic dissection	HPO	0012499
UMLS:C4022880	Reduced maximal inspiratory pressure	HPO	0012496
UMLS:C4022882	Suprasellar arachnoid cyst	HPO	0012489
UMLS:C4022889	Vocal tremor	HPO	0012477
UMLS:C4022890	Specific pneumococcal antibody deficiency	HPO	0012476
UMLS:C4022891	Elevated hepatic iron concentration	HPO	0012465
UMLS:C4022892	Elevated transferrin saturation	HPO	0012463
UMLS:C4022895	Medial calcification of medium-sized arteries	HPO	0012457
UMLS:C4022899	Bilateral wrist flexion contracture	HPO	0012453
UMLS:C4022901	Low CSF 5-methyltetrahydrofolate	HPO	0012446
UMLS:C4022906	Delayed social development	HPO	0012434
UMLS:C4022908	Cerebral white matter hypoplasia	HPO	0012430
UMLS:C4022909	Excessive femoral anteversion	HPO	0012427
UMLS:C4022915	Increased urine alpha-ketoglutarate concentration	HPO	0012402
UMLS:C4022916	Abnormal aldolase level	HPO	0012400
UMLS:C4022919	Appendicular hypotonia	HPO	0012389
UMLS:C4022922	Abnormal enzyme/coenzyme activity	HPO	0012379
UMLS:C4022924	Abnormal eye physiology	HPO	0012373
UMLS:C4022925	Abnormal eye morphology	HPO	0012372
UMLS:C4022928	Decreased sialylation of O-linked protein glycosylation	HPO	0012363
UMLS:C4022933	Abnormal protein O-linked glycosylation	HPO	0012358
UMLS:C4022943	Decreased galactosylation of N-linked protein glycosylation	HPO	0012348
UMLS:C4022944	Abnormal protein N-linked glycosylation	HPO	0012347
UMLS:C4022946	Abnormal glycosylation	HPO	0012345
UMLS:C4022947	Decreased resting energy expenditure	HPO	0012340
UMLS:C4022961	Slender proximal phalanx of finger	HPO	0012297
UMLS:C4022962	Slender distal phalanx of finger	HPO	0012296
UMLS:C4022964	Abnormality of the occipital bone	HPO	0012294
UMLS:C4022967	Hypothalamic luteinizing hormone-releasing hormone deficiency	HPO	0012287
UMLS:C4022968	Abnormal hypothalamus physiology	HPO	0012285
UMLS:C4022969	Small proximal tibial epiphyses	HPO	0012284
UMLS:C4022970	Small distal femoral epiphysis	HPO	0012283
UMLS:C4022971	Hyposerinemia	HPO	0012279
UMLS:C4022973	Hypoglycinemia	HPO	0012277
UMLS:C4022977	Increased carotid artery intimal medial thickness	HPO	0012273
UMLS:C4022978	Episodic upper airway obstruction	HPO	0012271
UMLS:C4022979	Decreased muscle glycogen content	HPO	0012270
UMLS:C4022983	Abnormal ciliary motility	HPO	0012262
UMLS:C4022985	Abnormal central microtubular pair morphology of respiratory motile cilia	HPO	0012260
UMLS:C4022986	Absent inner and outer dynein arms	HPO	0012259
UMLS:C4022987	Abnormal axonemal organization of respiratory motile cilia	HPO	0012258
UMLS:C4022988	Absent inner dynein arms	HPO	0012257
UMLS:C4022989	Absent outer dynein arms	HPO	0012256
UMLS:C4022990	Dynein arm defect of respiratory motile cilia	HPO	0012255
UMLS:C4022992	Abnormal respiratory system morphology	HPO	0012252
UMLS:C4022995	Sex reversal	HPO	0012245
UMLS:C4022996	Abnormal sex determination	HPO	0012244
UMLS:C4022998	Arachnoid hemangiomatosis	HPO	0012222
UMLS:C4023001	Nonmotile sperm	HPO	0012208
UMLS:C4023003	Recurrent vulvovaginal candidiasis	HPO	0012204
UMLS:C4023004	Increased serum bile acid concentration	HPO	0012202
UMLS:C4023006	Juvenile colonic polyposis	HPO	0012198
UMLS:C4023007	Increased erythrocyte protoporphyrin concentration	HPO	0012187
UMLS:C4023009	Constrictive median neuropathy	HPO	0012185
UMLS:C4023010	Hyperplastic colonic polyposis	HPO	0012183
UMLS:C4023011	Craniofacial dystonia	HPO	0012179
UMLS:C4023012	Abnormal natural killer cell physiology	HPO	0012177
UMLS:C4023013	Stereotypical body rocking	HPO	0012172
UMLS:C4023014	Stereotypical hand wringing	HPO	0012171
UMLS:C4023018	Subcortical cerebral atrophy	HPO	0012157
UMLS:C4023019	Single lineage myelodysplasia	HPO	0012150
UMLS:C4023021	Multiple lineage myelodysplasia	HPO	0012148
UMLS:C4023022	Reduced quantity of Von Willebrand factor	HPO	0012147
UMLS:C4023024	Abnormality of multiple cell lineages in the bone marrow	HPO	0012145
UMLS:C4023026	Abnormal megakaryocyte morphology	HPO	0012143
UMLS:C4023028	Granulocytic hyperplasia	HPO	0012138
UMLS:C4023029	Abnormal number of granulocyte precursors	HPO	0012137
UMLS:C4023030	Dysplastic granulopoesis	HPO	0012136
UMLS:C4023031	Abnormal granulocytopoietic cell morphology	HPO	0012135
UMLS:C4023032	Dysplastic erythropoesis	HPO	0012134
UMLS:C4023034	Abnormality of bone marrow stromal cells	HPO	0012129
UMLS:C4023036	Abnormal albumin level	HPO	0012116
UMLS:C4023039	Rhizomelic leg shortening	HPO	0012106
UMLS:C4023041	Parietal cortical atrophy	HPO	0012104
UMLS:C4023042	Abnormality of the mitochondrion	HPO	0012103
UMLS:C4023045	Intracranial epidermoid cyst	HPO	0012096
UMLS:C4023047	Abnormality of endocrine pancreas physiology	HPO	0012093
UMLS:C4023050	Abnormal mitochondrial shape	HPO	0012087
UMLS:C4023051	Abnormality of skeletal muscle fiber size	HPO	0012084
UMLS:C4023052	Ubiquitin-positive cerebral inclusion bodies	HPO	0012083
UMLS:C4023053	Cerebellar Purkinje layer atrophy	HPO	0012082
UMLS:C4023055	Abnormality of central motor conduction	HPO	0012079
UMLS:C4023058	Abnormality of acetylcarnitine metabolism	HPO	0012071
UMLS:C4023059	Chondroitin sulfate excretion in urine	HPO	0012070
UMLS:C4023060	Keratan sulfate excretion in urine	HPO	0012069
UMLS:C4023062	Increased urinary disaccharide excretion	HPO	0012066
UMLS:C4023065	Low serum calcitriol	HPO	0012052
UMLS:C4023066	Pectoralis amyotrophy	HPO	0012037
UMLS:C4023067	Sternocleidomastoid amyotrophy	HPO	0012036
UMLS:C4023068	Increased urinary cortisol level	HPO	0012030
UMLS:C4023070	Abnormality of ornithine metabolism	HPO	0012025
UMLS:C4023071	Hypergalactosemia	HPO	0012024
UMLS:C4023073	EEG with temporal focal spikes	HPO	0012018
UMLS:C4023074	EEG with parietal focal spikes	HPO	0012017
UMLS:C4023077	EEG with central focal spikes	HPO	0012014
UMLS:C4023088	EEG with generalized polyspikes	HPO	0012001
UMLS:C4023090	Impaired neutrophil bactericidal activity	HPO	0011993
UMLS:C4023091	Abnormality of neutrophil morphology	HPO	0011992
UMLS:C4023093	Abnormality of neutrophil physiology	HPO	0011990
UMLS:C4023094	Ectopic ossification in ligament tissue	HPO	0011989
UMLS:C4023095	Ectopic ossification in tendon tissue	HPO	0011988
UMLS:C4023096	Ectopic ossification in muscle tissue	HPO	0011987
UMLS:C4023099	Elevated urinary dopamine	HPO	0011979
UMLS:C4023101	Elevated circulating luteinizing hormone level	HPO	0011969
UMLS:C4023102	Elevated plasma citrulline	HPO	0011966
UMLS:C4023104	Intermittent painful muscle spasms	HPO	0011964
UMLS:C4023106	Obstructive azoospermia	HPO	0011962
UMLS:C4023112	Acute infectious pneumonia	HPO	0011949
UMLS:C4023113	Small vessel vasculitis	HPO	0011944
UMLS:C4023114	Anterior wedging of L2	HPO	0011941
UMLS:C4023115	3-4 finger cutaneous syndactyly	HPO	0011939
UMLS:C4023116	Hypoplastic fifth toenail	HPO	0011937
UMLS:C4023117	Decreased plasma total carnitine	HPO	0011936
UMLS:C4023118	Decreased urinary urate	HPO	0011935
UMLS:C4023120	Abnormality of the superior cerebellar peduncle	HPO	0011932
UMLS:C4023121	Abnormality of the cerebellar peduncle	HPO	0011931
UMLS:C4023122	Hypersegmentation of proximal phalanx of third finger	HPO	0011929
UMLS:C4023124	Short digit	HPO	0011927
UMLS:C4023125	Decreased activity of mitochondrial ATP synthase complex	HPO	0011925
UMLS:C4023126	Abnormal activity of mitochondrial respiratory chain	HPO	0011922
UMLS:C4023127	Toe extensor amyotrophy	HPO	0011916
UMLS:C4023130	Lumbar hypertrichosis	HPO	0011913
UMLS:C4023133	Shortening of all phalanges of fingers	HPO	0011910
UMLS:C4023134	Flattened metacarpal heads	HPO	0011909
UMLS:C4023135	Unilateral radial aplasia	HPO	0011908
UMLS:C4023136	Reduced alpha/beta synthesis ratio	HPO	0011907
UMLS:C4023137	Reduced beta/alpha synthesis ratio	HPO	0011906
UMLS:C4023141	Impaired thromboxane A2 agonist-induced platelet aggregation	HPO	0011894
UMLS:C4023143	Bleeding with minor or no trauma	HPO	0011889
UMLS:C4023145	Abnormal umbilical stump bleeding	HPO	0011884
UMLS:C4023146	Abnormal platelet granules	HPO	0011883
UMLS:C4023149	Acute disseminated intravascular coagulation	HPO	0011880
UMLS:C4023150	Decreased platelet glycoprotein Ib-IX-V	HPO	0011879
UMLS:C4023153	Impaired thrombin-induced platelet aggregation	HPO	0011872
UMLS:C4023154	Impaired ristocetin-induced platelet aggregation	HPO	0011871
UMLS:C4023156	Abnormality of the wing of the ilium	HPO	0011867
UMLS:C4023157	Elevated plasma pyrophosphate	HPO	0011864
UMLS:C4023159	Reduced factor IX activity	HPO	0011858
UMLS:C4023161	Abnormal bone ossification	HPO	0011849
UMLS:C4023165	Abnormality of skeletal morphology	HPO	0011842
UMLS:C4023166	Abnormality of T cell physiology	HPO	0011840
UMLS:C4023167	Partial IgA deficiency	HPO	0011837
UMLS:C4023169	Moyamoya phenomenon	HPO	0011834
UMLS:C4023170	Abnormal oral mucosa morphology	HPO	0011830
UMLS:C4023171	Chin with horizontal crease	HPO	0011823
UMLS:C4023172	Broad chin	HPO	0011822
UMLS:C4023175	Submucous cleft soft palate	HPO	0011819
UMLS:C4023176	Basal encephalocele	HPO	0011817
UMLS:C4023177	Increased cerebral lipofuscin	HPO	0011813
UMLS:C4023179	Paradoxical myotonia	HPO	0011809
UMLS:C4023180	Type 1 muscle fiber atrophy	HPO	0011807
UMLS:C4023188	Activating thyroid-stimulating hormone receptor defect	HPO	0011790
UMLS:C4023190	Thyroid hemiagenesis	HPO	0011780
UMLS:C4023192	Thyroid papillary adenoma	HPO	0011777
UMLS:C4023198	Abnormality of the parathyroid physiology	HPO	0011767
UMLS:C4023205	Neoplasm of the anterior pituitary	HPO	0011750
UMLS:C4023208	Glucocortocoid-insensitive primary hyperaldosteronism	HPO	0011740
UMLS:C4023211	Adrenocorticotropin deficient adrenal insufficiency	HPO	0011735
UMLS:C4023214	Abnormality of circulating cortisol level	HPO	0011731
UMLS:C4023215	Abnormality of central sensory function	HPO	0011730
UMLS:C4023222	Abnormal electrophysiology of sinoatrial node origin	HPO	0011702
UMLS:C4023223	Atrial reentry tachycardia	HPO	0011699
UMLS:C4023237	Interrupted inferior vena cava with azygous continuation	HPO	0011671
UMLS:C4023249	Patent ductus arteriosus after birth at term	HPO	0011648
UMLS:C4023252	Anomalous origin of coronary artery from the pulmonary artery	HPO	0011637
UMLS:C4023261	Congenital defect of the pericardium	HPO	0011628
UMLS:C4023272	Congenitally corrected transposition of the great arteries with ventricular septal defect	HPO	0011605
UMLS:C4023278	Left aortic arch with retroesophageal right subclavian artery	HPO	0011595
UMLS:C4023288	Short chordae tendineae of the mitral valve	HPO	0011580
UMLS:C4023289	Transitional atrioventricular canal defect	HPO	0011578
UMLS:C4023290	Partial defect of atrioventricular canal	HPO	0011577
UMLS:C4023292	Imperforate tricuspid valve	HPO	0011575
UMLS:C4023295	Cleft anterior mitral valve leaflet	HPO	0011569
UMLS:C4023317	Dichromacy	HPO	0011518
UMLS:C4023321	Macular schisis	HPO	0011511
UMLS:C4023322	Macular flecks	HPO	0011507
UMLS:C4023327	Central opacification of the cornea	HPO	0011493
UMLS:C4023328	Abnormality of corneal stroma	HPO	0011492
UMLS:C4023330	Abnormal Descemet membrane morphology	HPO	0011490
UMLS:C4023332	Abnormal corneal endothelium morphology	HPO	0011488
UMLS:C4023333	Abnormality of corneal thickness	HPO	0011486
UMLS:C4023338	Profound sensorineural hearing impairment	HPO	0011476
UMLS:C4023340	Childhood onset sensorineural hearing impairment	HPO	0011474
UMLS:C4023342	Gastrostomy tube feeding in infancy	HPO	0011471
UMLS:C4023343	Nasogastric tube feeding in infancy	HPO	0011470
UMLS:C4023344	Aplasia/Hypoplasia of the gallbladder	HPO	0011466
UMLS:C4023346	Aganglionosis of the small intestine	HPO	0011464
UMLS:C4023351	Hyposegmentation of neutrophil nuclei	HPO	0011447
UMLS:C4023352	Abnormality of higher mental function	HPO	0011446
UMLS:C4023353	Abnormality of coordination	HPO	0011443
UMLS:C4023357	Maternal teratogenic exposure	HPO	0011438
UMLS:C4023358	Maternal autoimmune disease	HPO	0011437
UMLS:C4023359	Abnormal maternal serum screening	HPO	0011436
UMLS:C4023369	Abnormality of placental membranes	HPO	0011409
UMLS:C4023370	Moderate intrauterine growth retardation	HPO	0011408
UMLS:C4023371	Proportionate tall stature	HPO	0011407
UMLS:C4023373	Demyelinating sensory neuropathy	HPO	0011402
UMLS:C4023374	Delayed peripheral myelination	HPO	0011401
UMLS:C4023375	Tibialis atrophy	HPO	0011399
UMLS:C4023376	Abnormality of the dorsal column of the spinal cord	HPO	0011397
UMLS:C4023377	Abnormality of the cochlear nerve	HPO	0011396
UMLS:C4023381	Morphological abnormality of the inner ear	HPO	0011390
UMLS:C4023383	Narrow internal auditory canal	HPO	0011386
UMLS:C4023385	Aplasia of the semicircular canal	HPO	0011381
UMLS:C4023386	Morphological abnormality of the semicircular canal	HPO	0011380
UMLS:C4023387	Dilated vestibule of the inner ear	HPO	0011379
UMLS:C4023392	Incomplete partition of the cochlea	HPO	0011373
UMLS:C4023393	Recurrent viral skin infections	HPO	0011371
UMLS:C4023395	Patchy hypopigmentation of hair	HPO	0011365
UMLS:C4023396	Abnormality of hair growth rate	HPO	0011363
UMLS:C4023397	Abnormal hair quantity	HPO	0011362
UMLS:C4023398	Congenital abnormal hair pattern	HPO	0011361
UMLS:C4023400	Generalized hypopigmentation of hair	HPO	0011358
UMLS:C4023401	Abnormality of hair density	HPO	0011357
UMLS:C4023402	Regional abnormality of skin	HPO	0011356
UMLS:C4023403	Arterial intimal fibrosis	HPO	0011353
UMLS:C4023405	Abnormality of ocular abduction	HPO	0011347
UMLS:C4023406	Abnormality of upper lip vermillion	HPO	0011339
UMLS:C4023408	Abnormality of mouth size	HPO	0011337
UMLS:C4023411	Hemifacial hypoplasia	HPO	0011332
UMLS:C4023413	Anterior plagiocephaly	HPO	0011326
UMLS:C4023418	Unicoronal synostosis	HPO	0011315
UMLS:C4023422	Long palm	HPO	0011302
UMLS:C4023424	Prominent digit pad	HPO	0011298
UMLS:C4023430	Long-segment aganglionic megacolon	HPO	0011285
UMLS:C4023438	Recurrent mycobacterial infections	HPO	0011274
UMLS:C4023439	Absent tragus	HPO	0011268
UMLS:C4023440	Cleft earlobe	HPO	0011265
UMLS:C4023443	Absent antitragus	HPO	0011249
UMLS:C4023449	Infra-orbital fold	HPO	0011232
UMLS:C4023450	Prominent eyelashes	HPO	0011231
UMLS:C4023451	Laterally extended eyebrow	HPO	0011230
UMLS:C4023452	Elevated C-reactive protein level	HPO	0011227
UMLS:C4023454	Metopic depression	HPO	0011223
UMLS:C4023456	Vertical forehead creases	HPO	0011221
UMLS:C4023457	Short face	HPO	0011219
UMLS:C4023458	Abnormal shape of the frontal region	HPO	0011218
UMLS:C4023465	EEG with occipital slowing	HPO	0011210
UMLS:C4023470	EEG with continuous slow activity	HPO	0011204
UMLS:C4023471	EEG with abnormally slow frequencies	HPO	0011203
UMLS:C4023476	EEG with generalized epileptiform discharges	HPO	0011198
UMLS:C4023477	EEG with focal spike waves	HPO	0011197
UMLS:C4023478	EEG with focal sharp waves	HPO	0011196
UMLS:C4023479	EEG with focal sharp slow waves	HPO	0011195
UMLS:C4023481	EEG with focal spikes	HPO	0011193
UMLS:C4023484	Uni- and bilateral multifocal epileptiform discharges	HPO	0011190
UMLS:C4023486	Focal EEG discharges with secondary generalization	HPO	0011188
UMLS:C4023491	Interictal epileptiform activity	HPO	0011182
UMLS:C4023493	Beta-EEG	HPO	0011179
UMLS:C4023494	Alpha-EEG	HPO	0011178
UMLS:C4023499	Generalized clonic seizures	HPO	0011169
UMLS:C4023501	Focal myoclonic seizures	HPO	0011166
UMLS:C4023511	Obtundation status	HPO	0011151
UMLS:C4023512	Myoclonic absences	HPO	0011150
UMLS:C4023518	Abnormality of skin adnexa morphology	HPO	0011138
UMLS:C4023521	Chronic furunculosis	HPO	0011132
UMLS:C4023523	Bilateral fetal pyelectasis	HPO	0011129
UMLS:C4023526	Abnormality of epidermal morphology	HPO	0011124
UMLS:C4023528	Abnormality of skin morphology	HPO	0011121
UMLS:C4023533	Defective production of NFKB1-dependent cytokines	HPO	0011114
UMLS:C4023540	Hypomature dental enamel	HPO	0011085
UMLS:C4023541	Hypocalcification of dental enamel	HPO	0011084
UMLS:C4023544	Incisor macrodontia	HPO	0011081
UMLS:C4023546	Abnormality of canine	HPO	0011078
UMLS:C4023551	Abnormality of dental color	HPO	0011073
UMLS:C4023557	Abnormality of dental structure	HPO	0011061
UMLS:C4023558	Dentinogenesis imperfecta limited to primary teeth	HPO	0011060
UMLS:C4023559	Localized periodontitis	HPO	0011059
UMLS:C4023560	Generalized periodontitis	HPO	0011058
UMLS:C4023566	Agenesis of premolar	HPO	0011051
UMLS:C4023573	Abnormal number of permanent teeth	HPO	0011044
UMLS:C4023574	Abnormality of circulating adrenocorticotropin level	HPO	0011043
UMLS:C4023577	Abnormality of the intrahepatic bile duct	HPO	0011040
UMLS:C4023579	Abnormality of renal excretion	HPO	0011036
UMLS:C4023583	Abnormality of iron homeostasis	HPO	0011031
UMLS:C4023586	Aplasia/Hypoplasia of the vagina	HPO	0011026
UMLS:C4023588	Abnormality of the gastrointestinal tract	HPO	0011024
UMLS:C4023591	Abnormality of circulating enzyme level	HPO	0011021
UMLS:C4023592	Abnormality of mucopolysaccharide metabolism	HPO	0011020
UMLS:C4023599	Abnormality of carbohydrate metabolism/homeostasis	HPO	0011013
UMLS:C4023607	Abnormal corpus striatum morphology	HPO	0010994
UMLS:C4023610	Abnormality of the intrinsic pathway	HPO	0010989
UMLS:C4023612	Abnormality of cellular immune system	HPO	0010987
UMLS:C4023616	Abnormality of immune system physiology	HPO	0010978
UMLS:C4023619	Absence of Lutheran antigen on erythrocytes	HPO	0010971
UMLS:C4023620	Blood group antigen abnormality	HPO	0010970
UMLS:C4023625	Absence of stomach bubble on fetal sonography	HPO	0010963
UMLS:C4023628	Mild fetal ventriculomegaly	HPO	0010952
UMLS:C4023634	Echogenic intracardiac focus	HPO	0010942
UMLS:C4023636	Aplasia/Hypoplasia of the nasal bone	HPO	0010940
UMLS:C4023637	Abnormality of the nasal bone	HPO	0010939
UMLS:C4023641	Abnormality of the upper urinary tract	HPO	0010935
UMLS:C4023650	Posterior cortical cataract	HPO	0010924
UMLS:C4023657	Hyperisoleucinemia	HPO	0010913
UMLS:C4023669	Hypersarcosinuria	HPO	0010897
UMLS:C4023675	Acromelia	HPO	0010884
UMLS:C4023676	Increased nuchal translucency	HPO	0010880
UMLS:C4023678	Monocular strabismus	HPO	0010877
UMLS:C4023681	Delayed fine motor development	HPO	0010862
UMLS:C4023683	EEG with spike-wave complexes	HPO	0010850
UMLS:C4023684	EEG with spike-wave complexes (>3.5 Hz)	HPO	0010849
UMLS:C4023685	EEG with spike-wave complexes (2.5-3.5 Hz)	HPO	0010848
UMLS:C4023687	EEG with multifocal slow activity	HPO	0010844
UMLS:C4023689	Abnormality of copper homeostasis	HPO	0010836
UMLS:C4023690	Spontaneous pain sensation	HPO	0010833
UMLS:C4023691	Abnormality of pain sensation	HPO	0010832
UMLS:C4023692	Ridged cranial sutures	HPO	0010823
UMLS:C4023694	Abnormal position of hair whorl	HPO	0010814
UMLS:C4023698	Everted upper lip vermilion	HPO	0010803
UMLS:C4023701	Impaired visuospatial constructive cognition	HPO	0010794
UMLS:C4023702	Hyoplasia of the Leydig cells	HPO	0010790
UMLS:C4023703	Abnormality of the Leydig cells	HPO	0010789
UMLS:C4023709	Sacrococcygeal pilonidal abnormality	HPO	0010767
UMLS:C4023710	Palmar hyperkeratosis	HPO	0010765
UMLS:C4023719	Spontaneous rupture of the globe	HPO	0010727
UMLS:C4023720	Cystic lesions of the pinnae	HPO	0010723
UMLS:C4023721	Abnormal hair pattern	HPO	0010720
UMLS:C4023722	Abnormality of hair texture	HPO	0010719
UMLS:C4023728	1-5 finger syndactyly	HPO	0010708
UMLS:C4023731	4-5 finger syndactyly	HPO	0010705
UMLS:C4023734	Sutural cataract	HPO	0010695
UMLS:C4023735	Lamellar pulverulent cataract	HPO	0010694
UMLS:C4023736	2-5 finger syndactyly	HPO	0010692
UMLS:C4023749	Abnormality of the zygomatic bone	HPO	0010668
UMLS:C4023750	Aplasia of the maxilla	HPO	0010667
UMLS:C4023752	Abnormality of the diencephalon	HPO	0010662
UMLS:C4023757	Abnormal dura mater morphology	HPO	0010652
UMLS:C4023759	Flat nasal alae	HPO	0010649
UMLS:C4023760	Abnormal elasticity of skin	HPO	0010647
UMLS:C4023763	Abnormality of the nasal cavity	HPO	0010640
UMLS:C4023764	Elevated alkaline phosphatase of hepatic origin	HPO	0010638
UMLS:C4023771	Anterior pituitary dysgenesis	HPO	0010625
UMLS:C4023786	Elevated levels of phytanic acid	HPO	0010571
UMLS:C4023791	Abnormality of the clivus	HPO	0010558
UMLS:C4023792	Paraplegia/paraparesis	HPO	0010551
UMLS:C4023795	Ectopic thymus tissue	HPO	0010517
UMLS:C4023796	Aplasia/Hypoplasia of the thymus	HPO	0010515
UMLS:C4023800	Limitation of movement at ankles	HPO	0010505
UMLS:C4023801	Fibular bowing	HPO	0010502
UMLS:C4023802	Hyperextensibility of the knee	HPO	0010500
UMLS:C4023803	Hypertrophy of the lower limb	HPO	0010496
UMLS:C4023807	Abnormality of the hypothenar eminence	HPO	0010486
UMLS:C4023808	Hyperextensibility at elbow	HPO	0010485
UMLS:C4023812	Aplasia of the bladder	HPO	0010477
UMLS:C4023815	Oligosacchariduria	HPO	0010471
UMLS:C4023817	Aplasia/Hypoplasia of the testes	HPO	0010468
UMLS:C4023819	Abnormality of the male genitalia	HPO	0010461
UMLS:C4023824	Bifid femur	HPO	0010443
UMLS:C4023825	Ectopic accessory finger-like appendage	HPO	0010441
UMLS:C4023890	Aplasia/Hypoplasia of the phalanges of the 2nd toe	HPO	0010347
UMLS:C4023905	Abnormality of the 5th toe	HPO	0010322
UMLS:C4023909	Aplasia/Hypoplasia of the abdominal wall musculature	HPO	0010318
UMLS:C4023910	Aplasia/Hypoplasia of the diaphragm	HPO	0010315
UMLS:C4023911	Aplasia/Hypoplasia of the breasts	HPO	0010311
UMLS:C4023915	Abnormally low-pitched voice	HPO	0010300
UMLS:C4023916	Aplasia/Hypoplasia of the tongue	HPO	0010295
UMLS:C4023917	Aplasia/Hypoplasia of the uvula	HPO	0010293
UMLS:C4023918	Short hard palate	HPO	0010290
UMLS:C4023921	Oral synechia	HPO	0010285
UMLS:C4023926	Pseudoepiphyses of the proximal phalanges of the hand	HPO	0010275
UMLS:C4023930	Enlarged epiphyses of the proximal phalanges of the hand	HPO	0010271
UMLS:C4023931	Cone-shaped epiphyses of the proximal phalanges of the hand	HPO	0010270
UMLS:C4023950	Enlarged epiphyses of the distal phalanges of the hand	HPO	0010249
UMLS:C4023965	Structural foot deformity	HPO	0010219
UMLS:C4023976	Aplasia/Hypoplasia of the middle phalanges of the toes	HPO	0010194
UMLS:C4023986	Broad phalanx of the toes	HPO	0010174
UMLS:C4023987	Aplasia/Hypoplasia of the phalanges of the toes	HPO	0010173
UMLS:C4023991	Ivory epiphyses of the toes	HPO	0010168
UMLS:C4024048	Aplasia of the distal phalanx of the hallux	HPO	0010102
UMLS:C4024054	Duplication of the proximal phalanx of the hallux	HPO	0010093
UMLS:C4024067	Bullet-shaped distal phalanx of the hallux	HPO	0010078
UMLS:C4024068	Broad distal phalanx of the hallux	HPO	0010077
UMLS:C4024069	Aplasia/Hypoplasia of the distal phalanx of the hallux	HPO	0010076
UMLS:C4024076	Aplasia/hypoplasia of the 1st metatarsal	HPO	0010067
UMLS:C4024079	Aplasia/Hypoplasia of the phalanges of the hallux	HPO	0010058
UMLS:C4024082	Abnormality of the first metatarsal bone	HPO	0010054
UMLS:C4024086	Aplasia of the 4th metacarpal	HPO	0010043
UMLS:C4024090	Aplasia of the 2nd metacarpal	HPO	0010037
UMLS:C4024097	Broad 1st metacarpal	HPO	0010027
UMLS:C4024098	Aplasia/Hypoplasia of the 1st metacarpal	HPO	0010026
UMLS:C4024106	Cone-shaped epiphysis of the 1st metacarpal	HPO	0010017
UMLS:C4024110	Abnormality of the 5th metacarpal	HPO	0010013
UMLS:C4024118	Complete duplication of the distal phalanges of the hand	HPO	0010001
UMLS:C4024136	Polydactyly affecting the 4th finger	HPO	0009971
UMLS:C4024137	Partial duplication of the proximal phalanx of the 3rd finger	HPO	0009970
UMLS:C4024140	Complete duplication of the middle phalanx of the 3rd finger	HPO	0009966
UMLS:C4024144	Polydactyly affecting the 3rd finger	HPO	0009958
UMLS:C4024153	Asymmetry of the mouth	HPO	0009941
UMLS:C4024154	Sunken cheeks	HPO	0009938
UMLS:C4024158	Abnormality of the columella	HPO	0009929
UMLS:C4024159	Aplasia/Hypoplasia involving the nose	HPO	0009924
UMLS:C4024162	Abnormality of the tragus	HPO	0009912
UMLS:C4024163	Abnormal temporal bone morphology	HPO	0009911
UMLS:C4024164	Thin ear helix	HPO	0009905
UMLS:C4024165	Prominent ear helix	HPO	0009904
UMLS:C4024166	Crumpled ear	HPO	0009901
UMLS:C4024167	Abnormality of the antitragus	HPO	0009896
UMLS:C4024168	Thickened ears	HPO	0009894
UMLS:C4024170	Localized hirsutism	HPO	0009889
UMLS:C4024171	Abnormality of secondary sexual hair	HPO	0009888
UMLS:C4024172	Abnormality of hair pigmentation	HPO	0009887
UMLS:C4024173	Aplasia of the distal phalanges of the hand	HPO	0009881
UMLS:C4024174	Broad distal phalanges of all fingers	HPO	0009880
UMLS:C4024175	Cerebellar ataxia associated with quadrupedal gait	HPO	0009878
