BiomarkerID	Biomarker_Name	Diseasename	ICD11	ICD10	ICD9
BM002163	Matrix metalloproteinase-9 (MMP-9)	Acute coronary syndrome	ICD-11: BA41	.	ICD-9: 411.1
BM002072	Matrix metalloproteinase-9 (MMP-9)	Acute coronary syndrome	ICD-11: BA41	.	ICD-9: 411.1
BM002074	Matrix metalloproteinase-9 (MMP-9)	Myocardial infarction	ICD-11: BA41-BA43	.	ICD-9: 410
BM002073	Matrix metalloproteinase-9 (MMP-9)	Carotid artery atherosclerosis	ICD-11: BD55	.	.
BM002063	Matrix metalloproteinase-9 (MMP-9)	Emphysema	ICD-11: CA21	.	ICD-9: 492
BM001892	Matrix metalloproteinase-9 (MMP-9)	Asthma	ICD-11: CA23	ICD-10: J45, J45.8	ICD-9: 493
BM002535	Mean platelet volume (MPV)	Acute coronary syndrome	ICD-11: BA41	.	ICD-9: 411.1
BM003498	Membrane cofactor protein (CD46)	Measles	ICD-11: 1F03	.	.
BM003287	Membrane inhibitor of reactive lysis (CD59)	Hepatitis B	ICD-11: 1E51	ICD-10: B18.1	.
BM001281	Metal transporter CNNM2 (CNNM2)	Coronary artery disease	ICD-11: BA80	ICD-10: I25.1, I25.4	.
BM002801	Metalloproteinase inhibitor 2 (TIMP2)	Bronchopulmonary dysplasia	ICD-11: KB29.0	ICD-10: P27.1	ICD-9: 770.7
BM002882	Metalloproteinase inhibitor 2 (TIMP2)	Osteoarthritis	ICD-11: FA00-FA05	.	ICD-9: 715
BM000051	Methylenetetrahydrofolate reductase (MTHFR)	Hypertension	ICD-11: BA00-BA04	.	ICD-9: 401
BM002210	Methylenetetrahydrofolate reductase (MTHFR)	Rheumatoid arthritis	ICD-11: FA20	.	.
BM001697	MHC class II antigen DQB1 (HLA-DQB1)	Coeliac disease	ICD-11: DA95	ICD-10: K90.0	ICD-9: 579
BM000776	Microtubule-associated protein tau (MAPT)	Parkinson disease	ICD-11: 8A00.0	.	ICD-9: 332
BM000846	Microtubule-associated protein tau (MAPT)	Parkinson disease	ICD-11: 8A00.0	.	ICD-9: 332
BM002771	Microtubule-associated protein tau (MAPT)	Parkinson disease	ICD-11: 8A00.0	.	ICD-9: 332
BM002772	Microtubule-associated protein tau (MAPT)	Parkinson disease	ICD-11: 8A00.0	.	ICD-9: 332
BM002773	Microtubule-associated protein tau (MAPT)	Parkinson disease	ICD-11: 8A00.0	.	ICD-9: 332
BM002608	Microtubule-associated protein tau (MAPT)	Alzheimer disease	ICD-11: 8A20	ICD-10: G30, G30.9	ICD-9: 331
BM002609	Microtubule-associated protein tau (MAPT)	Alzheimer disease	ICD-11: 8A20	ICD-10: G30, G30.9	ICD-9: 331
BM002610	Microtubule-associated protein tau (MAPT)	Alzheimer disease	ICD-11: 8A20	ICD-10: G30, G30.9	ICD-9: 331
BM002774	Microtubule-associated protein tau (MAPT)	Alzheimer disease	ICD-11: 8A20	ICD-10: G30, G30.9	ICD-9: 331
BM000856	Microtubule-associated protein tau (MAPT)	Alzheimer disease	ICD-11: 8A20	ICD-10: G30, G30.9	ICD-9: 331
BM000863	Microtubule-associated protein tau (MAPT)	Alzheimer disease	ICD-11: 8A20	ICD-10: G30, G30.9	ICD-9: 331
BM000772	Microtubule-associated protein tau (MAPT)	Frontotemporal lobar degeneration	ICD-11: 8A23	.	ICD-9: 331.1
BM002125	Microtubule-associated protein tau (MAPT)	Frontotemporal lobar degeneration	ICD-11: 8A23	.	ICD-9: 331.1
BM000187	Mitochondrial import receptor subunit TOM40 homolog (TOMM40)	Cognitive impairment	ICD-11: 6D71	ICD-10: F06.7	ICD-9: 331.83
BM000186	Mitochondrial import receptor subunit TOM40 homolog (TOMM40)	Alzheimer disease	ICD-11: 8A20	ICD-10: G30, G30.9	ICD-9: 331
BM001718	Mitochondrial matrix protein P1 (HSPD1)	Chronic obstructive pulmonary disease	ICD-11: CA22	ICD-10: J44, J44.9	.
BM002426	Mitochondrial matrix protein P1 (HSPD1)	Psoriasis vulgaris	ICD-11: EA90	.	ICD-9: 696
BM000492	Monoamine oxidase type B (MAO-B)	Parkinson disease	ICD-11: 8A00.0	.	ICD-9: 332
BM001899	Monocyte chemotactic and activating factor (CCL2)	Bronchopulmonary dysplasia	ICD-11: KB29.0	ICD-10: P27.1	ICD-9: 770.7
BM002180	Monocyte chemotactic and activating factor (CCL2)	Bronchopulmonary dysplasia	ICD-11: KB29.0	ICD-10: P27.1	ICD-9: 770.7
BM003591	Monocyte chemotactic and activating factor (CCL2)	Tuberculosis	ICD-11: 1B10-1B1Z	ICD-10: A15-A19, B90	.
BM003392	Monocyte chemotactic and activating factor (CCL2)	HIV infection	ICD-11: 1C62	ICD-10: B17.1, B18.2	.
BM003230	Monocyte chemotactic and activating factor (CCL2)	Dengue	ICD-11: 1D20-1D2Z	ICD-10: A90, R50	.
BM003449	Monocyte chemotactic and activating factor (CCL2)	Influenza	ICD-11: 1E30-1E32?	.	.
BM003288	Monocyte chemotactic and activating factor (CCL2)	Hepatitis B	ICD-11: 1E51	ICD-10: B18.1	.
BM003178	Monocyte chemotactic and activating factor (CCL2)	Chagas disease	ICD-11: IF53	.	.
BM000993	Monocyte chemotactic and activating factor (CCL2)	Systemic sclerosis	ICD-11: 4A42	.	.
BM001083	Monocyte chemotactic and activating factor (CCL2)	Alzheimer disease	ICD-11: 8A20	ICD-10: G30, G30.9	ICD-9: 331
BM002177	Monocyte chemotactic and activating factor (CCL2)	Peripheral arterial disease	ICD-11: BD4Z	ICD-10: I73, I73.9	ICD-9: 443
BM002181	Monocyte chemotactic and activating factor (CCL2)	Peripheral arterial disease	ICD-11: BD4Z	ICD-10: I73, I73.9	ICD-9: 443
BM002091	Monocyte chemotactic and activating factor (CCL2)	Overactive bladder	ICD-11: GC50.0	ICD-10: N32.8	ICD-9: 596.51
BM003026	Monocyte chemotactic protein-1 (MCP-1)	Autosomal dominant polycystic kidney disease	ICD-11: GB81	ICD-10: Q61.2	ICD-9: 753.1
BM003292	Monocyte differentiation antigen CD14 (CD14)	Hepatitis B	ICD-11: 1E51	ICD-10: B18.1	.
BM001021	Monocyte differentiation antigen CD14 (CD14)	Amyotrophic lateral sclerosis	ICD-11: 8B60.0	.	ICD-9: 335.2
BM003446	Mucin-1 (MUC1)	Influenza	ICD-11: 1E30-1E32?	.	.
BM003324	Mucin-1 (MUC1)	Hepatitis C	ICD-11: 1E51	ICD-10: B18.2	.
BM003497	Mucin-1 (MUC1)	Measles	ICD-11: 1F03	.	.
BM000201	Mucin-1 (MUC1)	Breast cancer	ICD-11: 2C60-2C65	.	.
BM001974	Mucin-1 (MUC1)	Systemic sclerosis	ICD-11: 4A42	.	.
BM001975	Mucin-1 (MUC1)	Systemic sclerosis	ICD-11: 4A42	.	.
BM001976	Mucin-1 (MUC1)	Systemic sclerosis	ICD-11: 4A42	.	.
BM002211	Mucin-1 (MUC1)	Dry eye disease	ICD-11: 9E1Z	.	ICD-9: 370.33
BM002218	Mucin-1 (MUC1)	Dry eye disease	ICD-11: 9E1Z	.	ICD-9: 370.33
BM002214	Mucin-2 (MUC2)	Dry eye disease	ICD-11: 9E1Z	.	ICD-9: 370.33
BM002215	Mucin-4 (MUC4)	Dry eye disease	ICD-11: 9E1Z	.	ICD-9: 370.33
BM000706	Multidrug resistance-associated protein 1 (ABCC1)	Psoriasis vulgaris	ICD-11: EA90	.	ICD-9: 696
BM003218	Myeloid cell surface antigen CD33 (CD33)	Dengue	ICD-11: 1D20-1D2Z	ICD-10: A90, R50	.
BM002225	Myeloperoxidase (MPO)	Acute coronary syndrome	ICD-11: BA41	.	ICD-9: 411.1
BM002228	Myeloperoxidase (MPO)	Acute coronary syndrome	ICD-11: BA41	.	ICD-9: 411.1
BM002229	Myeloperoxidase (MPO)	Myocardial infarction	ICD-11: BA41-BA43	.	ICD-9: 410
BM000732	Myeloperoxidase (MPO)	Arteriosclerosis	ICD-11: BD40	ICD-10: I70	.
BM001240	Myeloperoxidase (MPO)	Arteriosclerosis	ICD-11: BD40	ICD-10: I70	.
BM002034	Myeloperoxidase (MPO)	Inflammatory bowel disease	ICD-11: DD72	ICD-10: K50-K52	.
BM002044	Myeloperoxidase (MPO)	Inflammatory bowel disease	ICD-11: DD72	ICD-10: K50-K52	.
BM002232	Myocilin (MYOC)	Glaucoma/ocular hypertension	ICD-11: 9C61	.	ICD-9: 365
BM002233	Myocilin (MYOC)	Glaucoma/ocular hypertension	ICD-11: 9C61	.	ICD-9: 365
BM002235	Myoglobin (MB)	Myocardial infarction	ICD-11: BA41-BA43	.	ICD-9: 410
BM002237	N-acetyl aspartate (NAA)	Alzheimer disease	ICD-11: 8A20	ICD-10: G30, G30.9	ICD-9: 331
BM002238	N-acetyl aspartate (NAA)	Alzheimer disease	ICD-11: 8A20	ICD-10: G30, G30.9	ICD-9: 331
BM002247	Natriuretic peptide precursor A (NPPA)	Hypertension	ICD-11: BA00-BA04	.	ICD-9: 401
BM002248	Natriuretic peptide precursor B (NPPB)	Hypertension	ICD-11: BA00-BA04	.	ICD-9: 401
BM002249	Natriuretic peptide precursor C (NPPC)	Hypertension	ICD-11: BA00-BA04	.	ICD-9: 401
BM002250	Natriuretic peptide receptor C (NPR3)	Hypertension	ICD-11: BA00-BA04	.	ICD-9: 401
BM000905	N-chimaerin (CHN1)	Osteoarthritis	ICD-11: FA00-FA05	.	ICD-9: 715
BM002256	Nephrin (NPHS1)	Diabetic nephropathy	ICD-11: GB61.Z	.	ICD-9: 250.4
BM003391	Neural cell adhesion molecule 1 (NCAM1)	HIV infection	ICD-11: 1C62	ICD-10: B17.1, B18.2	.
BM001301	Neuroendocrine protein 7B2 (SCG5)	Amyotrophic lateral sclerosis	ICD-11: 8B60.0	.	ICD-9: 335.2
BM002514	Neurofilament heavy polypeptide (NEFH)	Amyotrophic lateral sclerosis	ICD-11: 8B60.0	.	ICD-9: 335.2
BM002545	Neurofilament heavy polypeptide (NEFH)	Amyotrophic lateral sclerosis	ICD-11: 8B60.0	.	ICD-9: 335.2
BM002263	Neurofilament heavy polypeptide (NEFH)	Amyotrophic lateral sclerosis	ICD-11: 8B60.0	.	ICD-9: 335.2
BM002264	Neurofilament light polypeptide (NEFL)	Amyotrophic lateral sclerosis	ICD-11: 8B60.0	.	ICD-9: 335.2
BM002267	Neuropeptide Y (NPY)	Dry eye disease	ICD-11: 9E1Z	.	ICD-9: 370.33
BM002268	Neuropeptide Y (NPY)	Dry eye disease	ICD-11: 9E1Z	.	ICD-9: 370.33
BM002266	Neuropeptide Y (NPY)	Hypertension	ICD-11: BA00-BA04	.	ICD-9: 401
BM002269	Neuropeptide Y receptor 1 (NPY1R)	Hypertension	ICD-11: BA00-BA04	.	ICD-9: 401
BM000212	Neurosecretory protein VGF (VGF)	Schizophrenia	ICD-11: 6A20	.	.
BM001299	Neurosecretory protein VGF (VGF)	Amyotrophic lateral sclerosis	ICD-11: 8B60.0	.	ICD-9: 335.2
BM003402	Neutral endopeptidase (MME)	HIV infection	ICD-11: 1C62	ICD-10: B17.1, B18.2	.
BM002552	Neutrophil elastase (NE)	Systemic sclerosis	ICD-11: 4A42	.	.
BM002271	Neutrophil gelatinase associated lipocalin (NGAL)	Bronchopulmonary dysplasia	ICD-11: KB29.0	ICD-10: P27.1	ICD-9: 770.7
BM002275	Neutrophil gelatinase associated lipocalin (NGAL)	HIV infection	ICD-11: 1C62	.	ICD-9: 279.3
BM001993	NF-kappa-B inhibitor alpha (NFKBIA)	Psoriasis vulgaris	ICD-11: EA90	.	ICD-9: 696
BM002345	NF-kappa-B inhibitor beta (NFKBIB)	Inflammation	ICD-11: 1A00-CA43.1	.	.
BM002343	NF-kappa-B inhibitor beta (NFKBIB)	Cardiovascular disease	ICD-11: BA00-BE2Z	ICD-10: I00-I99	.
BM003522	Nicotinamide phosphoribosyltransferase (NAMPT)	Sepsis	ICD-11: 1G40-1G41	.	.
BM002291	Nine-amino-acid peptide of type II collagen (Coll 2-1)	Osteoarthritis	ICD-11: FA00-FA05	.	ICD-9: 715
BM002292	N-isopropyl-P[123I]-iodoamphetamine ([123I]IMP)	Parkinson disease	ICD-11: 8A00.0	.	ICD-9: 332
BM000496	Nitric oxide (NO)	Bronchopulmonary dysplasia	ICD-11: KB29.0	ICD-10: P27.1	ICD-9: 770.7
BM002308	Nitric oxide (NO)	Primary ciliary dyskinesia	ICD-11: LA75.Y	.	ICD-9: 759.3
BM002307	Nitric oxide (NO)	Lung cancer	ICD-11: 2C25.0	.	ICD-9: 162
BM002297	Nitric oxide (NO)	Glaucoma/ocular hypertension	ICD-11: 9C61	.	ICD-9: 365
BM002306	Nitric oxide (NO)	Asthma	ICD-11: CA23	ICD-10: J45, J45.8	ICD-9: 493
BM002298	Nitric oxide synthase 3 (NOS3)	Hypertension	ICD-11: BA00-BA04	.	ICD-9: 401
BM002309	Non-Ceruloplasmin bound Copper (NCBC)	Parkinson disease	ICD-11: 8A00.0	.	ICD-9: 332
BM001427	Non-secretory ribonuclease (RNASE2)	Eosinophilic disorders	ICD-11: 4B03.1	.	ICD-9: 530.13
BM002314	N-propeptide II of collagen type II (PIINP)	Osteoarthritis	ICD-11: FA00-FA05	.	ICD-9: 715
BM002315	N-propeptide IIA of collagen type II (PIIANP)	Osteoarthritis	ICD-11: FA00-FA05	.	ICD-9: 715
BM002353	Nuclear pore glycoprotein p62 (NUP62)	Psoriatic arthritis	ICD-11: FA21	.	ICD-9: 696
BM002650	Nuclear receptor ROR-alpha (RORA)	Inflammation	ICD-11: 1A00-CA43.1	.	.
BM002649	Nuclear receptor ROR-alpha (RORA)	Cardiovascular disease	ICD-11: BA00-BE2Z	ICD-10: I00-I99	.
BM002351	Nuclear receptor subfamily 3, group C, member 2 (NR3C2)	Hypertension	ICD-11: BA00-BA04	.	ICD-9: 401
BM003016	Nuclear-interacting partner of ALK (ZC3HC1)	Coronary artery disease	ICD-11: BA80	ICD-10: I25.1, I25.4	.
BM000032	Nucleophosmin (NPM1)	Elderly acute myeloid leukaemia	ICD-11: 2A60	.	ICD-9: 205
BM000007	Opioid receptor sigma 2 (PGRMC1)	Node-positive breast cancer	ICD-11: 2C60-2C65	.	.
BM002390	Osteoclast differentiation factor (ODF)	Chronic kidney disease	ICD-11: GB61	ICD-10: N18, N18.9	.
BM001098	Osteoclastogenesis inhibitory factor (TNFRSF11B)	Osteoarthritis	ICD-11: FA00-FA05	.	ICD-9: 715
BM003290	Osteopontin (SPP1)	Hepatitis B	ICD-11: 1E51	ICD-10: B18.1	.
BM002388	Osteoprotogerin (OPG)	Heart failure	ICD-11: BD10-BD13	ICD-10: I50, I50.9	ICD-9: 428
BM002178	Osteoprotogerin (OPG)	Peripheral arterial disease	ICD-11: BD4Z	ICD-10: I73, I73.9	ICD-9: 443
BM002389	Osteoprotogerin (OPG)	Chronic kidney disease	ICD-11: GB61	ICD-10: N18, N18.9	.
BM003507	Pancreatic hormone (PH)	Measles	ICD-11: 1F03	.	.
BM002559	Pappalysin-1 (PAPPA)	Pre-eclampsia	ICD-11: JA24	ICD-10: O14, O14.9	.
BM002562	Pappalysin-1 (PAPPA)	Pre-eclampsia	ICD-11: JA24	ICD-10: O14, O14.9	.
BM000947	Parathyroid hormone (iPTH)	Chronic kidney disease	ICD-11: GB61	ICD-10: N18, N18.9	.
BM002451	Parathyroid hormone-related protein (PTHLH)	Bronchopulmonary dysplasia	ICD-11: KB29.0	ICD-10: P27.1	ICD-9: 770.7
BM003430	PC4 and SFRS1-interacting protein (PSIP1)	HIV infection	ICD-11: 1C62	ICD-10: B17.1, B18.2	.
BM002469	Pentraxin-related protein PTX3 (PTX3)	Systemic sclerosis	ICD-11: 4A42	.	ICD-9: 710.1
BM002470	Pentraxin-related protein PTX3 (PTX3)	Chronic kidney disease	ICD-11: GB61	ICD-10: N18, N18.9	.
BM002486	Perforin-1 (PRF1)	Kidney transplant rejection	ICD-11: NE84	.	ICD-9: 996.81
BM002483	Perforin-1 (PRF1)	Myalgic encephalomyelitis	ICD-11: 8E49	ICD-10: G93	ICD-9: 780.71
BM002484	Perforin-1 (PRF1)	Myalgic encephalomyelitis	ICD-11: 8E49	ICD-10: G93	ICD-9: 780.71
BM000531	Perforin-1 (PRF1)	Chronic obstructive pulmonary disease	ICD-11: CA22	ICD-10: J44, J44.9	.
BM002495	Peroxisome proliferator-activated receptor gamma (PPARG)	Hypertension	ICD-11: BA00-BA04	.	ICD-9: 401
BM002510	Phenylethanolamine N-methyltransferase (PNMT)	Hypertension	ICD-11: BA00-BA04	.	ICD-9: 401
BM002508	Phosphatase and actin regulator 1 (PHACTR1)	Coronary artery disease	ICD-11: BA80	ICD-10: I25.1, I25.4	.
BM002512	Phosphatidylcholine (PC)	Dry eye disease	ICD-11: 9E1Z	.	ICD-9: 370.33
BM002555	Phospholipid phosphatase 3 (PLPP3)	Coronary artery disease	ICD-11: BA80	ICD-10: I25.1, I25.4	.
BM002516	Pittsburgh compound B(PIB)	Alzheimer disease	ICD-11: 8A20	ICD-10: G30, G30.9	ICD-9: 331
BM002519	Pittsburgh compound B(PIB)	Alzheimer disease	ICD-11: 8A20	ICD-10: G30, G30.9	ICD-9: 331
BM002523	Placenta growth factor (PlGF)	Bronchopulmonary dysplasia	ICD-11: KB29.0	ICD-10: P27.1	ICD-9: 770.7
BM000036	Placenta growth factor (PlGF)	Chronic hypertension	ICD-11: BA00-BA04	ICD-10: O11, O14	ICD-9: 642.4-642.7
BM002522	Placenta growth factor (PlGF)	Acute coronary syndrome	ICD-11: BA41	.	ICD-9: 411.1
BM002521	Placenta growth factor (PlGF)	Acute coronary syndrome	ICD-11: BA41	.	ICD-9: 411.1
BM002561	Placental protein 13 (PP13)	Pre-eclampsia	ICD-11: JA24	ICD-10: O14, O14.9	.
BM000234	Plasma membrane calcium-transporting ATPase 1 (ATP2B1)	Hypertension	ICD-11: BA00-BA04	.	ICD-9: 401
BM003543	Plasminogen (PLG)	Sepsis	ICD-11: 1G40-1G41	.	.
BM002595	Plasminogen (PLG)	Psoriasis vulgaris	ICD-11: EA90	.	ICD-9: 696
BM002526	Plasminogen activator inhibitor-1 (SERPINE1)	Bronchopulmonary dysplasia	ICD-11: KB29.0	ICD-10: P27.1	ICD-9: 770.7
BM000207	Plasminogen activator inhibitor-1 (SERPINE1)	Breast cancer	ICD-11: 2C60-2C65	.	.
BM002672	Plasminogen activator inhibitor-1 (SERPINE1)	Rheumatoid arthritis	ICD-11: FA20	.	.
BM002540	Platelet derived growth factor-BB isoform (PDGF-BB)	Bronchopulmonary dysplasia	ICD-11: KB29.0	ICD-10: P27.1	ICD-9: 770.7
BM002021	Platelet endothelial cell adhesion molecule (PECAM1)	Eosinophilic disorders	ICD-11: 4B03.1	.	ICD-9: 530.13
BM003380	Platelet glycoprotein 4 (CD36)	HIV infection	ICD-11: 1C62	ICD-10: B17.1, B18.2	.
BM003471	Platelet glycoprotein 4 (CD36)	Malaria	ICD-11: 1F40-1F4Z	ICD-10: B50-B54	.
BM000904	Platelet glycoprotein 4 (CD36)	Osteoarthritis	ICD-11: FA00-FA05	.	ICD-9: 715
BM002012	Platelet-activating factor acetylhydrolase (PLA2G7)	Premature atherosclerosis	ICD-11: BD40	.	.
BM003054	Platelet-derived growth factor receptor alpha (PDGFRA)	Gastrointestinal stromal tumour	ICD-11: 2B5B	.	.
BM002546	Podocalyxin (PODXL)	Diabetic nephropathy	ICD-11: GB61.Z	.	ICD-9: 250.4
BM002547	Podocin (NPHS2)	Diabetic nephropathy	ICD-11: GB61.Z	.	ICD-9: 250.4
BM003558	Poly [ADP-ribose] polymerase 1 (PARP1)	Smallpox	ICD-11: 1E70	ICD-10: B03	.
BM002550	Polyadenylate-binding protein 4 (PABPC4)	Inflammation	ICD-11: 1A00-CA43.1	.	.
BM002548	Polyadenylate-binding protein 4 (PABPC4)	Cardiovascular disease	ICD-11: BA00-BE2Z	ICD-10: I00-I99	.
BM002520	Polycystin-1 (PKD1)	Autosomal dominant polycystic kidney disease	ICD-11: GB81	ICD-10: Q61.2	ICD-9: 753.1
BM002554	Polyunsaturated fatty acid (PUFA)	Bronchopulmonary dysplasia	ICD-11: KB29.0	ICD-10: P27.1	ICD-9: 770.7
BM002566	Pregnancy-associated plasma protein A (PAPP-A)	Acute coronary syndrome	ICD-11: BA41	.	ICD-9: 411.1
BM002563	Pregnancy-associated plasma protein A (PAPP-A)	Acute coronary syndrome	ICD-11: BA41	.	ICD-9: 411.1
BM002564	Pregnancy-associated plasma protein A (PAPP-A)	Acute coronary syndrome	ICD-11: BA41	.	ICD-9: 411.1
BM002565	Pregnancy-associated plasma protein A (PAPP-A)	Myocardial infarction	ICD-11: BA41-BA43	.	ICD-9: 410
BM001031	Pregnancy-specific beta-1-glycoprotein 1 (PSG1)	Eosinophilic disorders	ICD-11: 4B03.1	.	ICD-9: 530.13
BM000204	Progesterone receptor (PGR)	Breast cancer	ICD-11: 2C60-2C65	.	.
BM000026	Progesterone receptor (PGR)	Breast cancer	ICD-11: 2C60-2C65	.	.
BM000011	Progesterone receptor (PGR)	Endocrine responsive early breast cancer	ICD-11: 2C60-2C65	.	.
BM000199	Progesterone receptor (PGR)	Invasive breast cancer	ICD-11: 2C61	ICD-10: C50	.
BM003336	Programmed cell death 1 ligand 1 (PD-L1)	HIV infection	ICD-11: 1C62	ICD-10: B17.1, B18.2	.
BM003262	Programmed cell death 1 ligand 1 (PD-L1)	Hepatitis B	ICD-11: 1E51	ICD-10: B18.1	.
BM003339	Programmed cell death protein 1 (PD-1)	HIV infection	ICD-11: 1C62	ICD-10: B17.1, B18.2	.
BM003267	Programmed cell death protein 1 (PD-1)	Hepatitis B	ICD-11: 1E51	ICD-10: B18.1	.
BM003258	Proheparin-binding EGF-like growth factor (HBEGF)	Diphtheria	ICD-11: 1C17	.	.
BM002579	Prolactin (PRL)	Schizophrenia	ICD-11: 6A20	.	.
BM003289	Proliferating cell nuclear antigen (PCNA)	Hepatitis B	ICD-11: 1E51	ICD-10: B18.1	.
BM000005	Proliferation marker protein Ki-67 (MKI67)	Node-positive breast cancer	ICD-11: 2C60-2C65	.	.
BM000006	Proliferation marker protein Ki-67 (MKI67)	Node-positive breast cancer	ICD-11: 2C60-2C65	.	.
BM002427	Proliferation marker protein Ki-67 (MKI67)	Psoriasis vulgaris	ICD-11: EA90	.	ICD-9: 696
BM002607	Proline/serine-rich coiled-coil protein 1 (PSRC1)	Rheumatoid arthritis	ICD-11: FA20	.	.
BM002583	Prostaglandin E2 (PGE2)	Amyotrophic lateral sclerosis	ICD-11: 8B60.0	.	ICD-9: 335.2
BM000686	Prostaglandin E2 (PGE2)	Cystic fibrosis	ICD-11: CA25	ICD-10: E84, E84.9	ICD-9: 277
BM002289	Prostaglandin E2 receptor EP2 (PTGER2)	Overactive bladder	ICD-11: GC50.0	ICD-10: N32.8	ICD-9: 596.51
BM002290	Prostaglandin F2-alpha receptor (PTGFR)	Overactive bladder	ICD-11: GC50.0	ICD-10: N32.8	ICD-9: 596.51
BM000039	Prostaglandin G/H synthase 2 (COX-2)	Glottic cancer	ICD-11: 2C23.1	ICD-10: C32.0	ICD-9: 161
BM000906	Prostaglandin G/H synthase 2 (COX-2)	Osteoarthritis	ICD-11: FA00-FA05	.	ICD-9: 715
BM000040	Prostate specific antigen (KLK3)	Prostate cancer	ICD-11: 2C82.0	ICD-10: C61	ICD-9: 185
BM000022	Prostate specific antigen (KLK3)	Prostate cancer	ICD-11: 2C82.0	ICD-10: C61	ICD-9: 185
BM000055	Prostate specific antigen (KLK3)	Prostate cancer	ICD-11: 2C82.0	ICD-10: C61	ICD-9: 185
BM000043	Prostate specific antigen (KLK3)	Metastatic prostate carcinoma	ICD-11: 2D50	ICD-10: C79.3	ICD-9: 185
BM002751	Protachykinin-1 (TAC1)	Ocular allergy	ICD-11: 4A81	.	.
BM002592	Proteasome assembly chaperone 1 (PSMG1)	Inflammation	ICD-11: 1A00-CA43.1	.	.
BM002591	Proteasome assembly chaperone 1 (PSMG1)	Cardiovascular disease	ICD-11: BA00-BE2Z	ICD-10: I00-I99	.
BM003019	Protein AMBP (AMBP)	Acute kidney injury	ICD-11: GB60	.	ICD-9: 584
BM003555	Protein bactericidal permeability-increasing (BPI)	Smallpox	ICD-11: 1E70	ICD-10: B03	.
BM003035	Protein patched homolog 1 (PTCH1)	Medulloblastoma	ICD-11: 2A00.10	ICD-10: C71.6	.
BM002598	Protein phosphatase 1 regulatory subunit 3B (PPP1R3B)	Inflammation	ICD-11: 1A00-CA43.1	.	.
BM002597	Protein phosphatase 1 regulatory subunit 3B (PPP1R3B)	Cardiovascular disease	ICD-11: BA00-BE2Z	ICD-10: I00-I99	.
BM001348	Protein/nucleic acid deglycase DJ-1 (PARK7)	Parkinson disease	ICD-11: 8A00.0	.	ICD-9: 332
BM001349	Protein/nucleic acid deglycase DJ-1 (PARK7)	Parkinson disease	ICD-11: 8A00.0	.	ICD-9: 332
BM001350	Protein/nucleic acid deglycase DJ-1 (PARK7)	Parkinson disease	ICD-11: 8A00.0	.	ICD-9: 332
BM002593	Proteinase activated receptor 2 (PAR2)	Ocular allergy	ICD-11: 4A81	.	.
BM002685	Protein-tyrosine phosphatase SHP-1 (PTPN6)	Psoriatic arthritis	ICD-11: FA21	.	ICD-9: 696
BM003055	Proto-oncogene c-Met (MET)	Renal cell carcinoma	ICD-11: 2C90	ICD-10: C64	ICD-9: 189
BM003385	P-selectin (SELP)	HIV infection	ICD-11: 1C62	ICD-10: B17.1, B18.2	.
BM003603	P-selectin (SELP)	West nile virus infection	ICD-11: 1D46	ICD-10: A92.3	.
BM003474	P-selectin (SELP)	Malaria	ICD-11: 1F40-1F4Z	ICD-10: B50-B54	.
BM003340	P-selectin glycoprotein ligand 1 (SELPLG)	HIV infection	ICD-11: 1C62	ICD-10: B17.1, B18.2	.
BM002617	Pyridinoline (PYD)	Osteoarthritis	ICD-11: FA00-FA05	.	ICD-9: 715
BM002046	Pyruvate kinase M2 (PKM)	Inflammatory bowel disease	ICD-11: DD72	ICD-10: K50-K52	.
BM002047	Pyruvate kinase M2 (PKM)	Inflammatory bowel disease	ICD-11: DD72	ICD-10: K50-K52	.
BM003352	RAS-like protein KIR (GEM)	HIV infection	ICD-11: 1C62	ICD-10: B17.1, B18.2	.
BM002193	Ras-related protein M-Ras (MRAS)	Coronary artery disease	ICD-11: BA80	ICD-10: I25.1, I25.4	.
BM002654	Regulator of G-protein signaling 1 (RGS1)	Coeliac disease	ICD-11: DA95	ICD-10: K90.0	ICD-9: 579
BM002643	Regulator of G-protein signaling 6 (RGS6)	Inflammation	ICD-11: 1A00-CA43.1	.	.
BM002642	Regulator of G-protein signaling 6 (RGS6)	Cardiovascular disease	ICD-11: BA00-BE2Z	ICD-10: I00-I99	.
BM002645	Renin (REN)	Hypertension	ICD-11: BA00-BA04	.	ICD-9: 401
BM002644	Renin (REN)	Heart failure	ICD-11: BD10-BD13	ICD-10: I50, I50.9	ICD-9: 428
BM000469	Resistin (RETN)	Psoriasis vulgaris	ICD-11: EA90	.	ICD-9: 696
BM002652	Retinol Binding Protein (RBP)	HIV infection	ICD-11: 1C62	.	ICD-9: 279.3
BM003002	Ribosome biogenesis protein WDR12 (WDR12)	Coronary artery disease	ICD-11: BA80	ICD-10: I25.1, I25.4	.
BM003034	RNA-binding protein EWS (EWSR1)	Ewing sarcoma	ICD-11: 2B52	.	ICD-9: 170
BM002189	Ryanodine receptor 2 (RYR2)	Myalgic encephalomyelitis	ICD-11: 8E49	ICD-10: G93	ICD-9: 780.71
BM003608	S100 calcium-binding protein B (S100B)	West nile virus infection	ICD-11: 1D46	ICD-10: A92.3	.
BM002666	S100 calcium-binding protein B (S100B)	Parkinson disease	ICD-11: 8A00.0	.	ICD-9: 332
