DiseaseID	gene_symbol	hgnc_id	gene_url	DiseaseName	disease_url	mode_of_inheritance	dosage_haploinsufficiency_assertion	dosage_triplosensitivity_assertion	dosage_report	dosage_group	gene_disease_validity_assertion_classifications	gene_disease_validity_assertion_reports	gene_disease_validity_gceps	actionability_assertion_classifications	actionability_assertion_reports	actionability_groups
MONDO:0021093	IFT122	HGNC:13556	https://search.clinicalgenome.org/kb/genes/HGNC:13556	cranioectodermal dysplasia 1	https://search.clinicalgenome.org/kb/conditions/MONDO:0021093	Autosomal recessive inheritance					definitive evidence (10/21/2021)	https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_6e4b420a-5df1-4c3c-aca8-a5359de25a5d-2021-10-21T040941.926Z	Syndromic Disorders			
MONDO:0021569	LMNA	HGNC:6636	https://search.clinicalgenome.org/kb/genes/HGNC:6636	Emery-Dreifuss muscular dystrophy 2, autosomal dominant	https://search.clinicalgenome.org/kb/conditions/MONDO:0021569		2 - Emerging Evidence for Haploinsufficiency (01/18/2016)	0 - No Evidence for Haploinsufficiency (01/18/2016)	https://search.clinicalgenome.org/kb/gene-dosage/HGNC:6636	Dosage Working Group				Assertion Pending (07/13/2017)	https://search.clinicalgenome.org/kb/gene-validity/https://actionability.clinicalgenome.org/ac/Adult/ui/stg2SummaryRpt?doc=AC143	Adult Actionability Working Group
MONDO:0021944	DIAPH3	HGNC:15480	https://search.clinicalgenome.org/kb/genes/HGNC:15480	auditory neuropathy	https://search.clinicalgenome.org/kb/conditions/MONDO:0021944	Autosomal dominant inheritance					limited evidence (02/06/2020)	https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_fc54aaf6-8e1b-4c98-bcbe-e1f337f6eadc-2020-02-06T170000.000Z	Hearing Loss			
MONDO:0023069	FOXI1	HGNC:3815	https://search.clinicalgenome.org/kb/genes/HGNC:3815	enlarged vestibular aqueduct syndrome	https://search.clinicalgenome.org/kb/conditions/MONDO:0023069	Autosomal recessive inheritance					disputing (09/10/2018)	https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_d3a6b8fa-01d1-4f32-a45e-9c9582e14280-2018-09-10T194701.454Z	Hearing Loss			
MONDO:0023601	CYP21A2	HGNC:2600	https://search.clinicalgenome.org/kb/genes/HGNC:2600	non-classic congenital adrenal hyperplasia	https://search.clinicalgenome.org/kb/conditions/MONDO:0023601		30 - Gene Associated with Autosomal Recessive Phenotype (07/06/2012)	0 - No Evidence for Haploinsufficiency (07/06/2012)	https://search.clinicalgenome.org/kb/gene-dosage/HGNC:2600	Dosage Working Group				Limited Actionability (05/09/2018)	https://search.clinicalgenome.org/kb/gene-validity/https://actionability.clinicalgenome.org/ac/Adult/ui/stg2SummaryRpt?doc=AC151	Adult Actionability Working Group
MONDO:0023655	PIK3CD	HGNC:8977	https://search.clinicalgenome.org/kb/genes/HGNC:8977	immunodeficiency 14b, autosomal recessive	https://search.clinicalgenome.org/kb/conditions/MONDO:0023655	Autosomal recessive inheritance					definitive evidence (04/19/2022)	https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_00e2cc94-311b-44d8-9c41-e41c12ebd8f2-2022-04-19T192558.184Z	Antibody Deficiencies GCEP			
MONDO:0023691	BCKDHA	HGNC:986	https://search.clinicalgenome.org/kb/genes/HGNC:986	maple syrup urine disease type 1A	https://search.clinicalgenome.org/kb/conditions/MONDO:0023691	Autosomal recessive inheritance					definitive evidence (09/14/2018)	https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_5c89a6c7-751a-4a99-8a32-97cc33c5df7c-2018-09-14T160000.000Z	Aminoacidopathy	Has Insufficient Evidence for Actionability Based on Early Rule-out (06/28/2021) | Strong Actionability (06/28/2021)	https://search.clinicalgenome.org/kb/gene-validity/https://actionability.clinicalgenome.org/ac/Adult/ui/stg2SummaryRpt?doc=AC1041 | https://search.clinicalgenome.org/kb/gene-validity/https://actionability.clinicalgenome.org/ac/Pediatric/ui/stg2SummaryRpt?doc=AC1041	Adult Actionability Working Group | Pediatric Actionability Working Group
MONDO:0023692	BCKDHB	HGNC:987	https://search.clinicalgenome.org/kb/genes/HGNC:987	maple syrup urine disease type 1B	https://search.clinicalgenome.org/kb/conditions/MONDO:0023692	Autosomal recessive inheritance	30 - Gene Associated with Autosomal Recessive Phenotype (08/22/2016)		https://search.clinicalgenome.org/kb/gene-dosage/HGNC:987	Dosage Working Group	definitive evidence (02/08/2019)	https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_0b0d314c-7355-441c-a357-72ba3e566c57-2019-02-08T170000.000Z	Aminoacidopathy	Has Insufficient Evidence for Actionability Based on Early Rule-out (06/28/2021) | Strong Actionability (06/28/2021)	https://search.clinicalgenome.org/kb/gene-validity/https://actionability.clinicalgenome.org/ac/Adult/ui/stg2SummaryRpt?doc=AC1041 | https://search.clinicalgenome.org/kb/gene-validity/https://actionability.clinicalgenome.org/ac/Pediatric/ui/stg2SummaryRpt?doc=AC1041	Adult Actionability Working Group | Pediatric Actionability Working Group
MONDO:0023693	DBT	HGNC:2698	https://search.clinicalgenome.org/kb/genes/HGNC:2698	maple syrup urine disease type 2	https://search.clinicalgenome.org/kb/conditions/MONDO:0023693		30 - Gene Associated with Autosomal Recessive Phenotype (08/22/2016)		https://search.clinicalgenome.org/kb/gene-dosage/HGNC:2698	Dosage Working Group				Has Insufficient Evidence for Actionability Based on Early Rule-out (06/28/2021) | Strong Actionability (06/28/2021)	https://search.clinicalgenome.org/kb/gene-validity/https://actionability.clinicalgenome.org/ac/Adult/ui/stg2SummaryRpt?doc=AC1041 | https://search.clinicalgenome.org/kb/gene-validity/https://actionability.clinicalgenome.org/ac/Pediatric/ui/stg2SummaryRpt?doc=AC1041	Adult Actionability Working Group | Pediatric Actionability Working Group
MONDO:0024456	FOXC1	HGNC:3800	https://search.clinicalgenome.org/kb/genes/HGNC:3800	anterior segment dysgenesis 3	https://search.clinicalgenome.org/kb/conditions/MONDO:0024456	Autosomal dominant inheritance	3 - Sufficient Evidence for Haploinsufficiency (07/29/2020)	0 - No Evidence for Haploinsufficiency (07/29/2020)	https://search.clinicalgenome.org/kb/gene-dosage/HGNC:3800	Dosage Working Group	definitive evidence (12/15/2021)	https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_b2271229-84ea-4aff-81b4-3428c173ed7b-2021-12-15T031246.818Z	Glaucoma and Neuro-Ophthalmology			
MONDO:0024507	PAX6	HGNC:8620	https://search.clinicalgenome.org/kb/genes/HGNC:8620	aniridia 1	https://search.clinicalgenome.org/kb/conditions/MONDO:0024507		3 - Sufficient Evidence for Haploinsufficiency (11/05/2015)	1 - Little Evidence for Haploinsufficiency (11/05/2015)	https://search.clinicalgenome.org/kb/gene-dosage/HGNC:8620	Dosage Working Group						
MONDO:0024533	BMPR2	HGNC:1078	https://search.clinicalgenome.org/kb/genes/HGNC:1078	pulmonary hypertension, primary, 1	https://search.clinicalgenome.org/kb/conditions/MONDO:0024533		3 - Sufficient Evidence for Haploinsufficiency (08/26/2020)	0 - No Evidence for Haploinsufficiency (08/26/2020)	https://search.clinicalgenome.org/kb/gene-dosage/HGNC:1078	Dosage Working Group				Moderate Actionability (09/11/2017)	https://search.clinicalgenome.org/kb/gene-validity/https://actionability.clinicalgenome.org/ac/Adult/ui/stg2SummaryRpt?doc=AC146	Adult Actionability Working Group
MONDO:0024536	MC2R	HGNC:6930	https://search.clinicalgenome.org/kb/genes/HGNC:6930	glucocorticoid deficiency 1	https://search.clinicalgenome.org/kb/conditions/MONDO:0024536		30 - Gene Associated with Autosomal Recessive Phenotype (08/22/2016)		https://search.clinicalgenome.org/kb/gene-dosage/HGNC:6930	Dosage Working Group						
MONDO:0024537	SLC52A3	HGNC:16187	https://search.clinicalgenome.org/kb/genes/HGNC:16187	Brown-Vialetto-van Laere syndrome 1	https://search.clinicalgenome.org/kb/conditions/MONDO:0024537	Autosomal recessive inheritance	30 - Gene Associated with Autosomal Recessive Phenotype (08/22/2016)		https://search.clinicalgenome.org/kb/gene-dosage/HGNC:16187	Dosage Working Group	definitive evidence (12/06/2018)	https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_b0ae82e2-4c39-45b2-ba2d-6fe2570dbcfc-2018-12-06T050000.000Z	Hearing Loss			
MONDO:0024541	TTC37	HGNC:23639	https://search.clinicalgenome.org/kb/genes/HGNC:23639	trichohepatoenteric syndrome 1	https://search.clinicalgenome.org/kb/conditions/MONDO:0024541		30 - Gene Associated with Autosomal Recessive Phenotype (08/22/2016)		https://search.clinicalgenome.org/kb/gene-dosage/HGNC:23639	Dosage Working Group						
MONDO:0024542	VLDLR	HGNC:12698	https://search.clinicalgenome.org/kb/genes/HGNC:12698	cerebellar ataxia, intellectual disability, and dysequilibrium syndrome 1	https://search.clinicalgenome.org/kb/conditions/MONDO:0024542		30 - Gene Associated with Autosomal Recessive Phenotype (08/22/2016)		https://search.clinicalgenome.org/kb/gene-dosage/HGNC:12698	Dosage Working Group						
MONDO:0024546	HPGD	HGNC:5154	https://search.clinicalgenome.org/kb/genes/HGNC:5154	hypertrophic osteoarthropathy, primary, autosomal recessive, 1	https://search.clinicalgenome.org/kb/conditions/MONDO:0024546		30 - Gene Associated with Autosomal Recessive Phenotype (08/22/2016)	0 - No Evidence for Haploinsufficiency (08/22/2016)	https://search.clinicalgenome.org/kb/gene-dosage/HGNC:5154	Dosage Working Group						
MONDO:0024547	PDX1	HGNC:6107	https://search.clinicalgenome.org/kb/genes/HGNC:6107	pancreatic agenesis 1	https://search.clinicalgenome.org/kb/conditions/MONDO:0024547		30 - Gene Associated with Autosomal Recessive Phenotype (08/22/2016)	0 - No Evidence for Haploinsufficiency (08/22/2016)	https://search.clinicalgenome.org/kb/gene-dosage/HGNC:6107	Dosage Working Group						
MONDO:0024551	SH2D1A	HGNC:10820	https://search.clinicalgenome.org/kb/genes/HGNC:10820	X-linked lymphoproliferative disease due to SH2D1A deficiency	https://search.clinicalgenome.org/kb/conditions/MONDO:0024551		3 - Sufficient Evidence for Haploinsufficiency (01/27/2021)	0 - No Evidence for Haploinsufficiency (01/27/2021)	https://search.clinicalgenome.org/kb/gene-dosage/HGNC:10820	Dosage Working Group						
MONDO:0024552	HCCS	HGNC:4837	https://search.clinicalgenome.org/kb/genes/HGNC:4837	linear skin defects with multiple congenital anomalies 1	https://search.clinicalgenome.org/kb/conditions/MONDO:0024552		3 - Sufficient Evidence for Haploinsufficiency (05/10/2012)	0 - No Evidence for Haploinsufficiency (05/10/2012)	https://search.clinicalgenome.org/kb/gene-dosage/HGNC:4837	Dosage Working Group						
MONDO:0024554	D2HGDH	HGNC:28358	https://search.clinicalgenome.org/kb/genes/HGNC:28358	D-2-hydroxyglutaric aciduria 1	https://search.clinicalgenome.org/kb/conditions/MONDO:0024554		30 - Gene Associated with Autosomal Recessive Phenotype (08/22/2016)		https://search.clinicalgenome.org/kb/gene-dosage/HGNC:28358	Dosage Working Group						
MONDO:0024555	MLC1	HGNC:17082	https://search.clinicalgenome.org/kb/genes/HGNC:17082	megalencephalic leukoencephalopathy with subcortical cysts 1	https://search.clinicalgenome.org/kb/conditions/MONDO:0024555		30 - Gene Associated with Autosomal Recessive Phenotype (08/22/2016)		https://search.clinicalgenome.org/kb/gene-dosage/HGNC:17082	Dosage Working Group						
MONDO:0024558	HOXA11	HGNC:5101	https://search.clinicalgenome.org/kb/genes/HGNC:5101	radioulnar synostosis with amegakaryocytic thrombocytopenia 1	https://search.clinicalgenome.org/kb/conditions/MONDO:0024558	Autosomal dominant inheritance					limited evidence (04/28/2021)	https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_48ef111f-28fc-4970-a0ca-8387e9ec2d0e-2021-04-28T181451.054Z	Hemostasis Thrombosis			
MONDO:0024564	CTC1	HGNC:26169	https://search.clinicalgenome.org/kb/genes/HGNC:26169	cerebroretinal microangiopathy with calcifications and cysts 1	https://search.clinicalgenome.org/kb/conditions/MONDO:0024564		30 - Gene Associated with Autosomal Recessive Phenotype (10/08/2019)	0 - No Evidence for Haploinsufficiency (10/08/2019)	https://search.clinicalgenome.org/kb/gene-dosage/HGNC:26169	Dosage Working Group						
MONDO:0024573	ACTC1	HGNC:143	https://search.clinicalgenome.org/kb/genes/HGNC:143	familial hypertrophic cardiomyopathy	https://search.clinicalgenome.org/kb/conditions/MONDO:0024573		1 - Little Evidence for Haploinsufficiency (11/17/2015)	0 - No Evidence for Haploinsufficiency (11/17/2015)	https://search.clinicalgenome.org/kb/gene-dosage/HGNC:143	Dosage Working Group				Assertion Pending (08/14/2017)	https://search.clinicalgenome.org/kb/gene-validity/https://actionability.clinicalgenome.org/ac/Adult/ui/stg2SummaryRpt?doc=AC056	Adult Actionability Working Group
MONDO:0026404	XIST	HGNC:12810	https://search.clinicalgenome.org/kb/genes/HGNC:12810	X inactivation, familial skewed, 1	https://search.clinicalgenome.org/kb/conditions/MONDO:0026404		3 - Sufficient Evidence for Haploinsufficiency (04/22/2020)	0 - No Evidence for Haploinsufficiency (04/22/2020)	https://search.clinicalgenome.org/kb/gene-dosage/HGNC:12810	Dosage Working Group						
MONDO:0027407	EHMT1	HGNC:24650	https://search.clinicalgenome.org/kb/genes/HGNC:24650	Kleefstra syndrome 1	https://search.clinicalgenome.org/kb/conditions/MONDO:0027407		3 - Sufficient Evidence for Haploinsufficiency (07/06/2012)	1 - Little Evidence for Haploinsufficiency (07/06/2012)	https://search.clinicalgenome.org/kb/gene-dosage/HGNC:24650	Dosage Working Group						
MONDO:0027694	ANXA11	HGNC:535	https://search.clinicalgenome.org/kb/genes/HGNC:535	amyotrophic lateral sclerosis type 23	https://search.clinicalgenome.org/kb/conditions/MONDO:0027694	Autosomal dominant inheritance					definitive evidence (11/12/2021)	https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_4dca2f56-87c6-4ac7-97bf-0889883b8e63-2021-11-12T215939.032Z	Amyotrophic Lateral Sclerosis Spectrum Disorders			
MONDO:0030867	IKZF5	HGNC:14283	https://search.clinicalgenome.org/kb/genes/HGNC:14283	thrombocytopenia 7	https://search.clinicalgenome.org/kb/conditions/MONDO:0030867	Autosomal dominant inheritance					moderate evidence (05/26/2021)	https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_b3d7d24b-1fb8-4951-9508-b27035a000a0-2021-05-26T160000.000Z	Hemostasis Thrombosis			
MONDO:0030875	CCNF	HGNC:1591	https://search.clinicalgenome.org/kb/genes/HGNC:1591	frontotemporal dementia and/or amyotrophic lateral sclerosis 5	https://search.clinicalgenome.org/kb/conditions/MONDO:0030875	Autosomal dominant inheritance					limited evidence (04/05/2022)	https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_7d6c258c-ce66-459a-a4ae-7376fcefde0d-2022-04-05T230455.308Z	Amyotrophic Lateral Sclerosis Spectrum Disorders			
MONDO:0030907	OGT	HGNC:8127	https://search.clinicalgenome.org/kb/genes/HGNC:8127	intellectual disability, X-linked 106	https://search.clinicalgenome.org/kb/conditions/MONDO:0030907	X-linked inheritance					moderate evidence (07/27/2021)	https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_07776d36-7494-4ee4-992e-c6fb82c36749-2021-07-27T145857.330Z	Syndromic Disorders			
MONDO:0030909	CNKSR2	HGNC:19701	https://search.clinicalgenome.org/kb/genes/HGNC:19701	intellectual disability, X-linked, syndromic, Houge type	https://search.clinicalgenome.org/kb/conditions/MONDO:0030909		3 - Sufficient Evidence for Haploinsufficiency (01/12/2021)	0 - No Evidence for Haploinsufficiency (01/12/2021)	https://search.clinicalgenome.org/kb/gene-dosage/HGNC:19701	Dosage Working Group						
MONDO:0030910	CIC	HGNC:14214	https://search.clinicalgenome.org/kb/genes/HGNC:14214	intellectual disability, autosomal dominant 45	https://search.clinicalgenome.org/kb/conditions/MONDO:0030910		2 - Emerging Evidence for Haploinsufficiency (08/17/2019)	0 - No Evidence for Haploinsufficiency (08/17/2019)	https://search.clinicalgenome.org/kb/gene-dosage/HGNC:14214	Dosage Working Group						
MONDO:0030914	TRIP12	HGNC:12306	https://search.clinicalgenome.org/kb/genes/HGNC:12306	Clark-Baraitser syndrome	https://search.clinicalgenome.org/kb/conditions/MONDO:0030914		3 - Sufficient Evidence for Haploinsufficiency (04/02/2018)	0 - No Evidence for Haploinsufficiency (04/02/2018)	https://search.clinicalgenome.org/kb/gene-dosage/HGNC:12306	Dosage Working Group						
MONDO:0030919	CAMK2A	HGNC:1460	https://search.clinicalgenome.org/kb/genes/HGNC:1460	intellectual disability, autosomal dominant 53	https://search.clinicalgenome.org/kb/conditions/MONDO:0030919		1 - Little Evidence for Haploinsufficiency (09/04/2019)	0 - No Evidence for Haploinsufficiency (09/04/2019)	https://search.clinicalgenome.org/kb/gene-dosage/HGNC:1460	Dosage Working Group						
MONDO:0030920	CAMK2B	HGNC:1461	https://search.clinicalgenome.org/kb/genes/HGNC:1461	intellectual disability, autosomal dominant 54	https://search.clinicalgenome.org/kb/conditions/MONDO:0030920		2 - Emerging Evidence for Haploinsufficiency (06/28/2018)	0 - No Evidence for Haploinsufficiency (06/28/2018)	https://search.clinicalgenome.org/kb/gene-dosage/HGNC:1461	Dosage Working Group						
MONDO:0030994	CUL3	HGNC:2553	https://search.clinicalgenome.org/kb/genes/HGNC:2553	neurodevelopmental disorder with or without autism or seizures	https://search.clinicalgenome.org/kb/conditions/MONDO:0030994		3 - Sufficient Evidence for Haploinsufficiency (01/24/2018)	0 - No Evidence for Haploinsufficiency (01/24/2018)	https://search.clinicalgenome.org/kb/gene-dosage/HGNC:2553	Dosage Working Group						
MONDO:0031009	ITGB3	HGNC:6156	https://search.clinicalgenome.org/kb/genes/HGNC:6156	Glanzmann thrombasthenia 2	https://search.clinicalgenome.org/kb/conditions/MONDO:0031009		0 - No Evidence for Haploinsufficiency (08/27/2012)	0 - No Evidence for Haploinsufficiency (08/27/2012)	https://search.clinicalgenome.org/kb/gene-dosage/HGNC:6156	Dosage Working Group				Strong Actionability (03/12/2020) | Strong Actionability (03/12/2020)	https://search.clinicalgenome.org/kb/gene-validity/https://actionability.clinicalgenome.org/ac/Adult/ui/stg2SummaryRpt?doc=AC1009 | https://search.clinicalgenome.org/kb/gene-validity/https://actionability.clinicalgenome.org/ac/Pediatric/ui/stg2SummaryRpt?doc=AC1009	Adult Actionability Working Group | Pediatric Actionability Working Group
MONDO:0031037	CCM2	HGNC:21708	https://search.clinicalgenome.org/kb/genes/HGNC:21708	famililal cerebral cavernous malformations	https://search.clinicalgenome.org/kb/conditions/MONDO:0031037									Assertion Pending (04/04/2017)	https://search.clinicalgenome.org/kb/gene-validity/https://actionability.clinicalgenome.org/ac/Adult/ui/stg2SummaryRpt?doc=AC116	Adult Actionability Working Group
MONDO:0031332	ITGA2B	HGNC:6138	https://search.clinicalgenome.org/kb/genes/HGNC:6138	Glanzmann thrombasthenia 1	https://search.clinicalgenome.org/kb/conditions/MONDO:0031332									Strong Actionability (03/12/2020) | Strong Actionability (03/12/2020)	https://search.clinicalgenome.org/kb/gene-validity/https://actionability.clinicalgenome.org/ac/Adult/ui/stg2SummaryRpt?doc=AC1009 | https://search.clinicalgenome.org/kb/gene-validity/https://actionability.clinicalgenome.org/ac/Pediatric/ui/stg2SummaryRpt?doc=AC1009	Adult Actionability Working Group | Pediatric Actionability Working Group
MONDO:0032685	GLS	HGNC:4331	https://search.clinicalgenome.org/kb/genes/HGNC:4331	infantile cataract, skin abnormalities, glutamate excess, and impaired intellectual development	https://search.clinicalgenome.org/kb/conditions/MONDO:0032685	Autosomal dominant inheritance					limited evidence (07/09/2021)	https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_c0a699ec-3d67-4e18-a0da-464c2832c4ec-2021-07-09T170349.643Z	Aminoacidopathy			
MONDO:0032707	PCGF2	HGNC:12929	https://search.clinicalgenome.org/kb/genes/HGNC:12929	turnpenny-fry syndrome	https://search.clinicalgenome.org/kb/conditions/MONDO:0032707	Autosomal dominant inheritance					strong evidence (04/08/2022)	https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_58b289b7-f842-4a32-a1fa-2777455fbd27-2022-04-08T074229.379Z	Syndromic Disorders			
MONDO:0032745	TCF20	HGNC:11631	https://search.clinicalgenome.org/kb/genes/HGNC:11631	developmental delay with variable intellectual impairment and behavioral abnormalities	https://search.clinicalgenome.org/kb/conditions/MONDO:0032745	Autosomal dominant inheritance	3 - Sufficient Evidence for Haploinsufficiency (06/26/2019)	0 - No Evidence for Haploinsufficiency (06/26/2019)	https://search.clinicalgenome.org/kb/gene-dosage/HGNC:11631	Dosage Working Group	definitive evidence (10/07/2020)	https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_619ae2be-5ab6-418d-8824-373369337faa-2020-10-07T172001.182Z	Syndromic Disorders			
MONDO:0032757	GAS2L2	HGNC:24846	https://search.clinicalgenome.org/kb/genes/HGNC:24846	ciliary dyskinesia, primary, 41	https://search.clinicalgenome.org/kb/conditions/MONDO:0032757	Autosomal recessive inheritance					limited evidence (02/08/2022)	https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_91afae37-4cfc-4aeb-af0f-26a9596611f3-2022-02-08T134933.616Z	Motile Ciliopathy			
MONDO:0032763	ARHGEF1	HGNC:681	https://search.clinicalgenome.org/kb/genes/HGNC:681	immunodeficiency 62	https://search.clinicalgenome.org/kb/conditions/MONDO:0032763	Autosomal recessive inheritance					limited evidence (01/19/2021)	https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_9547c192-135d-48b3-a1c0-2eca5e2608c5-2021-01-19T214711.722Z	Antibody Deficiencies GCEP			
MONDO:0032793	KMT2E	HGNC:18541	https://search.clinicalgenome.org/kb/genes/HGNC:18541	O'Donnell-Luria-Rodan syndrome	https://search.clinicalgenome.org/kb/conditions/MONDO:0032793		3 - Sufficient Evidence for Haploinsufficiency (12/29/2021)	0 - No Evidence for Haploinsufficiency (12/29/2021)	https://search.clinicalgenome.org/kb/gene-dosage/HGNC:18541	Dosage Working Group						
MONDO:0032795	CAMK2G	HGNC:1463	https://search.clinicalgenome.org/kb/genes/HGNC:1463	intellectual developmental disorder 59	https://search.clinicalgenome.org/kb/conditions/MONDO:0032795	Autosomal dominant inheritance					limited evidence (07/30/2021)	https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_525f1ddb-a662-4baf-b877-45fc26e07b71-2021-07-30T130229.547Z	Syndromic Disorders			
MONDO:0032819	TRHR	HGNC:12299	https://search.clinicalgenome.org/kb/genes/HGNC:12299	hypothyroidism, congenital, nongoitrous, 7	https://search.clinicalgenome.org/kb/conditions/MONDO:0032819		30 - Gene Associated with Autosomal Recessive Phenotype (08/22/2016)		https://search.clinicalgenome.org/kb/gene-dosage/HGNC:12299	Dosage Working Group						
MONDO:0032829	POLR2A	HGNC:9187	https://search.clinicalgenome.org/kb/genes/HGNC:9187	neurodevelopmental disorder with hypotonia and variable intellectual and behavioral abnormalities	https://search.clinicalgenome.org/kb/conditions/MONDO:0032829	Autosomal dominant inheritance					moderate evidence (08/25/2020)	https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_45cab675-1ca5-4c25-97a9-bfeeeb1e112a-2020-08-25T131429.407Z	Syndromic Disorders			
MONDO:0032836	ZNF462	HGNC:21684	https://search.clinicalgenome.org/kb/genes/HGNC:21684	weiss-kruszka syndrome	https://search.clinicalgenome.org/kb/conditions/MONDO:0032836	Autosomal dominant inheritance	3 - Sufficient Evidence for Haploinsufficiency (01/16/2020)	0 - No Evidence for Haploinsufficiency (01/16/2020)	https://search.clinicalgenome.org/kb/gene-dosage/HGNC:21684	Dosage Working Group	definitive evidence (08/25/2020)	https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_9fb3ee56-12be-4418-bd85-56e7958ac601-2020-08-25T131051.689Z	Syndromic Disorders			
MONDO:0032877	DLL1	HGNC:2908	https://search.clinicalgenome.org/kb/genes/HGNC:2908	neurodevelopmental disorder with nonspecific brain abnormalities and with or without seizures	https://search.clinicalgenome.org/kb/conditions/MONDO:0032877		3 - Sufficient Evidence for Haploinsufficiency (03/09/2021)	0 - No Evidence for Haploinsufficiency (03/09/2021)	https://search.clinicalgenome.org/kb/gene-dosage/HGNC:2908	Dosage Working Group						
MONDO:0032889	CSNK2B	HGNC:2460	https://search.clinicalgenome.org/kb/genes/HGNC:2460	Poirier-Bienvenu neurodevelopmental syndrome	https://search.clinicalgenome.org/kb/conditions/MONDO:0032889	Autosomal dominant inheritance					definitive evidence (04/08/2022)	https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_64552de0-3f81-4110-90f7-97de14b0387b-2022-04-08T050921.681Z	Syndromic Disorders			
MONDO:0032915	CALM3	HGNC:1449	https://search.clinicalgenome.org/kb/genes/HGNC:1449	long QT syndrome 16	https://search.clinicalgenome.org/kb/conditions/MONDO:0032915									Moderate Actionability (03/11/2021) | Strong Actionability (03/11/2021)	https://search.clinicalgenome.org/kb/gene-validity/https://actionability.clinicalgenome.org/ac/Adult/ui/stg2SummaryRpt?doc=AC042 | https://search.clinicalgenome.org/kb/gene-validity/https://actionability.clinicalgenome.org/ac/Pediatric/ui/stg2SummaryRpt?doc=AC042	Adult Actionability Working Group | Pediatric Actionability Working Group
MONDO:0032934	PPP1R12A	HGNC:7618	https://search.clinicalgenome.org/kb/genes/HGNC:7618	genitourinary and/or brain malformation syndrome	https://search.clinicalgenome.org/kb/conditions/MONDO:0032934	Autosomal dominant inheritance					strong evidence (07/27/2021)	https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_93fa5165-a907-4ca8-b0d3-bb174bf3fca9-2021-07-27T145458.008Z	Syndromic Disorders			
MONDO:0033014	KDSR	HGNC:4021	https://search.clinicalgenome.org/kb/genes/HGNC:4021	erythrokeratodermia variabilis et progressiva 4	https://search.clinicalgenome.org/kb/conditions/MONDO:0033014	Autosomal recessive inheritance					definitive evidence (07/22/2020)	https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_0a5d1542-feb7-4aaf-9079-55da7fb99a4a-2020-07-22T160000.000Z	Hemostasis Thrombosis			
MONDO:0033201	PDZD7	HGNC:26257	https://search.clinicalgenome.org/kb/genes/HGNC:26257	hearing loss, autosomal recessive 57	https://search.clinicalgenome.org/kb/conditions/MONDO:0033201									Strong Actionability (10/29/2020)	https://search.clinicalgenome.org/kb/gene-validity/https://actionability.clinicalgenome.org/ac/Pediatric/ui/stg2SummaryRpt?doc=AC1018	Pediatric Actionability Working Group
MONDO:0033204	DNAH1	HGNC:2940	https://search.clinicalgenome.org/kb/genes/HGNC:2940	ciliary dyskinesia, primary, 37	https://search.clinicalgenome.org/kb/conditions/MONDO:0033204	Autosomal recessive inheritance					limited evidence (04/14/2022)	https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_a07c8b6e-a558-498b-975c-b12e96878a44-2022-04-14T013721.941Z	Motile Ciliopathy			
MONDO:0033492	ARID2	HGNC:18037	https://search.clinicalgenome.org/kb/genes/HGNC:18037	Coffin-Siris syndrome 6	https://search.clinicalgenome.org/kb/conditions/MONDO:0033492		3 - Sufficient Evidence for Haploinsufficiency (06/26/2019)	0 - No Evidence for Haploinsufficiency (06/26/2019)	https://search.clinicalgenome.org/kb/gene-dosage/HGNC:18037	Dosage Working Group						
MONDO:0033554	RAC2	HGNC:9802	https://search.clinicalgenome.org/kb/genes/HGNC:9802	immunodeficiency 73b with defective neutrophil chemotaxis and lymphopenia	https://search.clinicalgenome.org/kb/conditions/MONDO:0033554	Autosomal dominant inheritance					strong evidence (10/19/2021)	https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_a6c1e0b1-de02-4899-9825-acc950bedcc3-2021-10-19T155522.241Z	Antibody Deficiencies GCEP			
