"gene_symbol","hgnc_id","gene_url","disease_label","mondo_id","disease_url","mode_of_inheritance","dosage_haploinsufficiency_assertion","dosage_triplosensitivity_assertion","dosage_report","dosage_group","gene_disease_validity_assertion_classifications","gene_disease_validity_assertion_reports","gene_disease_validity_gceps","actionability_assertion_classifications","actionability_assertion_reports","actionability_groups"
"RPE65","HGNC:10294","https://search.clinicalgenome.org/kb/genes/HGNC:10294","Leber congenital amaurosis 2","MONDO:0008765","https://search.clinicalgenome.org/kb/conditions/MONDO:0008765","N/A","","","","","","","","Strong Actionability (02/25/2019) | Moderate Actionability (02/25/2019)","https://search.clinicalgenome.org/kb/gene-validity/https://actionability.clinicalgenome.org/ac/Adult/ui/stg2SummaryRpt?doc=AC012 | https://search.clinicalgenome.org/kb/gene-validity/https://actionability.clinicalgenome.org/ac/Pediatric/ui/stg2SummaryRpt?doc=AC012","Adult Actionability Working Group | Pediatric Actionability Working Group"
"RPE65","HGNC:10294","https://search.clinicalgenome.org/kb/genes/HGNC:10294","retinitis pigmentosa","MONDO:0019200","https://search.clinicalgenome.org/kb/conditions/MONDO:0019200","N/A","","","","","","","","Strong Actionability (02/25/2019) | Moderate Actionability (02/25/2019)","https://search.clinicalgenome.org/kb/gene-validity/https://actionability.clinicalgenome.org/ac/Adult/ui/stg2SummaryRpt?doc=AC012 | https://search.clinicalgenome.org/kb/gene-validity/https://actionability.clinicalgenome.org/ac/Pediatric/ui/stg2SummaryRpt?doc=AC012","Adult Actionability Working Group | Pediatric Actionability Working Group"
"RPE65","HGNC:10294","https://search.clinicalgenome.org/kb/genes/HGNC:10294","Leber congenital amaurosis","MONDO:0018998","https://search.clinicalgenome.org/kb/conditions/MONDO:0018998","N/A","","","","","","","","Strong Actionability (02/25/2019) | Moderate Actionability (02/25/2019)","https://search.clinicalgenome.org/kb/gene-validity/https://actionability.clinicalgenome.org/ac/Adult/ui/stg2SummaryRpt?doc=AC012 | https://search.clinicalgenome.org/kb/gene-validity/https://actionability.clinicalgenome.org/ac/Pediatric/ui/stg2SummaryRpt?doc=AC012","Adult Actionability Working Group | Pediatric Actionability Working Group"
"RPGR","HGNC:10295","https://search.clinicalgenome.org/kb/genes/HGNC:10295","RPGR-related retinopathy","MONDO:0100437","https://search.clinicalgenome.org/kb/conditions/MONDO:0100437","X-linked inheritance","","","","","definitive evidence (08/05/2022)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_57ad94c7-d914-4a84-ab33-597c8d4bafdd-2022-08-05T160000.000Z","Retina","","",""
"RPGRIP1","HGNC:13436","https://search.clinicalgenome.org/kb/genes/HGNC:13436","Leber congenital amaurosis 6","MONDO:0013446","https://search.clinicalgenome.org/kb/conditions/MONDO:0013446","N/A","30 - Gene Associated with Autosomal Recessive Phenotype (08/22/2016)","0 - No Evidence for Haploinsufficiency (08/22/2016)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:13436","Dosage Working Group","","","","","",""
"RPL10","HGNC:10298","https://search.clinicalgenome.org/kb/genes/HGNC:10298","X-linked syndromic intellectual disability","MONDO:0020119","https://search.clinicalgenome.org/kb/conditions/MONDO:0020119","X-linked inheritance","0 - No Evidence for Haploinsufficiency (10/24/2018)","0 - No Evidence for Haploinsufficiency (10/24/2018)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:10298","Dosage Working Group","moderate evidence (01/20/2021)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_974ac8bb-f7b1-4480-869a-e9ef4b8b3fa3-2021-01-20T170000.000Z","Intellectual Disability and Autism","","",""
"RPL10","HGNC:10298","https://search.clinicalgenome.org/kb/genes/HGNC:10298","complex neurodevelopmental disorder","MONDO:0100038","https://search.clinicalgenome.org/kb/conditions/MONDO:0100038","N/A","0 - No Evidence for Haploinsufficiency (10/24/2018)","0 - No Evidence for Haploinsufficiency (10/24/2018)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:10298","Dosage Working Group","","","","","",""
"RPS10","HGNC:10383","https://search.clinicalgenome.org/kb/genes/HGNC:10383","Diamond-Blackfan anemia","MONDO:0015253","https://search.clinicalgenome.org/kb/conditions/MONDO:0015253","Autosomal dominant inheritance","","","","","definitive evidence (01/19/2017)","https://search.clinicalgenome.org/kb/gene-validity/CGGCIEX:assertion_3205","General Gene Curation","","",""
"RPS10","HGNC:10383","https://search.clinicalgenome.org/kb/genes/HGNC:10383","Diamond-Blackfan anemia 9","MONDO:0013216","https://search.clinicalgenome.org/kb/conditions/MONDO:0013216","N/A","","","","","","","","Strong Actionability (03/10/2022)","https://search.clinicalgenome.org/kb/gene-validity/https://actionability.clinicalgenome.org/ac/Pediatric/ui/stg2SummaryRpt?doc=AC1045","Pediatric Actionability Working Group"
"RPS17","HGNC:10397","https://search.clinicalgenome.org/kb/genes/HGNC:10397","Diamond-Blackfan anemia 4","MONDO:0012924","https://search.clinicalgenome.org/kb/conditions/MONDO:0012924","N/A","3 - Sufficient Evidence for Haploinsufficiency (12/10/2015)","0 - No Evidence for Haploinsufficiency (12/10/2015)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:10397","Dosage Working Group","","","","","",""
"RPS19","HGNC:10402","https://search.clinicalgenome.org/kb/genes/HGNC:10402","Diamond-Blackfan anemia 1","MONDO:0007110","https://search.clinicalgenome.org/kb/conditions/MONDO:0007110","N/A","3 - Sufficient Evidence for Haploinsufficiency (03/24/2021)","0 - No Evidence for Haploinsufficiency (03/24/2021)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:10402","Dosage Working Group","","","","Strong Actionability (03/10/2022)","https://search.clinicalgenome.org/kb/gene-validity/https://actionability.clinicalgenome.org/ac/Pediatric/ui/stg2SummaryRpt?doc=AC1045","Pediatric Actionability Working Group"
"RPS20","HGNC:10405","https://search.clinicalgenome.org/kb/genes/HGNC:10405","hereditary nonpolyposis colon cancer","MONDO:0018630","https://search.clinicalgenome.org/kb/conditions/MONDO:0018630","Autosomal dominant inheritance","","","","","limited evidence (06/08/2017)","https://search.clinicalgenome.org/kb/gene-validity/CGGCIEX:assertion_8436","Colon Cancer","","",""
"RPS24","HGNC:10411","https://search.clinicalgenome.org/kb/genes/HGNC:10411","Diamond-Blackfan anemia","MONDO:0015253","https://search.clinicalgenome.org/kb/conditions/MONDO:0015253","Autosomal dominant inheritance","3 - Sufficient Evidence for Haploinsufficiency (10/23/2019)","0 - No Evidence for Haploinsufficiency (10/23/2019)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:10411","Dosage Working Group","definitive evidence (01/19/2017)","https://search.clinicalgenome.org/kb/gene-validity/CGGCIEX:assertion_3206","General Gene Curation","","",""
"RPS24","HGNC:10411","https://search.clinicalgenome.org/kb/genes/HGNC:10411","Diamond-Blackfan anemia 3","MONDO:0012529","https://search.clinicalgenome.org/kb/conditions/MONDO:0012529","N/A","3 - Sufficient Evidence for Haploinsufficiency (10/23/2019)","0 - No Evidence for Haploinsufficiency (10/23/2019)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:10411","Dosage Working Group","","","","Strong Actionability (03/10/2022)","https://search.clinicalgenome.org/kb/gene-validity/https://actionability.clinicalgenome.org/ac/Pediatric/ui/stg2SummaryRpt?doc=AC1045","Pediatric Actionability Working Group"
"RPS26","HGNC:10414","https://search.clinicalgenome.org/kb/genes/HGNC:10414","Diamond-Blackfan anemia 10","MONDO:0013217","https://search.clinicalgenome.org/kb/conditions/MONDO:0013217","N/A","3 - Sufficient Evidence for Haploinsufficiency (10/23/2019)","0 - No Evidence for Haploinsufficiency (10/23/2019)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:10414","Dosage Working Group","","","","","",""
"RPS6KA3","HGNC:10432","https://search.clinicalgenome.org/kb/genes/HGNC:10432","Coffin-Lowry syndrome","MONDO:0010561","https://search.clinicalgenome.org/kb/conditions/MONDO:0010561","X-linked inheritance","3 - Sufficient Evidence for Haploinsufficiency (06/14/2022)","0 - No Evidence for Haploinsufficiency (06/14/2022)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:10432","Dosage Working Group","definitive evidence (05/28/2019)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_af32a931-1d55-432f-82cf-ce87f6c26580-2019-05-28T040000.000Z","Intellectual Disability and Autism","","",""
"RRAS","HGNC:10447","https://search.clinicalgenome.org/kb/genes/HGNC:10447","Noonan syndrome","MONDO:0018997","https://search.clinicalgenome.org/kb/conditions/MONDO:0018997","Autosomal dominant inheritance","","","","","limited evidence (07/24/2018)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_96280a14-d8cd-4c9b-b3e0-d5fcd8bf9ef6-2018-07-24T160000.000Z","RASopathy","","",""
"RRAS2","HGNC:17271","https://search.clinicalgenome.org/kb/genes/HGNC:17271","Noonan syndrome","MONDO:0018997","https://search.clinicalgenome.org/kb/conditions/MONDO:0018997","Autosomal dominant inheritance","","","","","strong evidence (06/27/2019)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_c5742615-3820-41dd-a523-e660a498f9e8-2019-06-27T160000.000Z","RASopathy","","",""
"RS1","HGNC:10457","https://search.clinicalgenome.org/kb/genes/HGNC:10457","X-linked retinoschisis","MONDO:0010725","https://search.clinicalgenome.org/kb/conditions/MONDO:0010725","X-linked inheritance","3 - Sufficient Evidence for Haploinsufficiency (08/02/2021)","0 - No Evidence for Haploinsufficiency (08/02/2021)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:10457","Dosage Working Group","definitive evidence (12/18/2020)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_061adaaf-8b09-42e4-ae31-9b9c03d6e944-2020-12-18T165803.135Z","Retina","","",""
"RSPH1","HGNC:12371","https://search.clinicalgenome.org/kb/genes/HGNC:12371","primary ciliary dyskinesia 24","MONDO:0014202","https://search.clinicalgenome.org/kb/conditions/MONDO:0014202","Autosomal recessive inheritance","30 - Gene Associated with Autosomal Recessive Phenotype (08/22/2016)","","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:12371","Dosage Working Group","definitive evidence (06/07/2022)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_f2bdb2e5-9659-46af-b306-e01207f31174-2022-06-07T110000.000Z","Motile Ciliopathy","","",""
"RSPH4A","HGNC:21558","https://search.clinicalgenome.org/kb/genes/HGNC:21558","primary ciliary dyskinesia 11","MONDO:0012978","https://search.clinicalgenome.org/kb/conditions/MONDO:0012978","Autosomal recessive inheritance","30 - Gene Associated with Autosomal Recessive Phenotype (08/22/2016)","","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:21558","Dosage Working Group","definitive evidence (04/05/2022)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_6f876804-e14a-4c7e-a826-232c7f445c7f-2022-04-05T150444.668Z","Motile Ciliopathy","","",""
"RSPO4","HGNC:16175","https://search.clinicalgenome.org/kb/genes/HGNC:16175","nonsyndromic congenital nail disorder 4","MONDO:0008798","https://search.clinicalgenome.org/kb/conditions/MONDO:0008798","N/A","30 - Gene Associated with Autosomal Recessive Phenotype (08/22/2016)","","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:16175","Dosage Working Group","","","","","",""
"RTTN","HGNC:18654","https://search.clinicalgenome.org/kb/genes/HGNC:18654","bilateral generalized polymicrogyria","MONDO:0013907","https://search.clinicalgenome.org/kb/conditions/MONDO:0013907","N/A","30 - Gene Associated with Autosomal Recessive Phenotype (08/22/2016)","","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:18654","Dosage Working Group","","","","","",""
"RUNX1","HGNC:10471","https://search.clinicalgenome.org/kb/genes/HGNC:10471","hereditary thrombocytopenia and hematologic cancer predisposition syndrome","MONDO:0011071","https://search.clinicalgenome.org/kb/conditions/MONDO:0011071","Autosomal dominant inheritance","3 - Sufficient Evidence for Haploinsufficiency (08/14/2012)","0 - No Evidence for Haploinsufficiency (08/14/2012)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:10471","Dosage Working Group","definitive evidence (06/04/2018)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_06aed341-58db-459b-a750-7142e29b420b-2018-06-04T194655.831Z","Hereditary Cancer","","",""
"RUNX1","HGNC:10471","https://search.clinicalgenome.org/kb/genes/HGNC:10471","hereditary thrombocytopenia and hematological cancer predisposition syndrome associated with RUNX1","MONDO:0100083","https://search.clinicalgenome.org/kb/conditions/MONDO:0100083","N/A","3 - Sufficient Evidence for Haploinsufficiency (08/14/2012)","0 - No Evidence for Haploinsufficiency (08/14/2012)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:10471","Dosage Working Group","","","","Moderate Actionability (09/02/2021) | Moderate Actionability (09/02/2021)","https://search.clinicalgenome.org/kb/gene-validity/https://actionability.clinicalgenome.org/ac/Adult/ui/stg2SummaryRpt?doc=AC1042 | https://search.clinicalgenome.org/kb/gene-validity/https://actionability.clinicalgenome.org/ac/Pediatric/ui/stg2SummaryRpt?doc=AC1042","Adult Actionability Working Group | Pediatric Actionability Working Group"
"RUNX1","HGNC:10471","https://search.clinicalgenome.org/kb/genes/HGNC:10471","microcephaly, corpus callosum dysgenesis, and cleft lip/palate","MONDO:0011077","https://search.clinicalgenome.org/kb/conditions/MONDO:0011077","N/A","3 - Sufficient Evidence for Haploinsufficiency (08/14/2012)","0 - No Evidence for Haploinsufficiency (08/14/2012)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:10471","Dosage Working Group","","","","Moderate Actionability (09/02/2021) | Moderate Actionability (09/02/2021)","https://search.clinicalgenome.org/kb/gene-validity/https://actionability.clinicalgenome.org/ac/Adult/ui/stg2SummaryRpt?doc=AC1042 | https://search.clinicalgenome.org/kb/gene-validity/https://actionability.clinicalgenome.org/ac/Pediatric/ui/stg2SummaryRpt?doc=AC1042","Adult Actionability Working Group | Pediatric Actionability Working Group"
"RYR1","HGNC:10483","https://search.clinicalgenome.org/kb/genes/HGNC:10483","RYR1-related myopathy","MONDO:0100150","https://search.clinicalgenome.org/kb/conditions/MONDO:0100150","Autosomal recessive inheritance | Autosomal dominant inheritance","0 - No Evidence for Haploinsufficiency (11/12/2015)","0 - No Evidence for Haploinsufficiency (11/12/2015)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:10483","Dosage Working Group","definitive evidence (07/27/2020) | definitive evidence (10/26/2020)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_d5e4ff9a-94ad-453f-b2de-76deb98fe4ca-2020-07-27T160000.000Z | https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_fbd82373-705c-4b60-8b73-147ed461d357-2020-10-26T160000.000Z","Congenital Myopathies | Congenital Myopathies","","",""
"RYR1","HGNC:10483","https://search.clinicalgenome.org/kb/genes/HGNC:10483","malignant hyperthermia, susceptibility to, 1","MONDO:0007783","https://search.clinicalgenome.org/kb/conditions/MONDO:0007783","Autosomal dominant inheritance","0 - No Evidence for Haploinsufficiency (11/12/2015)","0 - No Evidence for Haploinsufficiency (11/12/2015)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:10483","Dosage Working Group","definitive evidence (11/25/2020)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_bcd5e6ba-ef77-434c-9ec6-47f72f597bfe-2020-11-25T170000.000Z","General Gene Curation","Strong Actionability (01/12/2021) | Strong Actionability (01/12/2021)","https://search.clinicalgenome.org/kb/gene-validity/https://actionability.clinicalgenome.org/ac/Adult/ui/stg2SummaryRpt?doc=AC076 | https://search.clinicalgenome.org/kb/gene-validity/https://actionability.clinicalgenome.org/ac/Pediatric/ui/stg2SummaryRpt?doc=AC076","Adult Actionability Working Group | Pediatric Actionability Working Group"
"RYR1","HGNC:10483","https://search.clinicalgenome.org/kb/genes/HGNC:10483","malignant hyperthermia of anesthesia","MONDO:0018493","https://search.clinicalgenome.org/kb/conditions/MONDO:0018493","N/A","0 - No Evidence for Haploinsufficiency (11/12/2015)","0 - No Evidence for Haploinsufficiency (11/12/2015)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:10483","Dosage Working Group","","","","Strong Actionability (01/12/2021) | Strong Actionability (01/12/2021)","https://search.clinicalgenome.org/kb/gene-validity/https://actionability.clinicalgenome.org/ac/Adult/ui/stg2SummaryRpt?doc=AC076 | https://search.clinicalgenome.org/kb/gene-validity/https://actionability.clinicalgenome.org/ac/Pediatric/ui/stg2SummaryRpt?doc=AC076","Adult Actionability Working Group | Pediatric Actionability Working Group"
"RYR2","HGNC:10484","https://search.clinicalgenome.org/kb/genes/HGNC:10484","arrhythmogenic right ventricular cardiomyopathy","MONDO:0016587","https://search.clinicalgenome.org/kb/conditions/MONDO:0016587","Autosomal dominant inheritance","0 - No Evidence for Haploinsufficiency (11/06/2015)","0 - No Evidence for Haploinsufficiency (11/06/2015)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:10484","Dosage Working Group","refuting evidence (07/19/2019)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_52fa7dee-4daa-4685-9461-f39c57a22f05-2019-07-19T160000.000Z","Arrhythmogenic Right Ventricular Cardiomyopathy","","",""
"RYR2","HGNC:10484","https://search.clinicalgenome.org/kb/genes/HGNC:10484","hypertrophic cardiomyopathy","MONDO:0005045","https://search.clinicalgenome.org/kb/conditions/MONDO:0005045","Autosomal dominant inheritance","0 - No Evidence for Haploinsufficiency (11/06/2015)","0 - No Evidence for Haploinsufficiency (11/06/2015)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:10484","Dosage Working Group","limited evidence (07/19/2019)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_3ac9dd09-674f-4d67-94da-234ffb4e5070-2019-07-19T160000.000Z","Hypertrophic Cardiomyopathy","","",""
"RYR2","HGNC:10484","https://search.clinicalgenome.org/kb/genes/HGNC:10484","catecholaminergic polymorphic ventricular tachycardia","MONDO:0017990","https://search.clinicalgenome.org/kb/conditions/MONDO:0017990","Autosomal dominant inheritance","0 - No Evidence for Haploinsufficiency (11/06/2015)","0 - No Evidence for Haploinsufficiency (11/06/2015)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:10484","Dosage Working Group","definitive evidence (01/20/2021)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_1da07a67-9d04-448b-843b-39dac372cb59-2021-01-20T170000.000Z","Catecholaminergic Polymorphic Ventricular Tachycardia","Strong Actionability (03/11/2021) | Strong Actionability (03/11/2021)","https://search.clinicalgenome.org/kb/gene-validity/https://actionability.clinicalgenome.org/ac/Adult/ui/stg2SummaryRpt?doc=AC042 | https://search.clinicalgenome.org/kb/gene-validity/https://actionability.clinicalgenome.org/ac/Pediatric/ui/stg2SummaryRpt?doc=AC042","Adult Actionability Working Group | Pediatric Actionability Working Group"
"RYR2","HGNC:10484","https://search.clinicalgenome.org/kb/genes/HGNC:10484","catecholaminergic polymorphic ventricular tachycardia 1","MONDO:0011484","https://search.clinicalgenome.org/kb/conditions/MONDO:0011484","N/A","0 - No Evidence for Haploinsufficiency (11/06/2015)","0 - No Evidence for Haploinsufficiency (11/06/2015)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:10484","Dosage Working Group","","","","Strong Actionability (03/11/2021) | Strong Actionability (03/11/2021)","https://search.clinicalgenome.org/kb/gene-validity/https://actionability.clinicalgenome.org/ac/Adult/ui/stg2SummaryRpt?doc=AC042 | https://search.clinicalgenome.org/kb/gene-validity/https://actionability.clinicalgenome.org/ac/Pediatric/ui/stg2SummaryRpt?doc=AC042","Adult Actionability Working Group | Pediatric Actionability Working Group"
"RYR3","HGNC:10485","https://search.clinicalgenome.org/kb/genes/HGNC:10485","developmental and epileptic encephalopathy","MONDO:0100062","https://search.clinicalgenome.org/kb/conditions/MONDO:0100062","Autosomal dominant inheritance","","","","","limited evidence (06/19/2018)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_a277276e-7efa-45c9-ad01-74e9aa2dea63-2018-06-19T160000.000Z","Epilepsy","","",""
"RYR3","HGNC:10485","https://search.clinicalgenome.org/kb/genes/HGNC:10485","congenital myopathy","MONDO:0019952","https://search.clinicalgenome.org/kb/conditions/MONDO:0019952","Autosomal recessive inheritance","","","","","no known disease relationship (01/27/2020)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_f234219f-23fd-449f-9d7e-4c1731af3309-2020-01-27T170000.000Z","Congenital Myopathies","","",""
"S1PR2","HGNC:3169","https://search.clinicalgenome.org/kb/genes/HGNC:3169","nonsyndromic genetic hearing loss","MONDO:0019497","https://search.clinicalgenome.org/kb/conditions/MONDO:0019497","Autosomal recessive inheritance","","","","","strong evidence (03/02/2017)","https://search.clinicalgenome.org/kb/gene-validity/CGGCIEX:assertion_8405","Hearing Loss","Strong Actionability (10/29/2020)","https://search.clinicalgenome.org/kb/gene-validity/https://actionability.clinicalgenome.org/ac/Pediatric/ui/stg2SummaryRpt?doc=AC1018","Pediatric Actionability Working Group"
"S1PR2","HGNC:3169","https://search.clinicalgenome.org/kb/genes/HGNC:3169","hearing loss, autosomal recessive","MONDO:0019588","https://search.clinicalgenome.org/kb/conditions/MONDO:0019588","N/A","","","","","","","","Strong Actionability (10/29/2020)","https://search.clinicalgenome.org/kb/gene-validity/https://actionability.clinicalgenome.org/ac/Pediatric/ui/stg2SummaryRpt?doc=AC1018","Pediatric Actionability Working Group"
"S1PR2","HGNC:3169","https://search.clinicalgenome.org/kb/genes/HGNC:3169","autosomal recessive nonsyndromic hearing loss 68","MONDO:0012485","https://search.clinicalgenome.org/kb/conditions/MONDO:0012485","N/A","","","","","","","","Strong Actionability (10/29/2020)","https://search.clinicalgenome.org/kb/gene-validity/https://actionability.clinicalgenome.org/ac/Pediatric/ui/stg2SummaryRpt?doc=AC1018","Pediatric Actionability Working Group"
"S1PR2","HGNC:3169","https://search.clinicalgenome.org/kb/genes/HGNC:3169","prelingual non-syndromic genetic hearing loss","MONDO:0016297","https://search.clinicalgenome.org/kb/conditions/MONDO:0016297","N/A","","","","","","","","Strong Actionability (10/29/2020)","https://search.clinicalgenome.org/kb/gene-validity/https://actionability.clinicalgenome.org/ac/Pediatric/ui/stg2SummaryRpt?doc=AC1018","Pediatric Actionability Working Group"
"SACS","HGNC:10519","https://search.clinicalgenome.org/kb/genes/HGNC:10519","Charlevoix-Saguenay spastic ataxia","MONDO:0010041","https://search.clinicalgenome.org/kb/conditions/MONDO:0010041","N/A","30 - Gene Associated with Autosomal Recessive Phenotype (08/22/2016)","0 - No Evidence for Haploinsufficiency (08/22/2016)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:10519","Dosage Working Group","","","","","",""
"SALL1","HGNC:10524","https://search.clinicalgenome.org/kb/genes/HGNC:10524","Townes-Brocks syndrome 1","MONDO:0054581","https://search.clinicalgenome.org/kb/conditions/MONDO:0054581","N/A","1 - Little Evidence for Haploinsufficiency (01/27/2021)","0 - No Evidence for Haploinsufficiency (01/27/2021)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:10524","Dosage Working Group","","","","","",""
"SALL4","HGNC:15924","https://search.clinicalgenome.org/kb/genes/HGNC:15924","Duane-radial ray syndrome","MONDO:0011812","https://search.clinicalgenome.org/kb/conditions/MONDO:0011812","N/A","3 - Sufficient Evidence for Haploinsufficiency (01/11/2021)","0 - No Evidence for Haploinsufficiency (01/11/2021)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:15924","Dosage Working Group","","","","","",""
"SAMD9","HGNC:1348","https://search.clinicalgenome.org/kb/genes/HGNC:1348","normophosphatemic familial tumoral calcinosis","MONDO:0012502","https://search.clinicalgenome.org/kb/conditions/MONDO:0012502","N/A","30 - Gene Associated with Autosomal Recessive Phenotype (08/22/2016)","","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:1348","Dosage Working Group","","","","","",""
"SARDH","HGNC:10536","https://search.clinicalgenome.org/kb/genes/HGNC:10536","sarcosinemia","MONDO:0010008","https://search.clinicalgenome.org/kb/conditions/MONDO:0010008","Autosomal recessive inheritance","","","","","limited evidence (06/28/2019)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_2b994b6f-f296-45af-9d52-c1d0b211ef74-2019-06-28T160000.000Z","Aminoacidopathy","","",""
"SATB2","HGNC:21637","https://search.clinicalgenome.org/kb/genes/HGNC:21637","SATB2 associated disorder","MONDO:0100147","https://search.clinicalgenome.org/kb/conditions/MONDO:0100147","Autosomal dominant inheritance","3 - Sufficient Evidence for Haploinsufficiency (07/15/2020)","0 - No Evidence for Haploinsufficiency (07/15/2020)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:21637","Dosage Working Group","definitive evidence (09/15/2020)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_44d14081-fa32-4159-9049-35f510d2351a-2020-09-15T160000.000Z","Intellectual Disability and Autism","","",""
"SATB2","HGNC:21637","https://search.clinicalgenome.org/kb/genes/HGNC:21637","isolated cleft palate","MONDO:0007336","https://search.clinicalgenome.org/kb/conditions/MONDO:0007336","N/A","3 - Sufficient Evidence for Haploinsufficiency (07/15/2020)","0 - No Evidence for Haploinsufficiency (07/15/2020)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:21637","Dosage Working Group","","","","","",""
"SBDS","HGNC:19440","https://search.clinicalgenome.org/kb/genes/HGNC:19440","Shwachman-Diamond syndrome","MONDO:0009833","https://search.clinicalgenome.org/kb/conditions/MONDO:0009833","Autosomal recessive inheritance","","","","","definitive evidence (07/30/2020)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_7c2a84f0-e42d-487f-a2af-5b536a30d30c-2020-07-30T210401.699Z","Hereditary Cancer","","",""
"SBF1","HGNC:10542","https://search.clinicalgenome.org/kb/genes/HGNC:10542","Charcot-Marie-Tooth disease type 4B3","MONDO:0014117","https://search.clinicalgenome.org/kb/conditions/MONDO:0014117","Autosomal recessive inheritance","","","","","moderate evidence (11/20/2021)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_c0f814d9-02db-4c0c-8e1c-20a7759d993f-2021-11-20T022238.296Z","Charcot-Marie-Tooth","","",""
"SBF2","HGNC:2135","https://search.clinicalgenome.org/kb/genes/HGNC:2135","Charcot-Marie-Tooth disease type 4B2","MONDO:0011475","https://search.clinicalgenome.org/kb/conditions/MONDO:0011475","Autosomal recessive inheritance","30 - Gene Associated with Autosomal Recessive Phenotype (08/22/2016)","","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:2135","Dosage Working Group","definitive evidence (03/22/2021)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_01893bf4-e95d-4206-9d2e-e3822f778b7a-2021-03-22T201309.257Z","Charcot-Marie-Tooth","","",""
"SCARB2","HGNC:1665","https://search.clinicalgenome.org/kb/genes/HGNC:1665","progressive myoclonus epilepsy","MONDO:0020074","https://search.clinicalgenome.org/kb/conditions/MONDO:0020074","Autosomal recessive inheritance","0 - No Evidence for Haploinsufficiency (07/06/2012)","0 - No Evidence for Haploinsufficiency (07/06/2012)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:1665","Dosage Working Group","definitive evidence (08/23/2020)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_dc556613-cf24-44ee-8354-98ce91f78d7d-2020-08-23T190000.000Z","Epilepsy","","",""
"SCARF2","HGNC:19869","https://search.clinicalgenome.org/kb/genes/HGNC:19869","van den Ende-Gupta syndrome","MONDO:0010959","https://search.clinicalgenome.org/kb/conditions/MONDO:0010959","N/A","30 - Gene Associated with Autosomal Recessive Phenotype (08/22/2016)","0 - No Evidence for Haploinsufficiency (08/22/2016)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:19869","Dosage Working Group","","","","","",""
