drug_name,drug_id,ind_name,ind_id,NCT,status,phase,DetailedStatus,drug_name_lower
Palonosetron,DB00377,Nausea,C0027497,NCT00982995,Terminated,Phase 2,site terminated due to lack of enrollment,palonosetron
Palonosetron,DB00377,Vomiting,C0042963,NCT00982995,Terminated,Phase 2,site terminated due to lack of enrollment,palonosetron
Oxycodone,DB00497,Degenerative polyarthritis,C0029408,NCT00985621,Terminated,Phase 3,See termination reason in detailed description.,oxycodone
Norepinephrine,DB00368,"orthostatic; hypotension, neurogenic",C1400301,NCT00977171,Terminated,Phase 2,Enrollment issues.,norepinephrine
Droxidopa,DB06262,"orthostatic; hypotension, neurogenic",C1400301,NCT00977171,Terminated,Phase 2,Enrollment issues.,droxidopa
Norepinephrine,DB00368,Chronic Fatigue Syndrome,C0015674,NCT00977171,Terminated,Phase 2,Enrollment issues.,norepinephrine
Droxidopa,DB06262,Chronic Fatigue Syndrome,C0015674,NCT00977171,Terminated,Phase 2,Enrollment issues.,droxidopa
Tramadol,DB00193,Premature Ejaculation,C0033038,NCT00983151,Terminated,Phase 3,,tramadol
Modafinil,DB00745,Traumatic Brain Injury,C0876926,NCT00983437,Terminated,Phase 3,Study has been stopped by sponsor decision,modafinil
Armodafinil,DB06413,Traumatic Brain Injury,C0876926,NCT00983437,Terminated,Phase 3,Study has been stopped by sponsor decision,armodafinil
Tramadol,DB00193,Premature Ejaculation,C0033038,NCT00983736,Terminated,Phase 3,This study was terminated because of recruitment difficulties.,tramadol
Cyclophosphamide,DB00531,Solid tumour,C0280100,NCT00960063,Terminated,Phase 1,Study was terminated for business reasons.,cyclophosphamide
Vincristine,DB00541,Solid tumour,C0280100,NCT00960063,Terminated,Phase 1,Study was terminated for business reasons.,vincristine
Irinotecan,DB00762,Solid tumour,C0280100,NCT00960063,Terminated,Phase 1,Study was terminated for business reasons.,irinotecan
Etoposide,DB00773,Solid tumour,C0280100,NCT00960063,Terminated,Phase 1,Study was terminated for business reasons.,etoposide
Temozolomide,DB00853,Solid tumour,C0280100,NCT00960063,Terminated,Phase 1,Study was terminated for business reasons.,temozolomide
Doxorubicin,DB00997,Solid tumour,C0280100,NCT00960063,Terminated,Phase 1,Study was terminated for business reasons.,doxorubicin
Ifosfamide,DB01181,Solid tumour,C0280100,NCT00960063,Terminated,Phase 1,Study was terminated for business reasons.,ifosfamide
Cyclophosphamide,DB00531,Kidney Neoplasm,C0022665,NCT00960063,Terminated,Phase 1,Study was terminated for business reasons.,cyclophosphamide
Vincristine,DB00541,Kidney Neoplasm,C0022665,NCT00960063,Terminated,Phase 1,Study was terminated for business reasons.,vincristine
Irinotecan,DB00762,Kidney Neoplasm,C0022665,NCT00960063,Terminated,Phase 1,Study was terminated for business reasons.,irinotecan
Etoposide,DB00773,Kidney Neoplasm,C0022665,NCT00960063,Terminated,Phase 1,Study was terminated for business reasons.,etoposide
Temozolomide,DB00853,Kidney Neoplasm,C0022665,NCT00960063,Terminated,Phase 1,Study was terminated for business reasons.,temozolomide
Doxorubicin,DB00997,Kidney Neoplasm,C0022665,NCT00960063,Terminated,Phase 1,Study was terminated for business reasons.,doxorubicin
Ifosfamide,DB01181,Kidney Neoplasm,C0022665,NCT00960063,Terminated,Phase 1,Study was terminated for business reasons.,ifosfamide
Irinotecan,DB00762,Neuroblastoma,C0027819,NCT00960063,Terminated,Phase 1,Study was terminated for business reasons.,irinotecan
Etoposide,DB00773,Neuroblastoma,C0027819,NCT00960063,Terminated,Phase 1,Study was terminated for business reasons.,etoposide
Temozolomide,DB00853,Neuroblastoma,C0027819,NCT00960063,Terminated,Phase 1,Study was terminated for business reasons.,temozolomide
Ifosfamide,DB01181,Neuroblastoma,C0027819,NCT00960063,Terminated,Phase 1,Study was terminated for business reasons.,ifosfamide
Clindamycin,DB01190,Malaria,C0024530,NCT01002183,Withdrawn,Phase 2,Drug combination is no longer pursued,clindamycin
Vardenafil,DB00862,Cystic Fibrosis,C0010674,NCT01002534,Suspended,Phase 2,not yet started,vardenafil
Erlotinib,DB00530,Psoriasis,C0033860,NCT01006096,Withdrawn,Phase 2,IND not obtained,erlotinib
Bevacizumab,DB00112,Non-Small Cell Lung Carcinoma,C0007131,NCT00998166,Terminated,Phase 2,Poor enrollment,bevacizumab
Cisplatin,DB00515,Non-Small Cell Lung Carcinoma,C0007131,NCT00998166,Terminated,Phase 2,Poor enrollment,cisplatin
Triptorelin,DB06825,Infertility,C0021359,NCT01007851,Terminated,Phase 3,Lower than anticipated recruitment,triptorelin
Sorafenib,DB00398,Liver cell carcinoma non-resectable,C1112459,NCT01009593,Terminated,Phase 3,See termination reason in detailed description,sorafenib
Sorafenib,DB00398,Hepatoma recurrent,C0861876,NCT01009593,Terminated,Phase 3,See termination reason in detailed description,sorafenib
Sorafenib,DB00398,Neoplasms by Histologic Type,C0027652,NCT01009593,Terminated,Phase 3,See termination reason in detailed description,sorafenib
Sorafenib,DB00398,Carcinoma,C0007097,NCT01009593,Terminated,Phase 3,See termination reason in detailed description,sorafenib
Sorafenib,DB00398,Liver neoplasms,C0023903,NCT01009593,Terminated,Phase 3,See termination reason in detailed description,sorafenib
Sorafenib,DB00398,Adenocarcinoma,C0001418,NCT01009593,Terminated,Phase 3,See termination reason in detailed description,sorafenib
Sorafenib,DB00398,"Neoplasms, Glandular and Epithelial",C0027660,NCT01009593,Terminated,Phase 3,See termination reason in detailed description,sorafenib
Cetuximab,DB00002,Colorectal cancer metastatic,C0948380,NCT01008475,Terminated,Phase 1/Phase 2,The study is terminated prematurely as the sponsor decided to discontinue program with EMD    525797 in oncology.,cetuximab
Irinotecan,DB00762,Colorectal cancer metastatic,C0948380,NCT01008475,Terminated,Phase 1/Phase 2,The study is terminated prematurely as the sponsor decided to discontinue program with EMD    525797 in oncology.,irinotecan
Carboplatin,DB00958,Epithelial ovarian cancer,C0677886,NCT01000896,Withdrawn,Phase 1,AstraZeneca has discontinued the development of AZD0530. No new AstraZeneca-sponsored clinical    studies will be initiated..,carboplatin
Paclitaxel,DB01229,Epithelial ovarian cancer,C0677886,NCT01000896,Withdrawn,Phase 1,AstraZeneca has discontinued the development of AZD0530. No new AstraZeneca-sponsored clinical    studies will be initiated..,paclitaxel
Azacitidine,DB00928,leukemia,C0023418,NCT00997243,Terminated,Phase 2,Drug no longer being supplied by sponsor,azacitidine
Danazol,DB01406,Dyskeratosis Congenita,C0265965,NCT01001598,Terminated,Phase 1/Phase 2,Study was terminated due to under enrollment,danazol
Indomethacin,DB00328,Gout acute,C2062908,NCT00997581,Withdrawn,Phase 2,Colaborator withdrew support.,indomethacin
Apremilast,DB05676,Gout acute,C2062908,NCT00997581,Withdrawn,Phase 2,Colaborator withdrew support.,apremilast
Cetuximab,DB00002,Malignant neoplasm of lung,C0242379,NCT00998101,Withdrawn,Phase 2,Study was withdrawn due issuses related to the science,cetuximab
Carboplatin,DB00958,Malignant neoplasm of lung,C0242379,NCT00998101,Withdrawn,Phase 2,Study was withdrawn due issuses related to the science,carboplatin
Ramipril,DB00178,Low density lipoprotein increased,C0549399,NCT01004705,Terminated,Phase 2,,ramipril
Simvastatin,DB00641,Low density lipoprotein increased,C0549399,NCT01004705,Terminated,Phase 2,,simvastatin
Salicylic acid,DB00936,Low density lipoprotein increased,C0549399,NCT01004705,Terminated,Phase 2,,salicylic acid
Acetylsalicylic acid,DB00945,Low density lipoprotein increased,C0549399,NCT01004705,Terminated,Phase 2,,acetylsalicylic acid
Simvastatin,DB00641,Hypertensive disease,C0020538,NCT01005290,Terminated,Phase 2,,simvastatin
Salicylic acid,DB00936,Hypertensive disease,C0020538,NCT01005290,Terminated,Phase 2,,salicylic acid
Acetylsalicylic acid,DB00945,Hypertensive disease,C0020538,NCT01005290,Terminated,Phase 2,,acetylsalicylic acid
Magnesium Sulfate,DB00653,Neuropathy,C0442874,NCT00998738,Terminated,Phase 3,lack of accrual,magnesium sulfate
Magnesium Sulfate,DB00653,Pain,C0030193,NCT00998738,Terminated,Phase 3,lack of accrual,magnesium sulfate
Aminosalicylic Acid,DB00233,Ulcerative Colitis,C0009324,NCT01004185,Terminated,Phase 3,Pediatric enrollment very slow.,aminosalicylic acid
Prednisone,DB00635,"Myasthenia Gravis, Ocular",C0751340,NCT00995722,Terminated,Phase 3,Slow recruitment rate,prednisone
Bevacizumab,DB00112,Non-small cell lung cancer recurrent,C0278517,NCT00976677,Terminated,Phase 2,,bevacizumab
Erlotinib,DB00530,Non-small cell lung cancer recurrent,C0278517,NCT00976677,Terminated,Phase 2,,erlotinib
Carboplatin,DB00958,Non-small cell lung cancer recurrent,C0278517,NCT00976677,Terminated,Phase 2,,carboplatin
Paclitaxel,DB01229,Non-small cell lung cancer recurrent,C0278517,NCT00976677,Terminated,Phase 2,,paclitaxel
Bevacizumab,DB00112,Non-small cell lung cancer metastatic,C0278987,NCT00976677,Terminated,Phase 2,,bevacizumab
Erlotinib,DB00530,Non-small cell lung cancer metastatic,C0278987,NCT00976677,Terminated,Phase 2,,erlotinib
Carboplatin,DB00958,Non-small cell lung cancer metastatic,C0278987,NCT00976677,Terminated,Phase 2,,carboplatin
Paclitaxel,DB01229,Non-small cell lung cancer metastatic,C0278987,NCT00976677,Terminated,Phase 2,,paclitaxel
Carboplatin,DB00958,ovarian neoplasm,C0919267,NCT00976183,Terminated,Phase 1/Phase 2,toxicities,carboplatin
Vorinostat,DB02546,ovarian neoplasm,C0919267,NCT00976183,Terminated,Phase 1/Phase 2,toxicities,vorinostat
Hydroxyurea,DB01005,"Fibromatosis, Aggressive",C0079218,NCT00978146,Withdrawn,Phase 2,Study was administratively withdrawn by the IRB; no subjects were enrolled,hydroxyurea
Hydroxyurea,DB01005,Fibromatosis,C0016048,NCT00978146,Withdrawn,Phase 2,Study was administratively withdrawn by the IRB; no subjects were enrolled,hydroxyurea
Cisplatin,DB00515,Small cell carcinoma of lung,C0149925,NCT00977561,Terminated,Phase 2,See termination reason in detailed description.,cisplatin
Carboplatin,DB00958,Small cell carcinoma of lung,C0149925,NCT00977561,Terminated,Phase 2,See termination reason in detailed description.,carboplatin
Irinotecan,DB00762,Malignant tumor of colon,C0007102,NCT01004159,Terminated,Phase 2,former PI left institute,irinotecan
Asparaginase,DB00023,leukemia,C0023418,NCT01005914,Terminated,Phase 2,Increased rate of bacterial infections,asparaginase
Pegaspargase,DB00059,leukemia,C0023418,NCT01005914,Terminated,Phase 2,Increased rate of bacterial infections,pegaspargase
Cyclophosphamide,DB00531,leukemia,C0023418,NCT01005914,Terminated,Phase 2,Increased rate of bacterial infections,cyclophosphamide
Vincristine,DB00541,leukemia,C0023418,NCT01005914,Terminated,Phase 2,Increased rate of bacterial infections,vincristine
Methotrexate,DB00563,leukemia,C0023418,NCT01005914,Terminated,Phase 2,Increased rate of bacterial infections,methotrexate
Imatinib,DB00619,leukemia,C0023418,NCT01005914,Terminated,Phase 2,Increased rate of bacterial infections,imatinib
Prednisolone,DB00860,leukemia,C0023418,NCT01005914,Terminated,Phase 2,Increased rate of bacterial infections,prednisolone
Methylprednisolone,DB00959,leukemia,C0023418,NCT01005914,Terminated,Phase 2,Increased rate of bacterial infections,methylprednisolone
Doxorubicin,DB00997,leukemia,C0023418,NCT01005914,Terminated,Phase 2,Increased rate of bacterial infections,doxorubicin
Dexamethasone,DB01234,leukemia,C0023418,NCT01005914,Terminated,Phase 2,Increased rate of bacterial infections,dexamethasone
Metoprolol,DB00264,Obesity,C0028754,NCT00993421,Terminated,Phase 2,Clinical trial terminated due to results from recent nonclinical studies,metoprolol
Pregabalin,DB00230,Chronic pain,C0150055,NCT00998816,Withdrawn,Phase 3,No funding,pregabalin
Artesunate,DB09274,Plasmodium falciparum infection,C0858318,NCT00988507,Terminated,Phase 2,Company decision to modify the ferroquine development strategy; discontinuation not due to    safety or activity unexpected findings,artesunate
Darbepoetin alfa,DB00012,Cancer anemia,C1536115,NCT00989092,Terminated,Phase 2,slow enrollment and change in product development strategy,darbepoetin alfa
Darbepoetin alfa,DB00012,Carcinoma,C0007097,NCT00989092,Terminated,Phase 2,slow enrollment and change in product development strategy,darbepoetin alfa
Erlotinib,DB00530,Squamous cell carcinoma,C0007137,NCT01009203,Terminated,Phase 2,High patient withdrawal rate,erlotinib
Sirolimus,DB00877,Squamous cell carcinoma,C0007137,NCT01009203,Terminated,Phase 2,High patient withdrawal rate,sirolimus
Everolimus,DB01590,Squamous cell carcinoma,C0007137,NCT01009203,Terminated,Phase 2,High patient withdrawal rate,everolimus
Sitagliptin,DB01261,Renal Insufficiency,C1565489,NCT00958269,Terminated,Phase 3,Technical/operational issues,sitagliptin
Bevacizumab,DB00112,Malignant tumor of colon,C0007102,NCT01006369,Suspended,Phase 2,Interim analysis,bevacizumab
Hydroxychloroquine,DB01611,Malignant tumor of colon,C0007102,NCT01006369,Suspended,Phase 2,Interim analysis,hydroxychloroquine
Warfarin,DB00682,Hamman-Rich syndrome,C0085786,NCT00957242,Terminated,Phase 3,Excess of mortality in the treatment group created safety concerns.,warfarin
Riluzole,DB00740,"unspecified adult solid tumor, protocol specific",C0279004,NCT01018836,Terminated,Phase 1,Slow accrual,riluzole
Bevacizumab,DB00112,Hemangioblastoma,C0206734,NCT01015300,Terminated,Phase 0,Study terminated due to low accrual.,bevacizumab
Bevacizumab,DB00112,Von Hippel-Lindau Syndrome,C0019562,NCT01015300,Terminated,Phase 0,Study terminated due to low accrual.,bevacizumab
Dopamine,DB00988,Malignant Carcinoid Syndrome,C0024586,NCT01018953,Terminated,Phase 2,Preliminary data from study NCT00994214 do not support expected inhibition of GH and IGF-1,dopamine
Somatostatin,DB09099,Malignant Carcinoid Syndrome,C0024586,NCT01018953,Terminated,Phase 2,Preliminary data from study NCT00994214 do not support expected inhibition of GH and IGF-1,somatostatin
Cytarabine,DB00987,leukemia,C0023418,NCT01018069,Terminated,Phase 2,Failed to reach endpoints,cytarabine
Idarubicin,DB01177,leukemia,C0023418,NCT01018069,Terminated,Phase 2,Failed to reach endpoints,idarubicin
Cyclophosphamide,DB00531,Lupus Nephritis,C0024143,NCT01015456,Terminated,Phase 3,Data Safety Monitoring Board concerning of the participants' safety,cyclophosphamide
Mycophenolate mofetil,DB00688,Lupus Nephritis,C0024143,NCT01015456,Terminated,Phase 3,Data Safety Monitoring Board concerning of the participants' safety,mycophenolate mofetil
Mycophenolic acid,DB01024,Lupus Nephritis,C0024143,NCT01015456,Terminated,Phase 3,Data Safety Monitoring Board concerning of the participants' safety,mycophenolic acid
Irinotecan,DB00762,Malignant tumor of colon,C0007102,NCT01016860,Terminated,Phase 1,This study was discontinued due to a shown lack of efficacy in the investigational agent,irinotecan
Gemcitabine,DB00441,Ovarian Diseases,C0029928,NCT01016054,Terminated,Phase 1,Trial was terminated to allow sponsors to evaluate the future development of the drug program,gemcitabine
Carboplatin,DB00958,Ovarian Diseases,C0029928,NCT01016054,Terminated,Phase 1,Trial was terminated to allow sponsors to evaluate the future development of the drug program,carboplatin
Doxorubicin,DB00997,Ovarian Diseases,C0029928,NCT01016054,Terminated,Phase 1,Trial was terminated to allow sponsors to evaluate the future development of the drug program,doxorubicin
Gemcitabine,DB00441,ovarian neoplasm,C0919267,NCT01016054,Terminated,Phase 1,Trial was terminated to allow sponsors to evaluate the future development of the drug program,gemcitabine
Carboplatin,DB00958,ovarian neoplasm,C0919267,NCT01016054,Terminated,Phase 1,Trial was terminated to allow sponsors to evaluate the future development of the drug program,carboplatin
Doxorubicin,DB00997,ovarian neoplasm,C0919267,NCT01016054,Terminated,Phase 1,Trial was terminated to allow sponsors to evaluate the future development of the drug program,doxorubicin
Gemcitabine,DB00441,Carcinoma,C0007097,NCT01016054,Terminated,Phase 1,Trial was terminated to allow sponsors to evaluate the future development of the drug program,gemcitabine
Carboplatin,DB00958,Carcinoma,C0007097,NCT01016054,Terminated,Phase 1,Trial was terminated to allow sponsors to evaluate the future development of the drug program,carboplatin
Doxorubicin,DB00997,Carcinoma,C0007097,NCT01016054,Terminated,Phase 1,Trial was terminated to allow sponsors to evaluate the future development of the drug program,doxorubicin
Valproic Acid,DB00313,High Grade Sarcoma,C1334008,NCT01010958,Terminated,Phase 1,Slow accrual,valproic acid
Sirolimus,DB00877,Hormone refractory prostate cancer,C1328504,NCT01020305,Terminated,Phase 1/Phase 2,Decision by funding sponsor due to poor accrual,sirolimus
Bicalutamide,DB01128,Hormone refractory prostate cancer,C1328504,NCT01020305,Terminated,Phase 1/Phase 2,Decision by funding sponsor due to poor accrual,bicalutamide
Everolimus,DB01590,Hormone refractory prostate cancer,C1328504,NCT01020305,Terminated,Phase 1/Phase 2,Decision by funding sponsor due to poor accrual,everolimus
Cisplatin,DB00515,Cervical carcinoma stage IB,C0278582,NCT01019278,Withdrawn,Phase 2,,cisplatin
Cisplatin,DB00515,Cervix carcinoma stage III,C0278577,NCT01019278,Withdrawn,Phase 2,,cisplatin
Atomoxetine,DB00289,Methamphetamine dependence,C1533217,NCT01019707,Terminated,Phase 1,End in funding,atomoxetine
Methamphetamine,DB01577,Methamphetamine dependence,C1533217,NCT01019707,Terminated,Phase 1,End in funding,methamphetamine
Atomoxetine,DB00289,Methamphetamine abuse,C1456624,NCT01019707,Terminated,Phase 1,End in funding,atomoxetine
Methamphetamine,DB01577,Methamphetamine abuse,C1456624,NCT01019707,Terminated,Phase 1,End in funding,methamphetamine
Hydrocortisone,DB00741,"Pneumonia, Viral",C0032310,NCT01014364,Terminated,Phase 3,"the H1N1 pandemic is now over, and fewer cases than expected were observed",hydrocortisone
Choline,DB00122,leukemia,C0023418,NCT01009931,Terminated,Phase 2,Study was terminated early due to lack of experimental medication (supply issues),choline
Dexamethasone,DB01234,leukemia,C0023418,NCT01009931,Terminated,Phase 2,Study was terminated early due to lack of experimental medication (supply issues),dexamethasone
Sirolimus,DB00877,Polycystic Kidney Diseases,C0022680,NCT01009957,Terminated,Phase 2/Phase 3,"After primary completition date, experimental drug was no longer available",sirolimus
Everolimus,DB01590,Polycystic Kidney Diseases,C0022680,NCT01009957,Terminated,Phase 2/Phase 3,"After primary completition date, experimental drug was no longer available",everolimus
Carboplatin,DB00958,Breast cancer recurrent,C0278493,NCT01009983,Terminated,Phase 2,Slow accrual,carboplatin
Paclitaxel,DB01229,Breast cancer recurrent,C0278493,NCT01009983,Terminated,Phase 2,Slow accrual,paclitaxel
Thalidomide,DB01041,"Malignant lymphoma, lymphocytic, intermediate differentiation, diffuse",C0334634,NCT01021423,Terminated,Phase 3,Terminated by sponsor due to new unpublished data that rendered the current design of the    study no longer clinically relevant. There were no safety concerns.,thalidomide
Lenalidomide,DB00480,"Lymphoma, Non-Hodgkin",C0024305,NCT01021423,Terminated,Phase 3,Terminated by sponsor due to new unpublished data that rendered the current design of the    study no longer clinically relevant. There were no safety concerns.,lenalidomide
Thalidomide,DB01041,"Lymphoma, Non-Hodgkin",C0024305,NCT01021423,Terminated,Phase 3,Terminated by sponsor due to new unpublished data that rendered the current design of the    study no longer clinically relevant. There were no safety concerns.,thalidomide
Rosuvastatin,DB01098,Malignant tumor of colon,C0007102,NCT01011478,Terminated,Phase 3,,rosuvastatin
Rosuvastatin,DB01098,Precancerous Conditions,C0032927,NCT01011478,Terminated,Phase 3,,rosuvastatin
Dopamine,DB00988,Acromegaly,C0001206,NCT00994214,Terminated,Phase 2,Preliminary data from this study does not support expected inhibition of GH and IGF-1,dopamine
Somatostatin,DB09099,Acromegaly,C0001206,NCT00994214,Terminated,Phase 2,Preliminary data from this study does not support expected inhibition of GH and IGF-1,somatostatin
Topotecan,DB01030,Recurrent Primary Peritoneal Carcinoma,C3897731,NCT01012817,Suspended,Phase 1/Phase 2,Completion of dose escalation phase,topotecan
Irinotecan,DB00762,Malignant glioma of brain,C0349541,NCT01017653,Terminated,Phase 2,study did not reach benchmark efficacy rule at 16 subjects,irinotecan
Pegfilgrastim,DB00019,Lymphoma,C0024299,NCT01016795,Terminated,Phase 2,"Study closed Nov 2000 by Amgen, who stopped drug delivery",pegfilgrastim
Cyclophosphamide,DB00531,Non-Small Cell Lung Carcinoma,C0007131,NCT01015443,Terminated,Phase 3,The study is terminated prematurely as the sponsor decided to discontinue program with    Tecemotide in NSCLC.,cyclophosphamide
Oxycodone,DB00497,Constipation,C0009806,NCT01014559,Terminated,Phase 3,Lack of recruitment,oxycodone
Naloxone,DB01183,Constipation,C0009806,NCT01014559,Terminated,Phase 3,Lack of recruitment,naloxone
Oxycodone,DB00497,Pain,C0030193,NCT01014559,Terminated,Phase 3,Lack of recruitment,oxycodone
Dexmedetomidine,DB00633,Traumatic Brain Injury,C0876926,NCT01007773,Withdrawn,Phase 2,Study will not be intiated,dexmedetomidine
Fentanyl,DB00813,Traumatic Brain Injury,C0876926,NCT01007773,Withdrawn,Phase 2,Study will not be intiated,fentanyl
Propofol,DB00818,Traumatic Brain Injury,C0876926,NCT01007773,Withdrawn,Phase 2,Study will not be intiated,propofol
Acetaminophen,DB00316,Cardiac Arrhythmia,C0003811,NCT01026961,Withdrawn,Phase 1/Phase 2,Study is no longer required by Brazil health authority.,acetaminophen
Phenylephrine,DB00388,Cardiac Arrhythmia,C0003811,NCT01026961,Withdrawn,Phase 1/Phase 2,Study is no longer required by Brazil health authority.,phenylephrine
Oxymetazoline,DB00935,Cardiac Arrhythmia,C0003811,NCT01026961,Withdrawn,Phase 1/Phase 2,Study is no longer required by Brazil health authority.,oxymetazoline
Dimetindene,DB08801,Cardiac Arrhythmia,C0003811,NCT01026961,Withdrawn,Phase 1/Phase 2,Study is no longer required by Brazil health authority.,dimetindene
Acetylcysteine,DB06151,Bulimia Nervosa,C2267227,NCT01033149,Terminated,Phase 3,,acetylcysteine
Warfarin,DB00682,Pulmonary Hypertension,C0020542,NCT01036802,Terminated,Phase 2,Difficulty in accruing subjects,warfarin
Norepinephrine,DB00368,Psychosexual Disorders,C0033953,NCT01040208,Terminated,Phase 3,Study terminated by Sponsor for administrative reasons prior to completion of all study visits,norepinephrine
Flibanserin,DB04908,Psychosexual Disorders,C0033953,NCT01040208,Terminated,Phase 3,Study terminated by Sponsor for administrative reasons prior to completion of all study visits,flibanserin
Norepinephrine,DB00368,Depressive disorder,C0011581,NCT01040208,Terminated,Phase 3,Study terminated by Sponsor for administrative reasons prior to completion of all study visits,norepinephrine
Flibanserin,DB04908,Depressive disorder,C0011581,NCT01040208,Terminated,Phase 3,Study terminated by Sponsor for administrative reasons prior to completion of all study visits,flibanserin
Prednisolone,DB00860,Clinically isolated syndrome,C2921627,NCT01039103,Suspended,Phase 2,,prednisolone
Methylprednisolone,DB00959,Clinically isolated syndrome,C2921627,NCT01039103,Suspended,Phase 2,,methylprednisolone
Lenalidomide,DB00480,Malignant tumor of colon,C0007102,NCT01032291,Terminated,Phase 2,A business decision not to continue with Phase 2b based on non-safety observations during    proof of concept phase.,lenalidomide
Thalidomide,DB01041,Malignant tumor of colon,C0007102,NCT01032291,Terminated,Phase 2,A business decision not to continue with Phase 2b based on non-safety observations during    proof of concept phase.,thalidomide
Mesalazine,DB00244,Diverticulitis,C0012813,NCT01038739,Terminated,Phase 3,Stopped due to futility.,mesalazine
Rituximab,DB00073,Metastatic melanoma,C0278883,NCT01032122,Terminated,Phase 1,"the only reason is that recruitment was not sufficient to meet the planned patient numbers,    because complete remissions are still infrequent.",rituximab
Prednisolone,DB00860,Chronic graft-versus-host disease,C0867389,NCT01028313,Withdrawn,Phase 2,A decision was made to not move forward with the study. No participants were enrolled or    treated.,prednisolone
Methylprednisolone,DB00959,Chronic graft-versus-host disease,C0867389,NCT01028313,Withdrawn,Phase 2,A decision was made to not move forward with the study. No participants were enrolled or    treated.,methylprednisolone
Panobinostat,DB06603,Chronic graft-versus-host disease,C0867389,NCT01028313,Withdrawn,Phase 2,A decision was made to not move forward with the study. No participants were enrolled or    treated.,panobinostat
Propranolol,DB00571,Recurrent respiratory papillomatosis,C1168198,NCT01058317,Withdrawn,Phase 2/Phase 3,No participants enrolled,propranolol
Simvastatin,DB00641,Pneumonia,C0032285,NCT01057758,Terminated,Phase 3,stopped for futility,simvastatin
Cefixime,DB00671,Uterine Cervicitis,C0007860,NCT01072136,Terminated,Phase 3,,cefixime
Clofarabine,DB00631,"Leukemia, Myelocytic, Acute",C0023467,NCT01065545,Withdrawn,Phase 1,Due to funding issues.,clofarabine
Tretinoin,DB00755,"Leukemia, Myelocytic, Acute",C0023467,NCT01067274,Withdrawn,Phase 3,Study abandoned,tretinoin
Azacitidine,DB00928,"Leukemia, Myelocytic, Acute",C0023467,NCT01067274,Withdrawn,Phase 3,Study abandoned,azacitidine
Paclitaxel,DB01229,Pain,C0030193,NCT01096407,Terminated,Phase 1,slow accrual,paclitaxel
Paclitaxel,DB01229,"unspecified adult solid tumor, protocol specific",C0279004,NCT01096407,Terminated,Phase 1,slow accrual,paclitaxel
Dexmedetomidine,DB00633,Respiratory Failure,C1145670,NCT01076816,Terminated,Phase 3,Poor inclusion rate.,dexmedetomidine
Rituximab,DB00073,Chronic lymphocytic leukaemia stage 4,C0854804,NCT01076556,Terminated,Phase 1,,rituximab
Cyclophosphamide,DB00531,Chronic lymphocytic leukaemia stage 4,C0854804,NCT01076556,Terminated,Phase 1,,cyclophosphamide
Rituximab,DB00073,B-cell small lymphocytic lymphoma stage IV,C0855101,NCT01076556,Terminated,Phase 1,,rituximab
Cyclophosphamide,DB00531,B-cell small lymphocytic lymphoma stage IV,C0855101,NCT01076556,Terminated,Phase 1,,cyclophosphamide
Rituximab,DB00073,Prolymphocytic Leukemia,C0023486,NCT01076556,Terminated,Phase 1,,rituximab
Cyclophosphamide,DB00531,Prolymphocytic Leukemia,C0023486,NCT01076556,Terminated,Phase 1,,cyclophosphamide
Rituximab,DB00073,B-cell small lymphocytic lymphoma recurrent,C0855096,NCT01076556,Terminated,Phase 1,,rituximab
Cyclophosphamide,DB00531,B-cell small lymphocytic lymphoma recurrent,C0855096,NCT01076556,Terminated,Phase 1,,cyclophosphamide
Rituximab,DB00073,Chronic lymphocytic leukaemia refractory,C0278791,NCT01076556,Terminated,Phase 1,,rituximab
Cyclophosphamide,DB00531,Chronic lymphocytic leukaemia refractory,C0278791,NCT01076556,Terminated,Phase 1,,cyclophosphamide
Rituximab,DB00073,Chronic lymphocytic leukaemia stage 1,C0278767,NCT01076556,Terminated,Phase 1,,rituximab
Cyclophosphamide,DB00531,Chronic lymphocytic leukaemia stage 1,C0278767,NCT01076556,Terminated,Phase 1,,cyclophosphamide
Rituximab,DB00073,B-cell small lymphocytic lymphoma stage I,C0855098,NCT01076556,Terminated,Phase 1,,rituximab
Cyclophosphamide,DB00531,B-cell small lymphocytic lymphoma stage I,C0855098,NCT01076556,Terminated,Phase 1,,cyclophosphamide
Rituximab,DB00073,Chronic lymphocytic leukaemia stage 2,C0854803,NCT01076556,Terminated,Phase 1,,rituximab
Cyclophosphamide,DB00531,Chronic lymphocytic leukaemia stage 2,C0854803,NCT01076556,Terminated,Phase 1,,cyclophosphamide
Rituximab,DB00073,B-cell small lymphocytic lymphoma stage II,C0855099,NCT01076556,Terminated,Phase 1,,rituximab
Cyclophosphamide,DB00531,B-cell small lymphocytic lymphoma stage II,C0855099,NCT01076556,Terminated,Phase 1,,cyclophosphamide
Rituximab,DB00073,Chronic lymphocytic leukaemia stage 3,C0278769,NCT01076556,Terminated,Phase 1,,rituximab
Cyclophosphamide,DB00531,Chronic lymphocytic leukaemia stage 3,C0278769,NCT01076556,Terminated,Phase 1,,cyclophosphamide
Rituximab,DB00073,B-cell small lymphocytic lymphoma stage III,C0855100,NCT01076556,Terminated,Phase 1,,rituximab
Cyclophosphamide,DB00531,B-cell small lymphocytic lymphoma stage III,C0855100,NCT01076556,Terminated,Phase 1,,cyclophosphamide
